ID Cámara,Tipo,Ubicación,same_as_wikidata_barrio,Resolución,Zoom Optico,Año Adquisición
CAM921,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM922,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM923,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM924,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM1001,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1002,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1003,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1004,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1005,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1006,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1007,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1008,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1009,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1010,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1011,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1012,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1013,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1014,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1015,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1016,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1017,DOMO,Chueca,https://wikidata.org/entity/Q284642,1920x1080,40x,2022
CAM1018,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1019,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1020,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1021,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1022,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1023,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1024,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1025,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1026,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
