TITLE,NEIGHBORHOOD,CITY,SQUARE METERS,NUM OF ROOMS,STREET NAME,ADDRESS,STREET NUM,DISTRICT CODE,DISTRICT,RENT PRICE,RENT PRICE BY SQ METER,RENT BY ROOM,ENERGY CERTIFICATE
"Piso en venta en calle de Ferroviarios, 58",ALMENDRALES,Madrid,60,2,Calle de Ferroviarios,Calle de Ferroviarios 58,58,18,VILLA DE VALLECAS,654,10,327,
Piso en venta en calle de Antonio López,MOSCARDO,Madrid,107,5,Calle de Antonio López,Calle de Antonio López,,18,VILLA DE VALLECAS,1294,12,258,
"Piso en venta en calle General Marva, 43",MOSCARDO,Madrid,72,3,Calle General Marva,Calle General Marva 43,43,18,VILLA DE VALLECAS,702,9,234,
Piso en venta en calle Guadix,ORCASUR,Madrid,81,2,Calle Guadix,Calle Guadix,,18,VILLA DE VALLECAS,702,8,351,
Piso en venta en calle de Amparo Usera,MOSCARDO,Madrid,60,3,Calle de Amparo Usera,Calle de Amparo Usera,,18,VILLA DE VALLECAS,758,12,252,
Piso en venta en Almendrales,USERA,Madrid,78,3,,,,18,VILLA DE VALLECAS,766,9,255,
"Piso en venta en calle de Marcelo Usera, 112",MOSCARDO,Madrid,65,2,Calle de Marcelo Usera,Calle de Marcelo Usera 112,112,18,VILLA DE VALLECAS,705,10,352,
Chalet adosado en venta en calle ichaso,ORCASITAS,Madrid,81,3,Calle ichaso,Calle ichaso,,18,VILLA DE VALLECAS,1038,12,346,E
"Piso en venta en calle de Antonio López, Madrid",ALMENDRALES,Madrid,79,2,"Calle de Antonio López, Madrid","Calle de Antonio López, Madrid",,18,VILLA DE VALLECAS,1187,15,593,
Piso en venta en calle de Moreja,ORCASUR,Madrid,118,3,Calle de Moreja,Calle de Moreja,,18,VILLA DE VALLECAS,740,6,246,
Piso en venta en calle Albuñuelas,ORCASUR,Madrid,114,3,Calle Albuñuelas,Calle Albuñuelas,,18,VILLA DE VALLECAS,884,7,294,
Piso en venta en calle de Marcelo Usera,MOSCARDO,Madrid,93,4,Calle de Marcelo Usera,Calle de Marcelo Usera,,18,VILLA DE VALLECAS,860,9,215,
Piso en venta en calle San Nicomedes,MOSCARDO,Madrid,65,2,Calle San Nicomedes,Calle San Nicomedes,,18,VILLA DE VALLECAS,678,10,339,
Piso en venta en calle de Antonio López,MOSCARDO,Madrid,118,4,Calle de Antonio López,Calle de Antonio López,,18,VILLA DE VALLECAS,1370,11,342,
Ático en venta en calle Antonio Prieto,ZOFIO,Madrid,172,4,Calle Antonio Prieto,Calle Antonio Prieto,,18,VILLA DE VALLECAS,1135,6,283,
Piso en venta en calle San Máximo,SAN FERMIN,Madrid,95,2,Calle San Máximo,Calle San Máximo,,18,VILLA DE VALLECAS,1024,10,512,D
Piso en venta en Padre jose maria,ORCASUR,Madrid,100,3,Padre jose maria,Padre jose maria,,18,VILLA DE VALLECAS,762,7,254,
Piso en venta en calle Isidra Jiménez,PRADOLONGO,Madrid,65,3,Calle Isidra Jiménez,Calle Isidra Jiménez,,18,VILLA DE VALLECAS,625,9,208,
"Piso en venta en calle Antonio Lopez, 137",MOSCARDO,Madrid,106,4,Calle Antonio Lopez,Calle Antonio Lopez 137,137,18,VILLA DE VALLECAS,1009,9,252,
"Piso en venta en calle de Juan Español, 61",MOSCARDO,Madrid,100,2,Calle de Juan Español,Calle de Juan Español 61,61,18,VILLA DE VALLECAS,705,7,352,D
"Piso en venta en calle Ortiz Campos, 5",PRADOLONGO,Madrid,119,3,Calle Ortiz Campos,Calle Ortiz Campos 5,5,18,VILLA DE VALLECAS,1361,11,453,
Piso en venta en calle de Eduardo Barreiros,ORCASUR,Madrid,97,3,Calle de Eduardo Barreiros,Calle de Eduardo Barreiros,,18,VILLA DE VALLECAS,1287,13,429,
Piso en venta en calle de Alzola,ORCASITAS,Madrid,90,3,Calle de Alzola,Calle de Alzola,,18,VILLA DE VALLECAS,777,8,259,E
Piso en venta en calle antonio lopez,MOSCARDO,Madrid,76,1,Calle antonio lopez,Calle antonio lopez,,18,VILLA DE VALLECAS,1097,14,1097,
Piso en venta en Zofío,USERA,Madrid,60,3,,,,18,VILLA DE VALLECAS,452,7,150,
"Piso en venta en calle General Marva, 1",MOSCARDO,Madrid,58,2,Calle General Marva,Calle General Marva 1,1,18,VILLA DE VALLECAS,743,12,371,G
Piso en venta en calle del Teniente Compaired,PRADOLONGO,Madrid,49,2,Calle del Teniente Compaired,Calle del Teniente Compaired,,18,VILLA DE VALLECAS,494,10,247,
Piso en venta en calle Socuéllamos,ALMENDRALES,Madrid,80,3,Calle Socuéllamos,Calle Socuéllamos,,18,VILLA DE VALLECAS,762,9,254,
Piso en venta en Hermenegildo bielsa,MOSCARDO,Madrid,80,3,Hermenegildo bielsa,Hermenegildo bielsa,,18,VILLA DE VALLECAS,744,9,248,
Piso en venta en Orcasitas,USERA,Madrid,145,4,,,,18,VILLA DE VALLECAS,907,6,226,
Piso en venta en Pradolongo,USERA,Madrid,101,3,,,,18,VILLA DE VALLECAS,833,8,277,
"Dúplex en venta en calle de Antonio López, 248",ALMENDRALES,Madrid,234,4,Calle de Antonio López,Calle de Antonio López 248,248,18,VILLA DE VALLECAS,2234,9,558,
Dúplex en venta en Almendrales,USERA,Madrid,132,4,,,,18,VILLA DE VALLECAS,1505,11,376,F
"Dúplex en venta en calle Nicolás Sánchez, 80",PRADOLONGO,Madrid,172,4,Calle Nicolás Sánchez,Calle Nicolás Sánchez 80,80,18,VILLA DE VALLECAS,1553,9,388,
Piso en venta en calle de la Marquesa de Silvela,MOSCARDO,Madrid,43,2,Calle de la Marquesa de Silvela,Calle de la Marquesa de Silvela,,18,VILLA DE VALLECAS,579,13,289,F
Piso en venta en calle Campotéjar,ORCASUR,Madrid,132,4,Calle Campotéjar,Calle Campotéjar,,18,VILLA DE VALLECAS,686,5,171,
Piso en venta en calle de Ferroviarios,ALMENDRALES,Madrid,52,2,Calle de Ferroviarios,Calle de Ferroviarios,,18,VILLA DE VALLECAS,604,11,302,
Piso en venta en calle Tomelloso,ALMENDRALES,Madrid,80,3,Calle Tomelloso,Calle Tomelloso,,18,VILLA DE VALLECAS,658,8,219,
Piso en venta en montana,SAN FERMIN,Madrid,75,3,montana,montana,,18,VILLA DE VALLECAS,979,13,326,
"Piso en venta en calle Dodge, 1",ORCASITAS,Madrid,130,3,Calle Dodge,Calle Dodge 1,1,18,VILLA DE VALLECAS,1122,8,374,
"Piso en venta en calle Corindón, 12",SAN FERMIN,Madrid,108,3,Calle Corindón,Calle Corindón 12,12,18,VILLA DE VALLECAS,1035,9,345,D
"Piso en venta en calle Cristo de la Victoria, 173",PRADOLONGO,Madrid,126,3,Calle Cristo de la Victoria,Calle Cristo de la Victoria 173,173,18,VILLA DE VALLECAS,847,6,282,E
"Piso en venta en calle de La Silvina, 13",SAN FERMIN,Madrid,120,3,Calle de La Silvina,Calle de La Silvina 13,13,18,VILLA DE VALLECAS,1044,8,348,C
"Piso en venta en calle Periana, 18",SAN FERMIN,Madrid,88,2,Calle Periana,Calle Periana 18,18,18,VILLA DE VALLECAS,1009,11,504,E
Piso en venta en Pradolongo,USERA,Madrid,80,1,,,,18,VILLA DE VALLECAS,609,7,609,
Piso en venta en calle Gumersindo Azcárate,MOSCARDO,Madrid,73,3,Calle Gumersindo Azcárate,Calle Gumersindo Azcárate,,18,VILLA DE VALLECAS,666,9,222,G
"Piso en venta en calle Santa María Reina, 7",ORCASUR,Madrid,80,4,Calle Santa María Reina,Calle Santa María Reina 7,7,18,VILLA DE VALLECAS,758,9,189,
Piso en venta en calle de Carabelos,SAN FERMIN,Madrid,65,3,Calle de Carabelos,Calle de Carabelos,,18,VILLA DE VALLECAS,658,10,219,G
Piso en venta en 12 de Octubre-Orcasur,USERA,Madrid,80,3,,,,18,VILLA DE VALLECAS,762,9,254,
"Piso en venta en calle de Santa Cruz de Mudela, Madrid, 5",ALMENDRALES,Madrid,75,3,Calle de Santa Cruz de Mudela,Calle de Santa Cruz de Mudela 5,5,18,VILLA DE VALLECAS,851,11,283,
Piso en venta en calle Gumersindo Azcárate,MOSCARDO,Madrid,73,3,Calle Gumersindo Azcárate,Calle Gumersindo Azcárate,,18,VILLA DE VALLECAS,666,9,222,G
Piso en venta en plaza de las Asambleas,ORCASITAS,Madrid,140,3,Plaza de las Asambleas,Plaza de las Asambleas,,18,VILLA DE VALLECAS,851,6,283,B
Piso en venta en Jesus del gran poder,ALMENDRALES,Madrid,60,3,Jesus del gran poder,Jesus del gran poder,,18,VILLA DE VALLECAS,907,15,302,
Piso en venta en Moscardó,USERA,Madrid,59,2,,,,18,VILLA DE VALLECAS,713,12,356,
Piso en venta en sanchez nicolas,PRADOLONGO,Madrid,57,2,sanchez nicolas,sanchez nicolas,,18,VILLA DE VALLECAS,583,10,291,
Piso en venta en Zofío,USERA,Madrid,85,2,,,,18,VILLA DE VALLECAS,744,8,372,
Piso en venta en Periana,SAN FERMIN,Madrid,126,2,Periana,Periana,,18,VILLA DE VALLECAS,929,7,464,
"Ático en venta en calle de Marcelo Usera, 19",ALMENDRALES,Madrid,73,2,Calle de Marcelo Usera,Calle de Marcelo Usera 19,19,18,VILLA DE VALLECAS,1122,15,561,
Piso en venta en paseo de Santa María de la Cabeza,MOSCARDO,Madrid,56,2,Paseo de Santa María de la Cabeza,Paseo de Santa María de la Cabeza,,18,VILLA DE VALLECAS,661,11,330,
Piso en venta en calle Tolosa,ORCASITAS,Madrid,118,4,Calle Tolosa,Calle Tolosa,,18,VILLA DE VALLECAS,798,6,199,
Piso en venta en paseo de Santa María de la Cabeza,MOSCARDO,Madrid,96,3,Paseo de Santa María de la Cabeza,Paseo de Santa María de la Cabeza,,18,VILLA DE VALLECAS,979,10,326,
Piso en venta en calle Cristo de la Victoria,PRADOLONGO,Madrid,120,3,Calle Cristo de la Victoria,Calle Cristo de la Victoria,,18,VILLA DE VALLECAS,798,6,266,
Piso en venta en calle Moreja,ORCASUR,Madrid,90,3,Calle Moreja,Calle Moreja,,18,VILLA DE VALLECAS,791,8,263,
Piso en venta en calle Campotéjar,ORCASUR,Madrid,90,4,Calle Campotéjar,Calle Campotéjar,,18,VILLA DE VALLECAS,744,8,186,
Piso en venta en calle Periana,SAN FERMIN,Madrid,88,2,Calle Periana,Calle Periana,,18,VILLA DE VALLECAS,1038,11,519,D
Piso en venta en calle Torrox,SAN FERMIN,Madrid,82,3,Calle Torrox,Calle Torrox,,18,VILLA DE VALLECAS,658,8,219,
Piso en venta en calle de Ferroviarios,ALMENDRALES,Madrid,65,2,Calle de Ferroviarios,Calle de Ferroviarios,,18,VILLA DE VALLECAS,579,8,289,
Piso en venta en plaza Campo de Criptana,ALMENDRALES,Madrid,80,3,Plaza Campo de Criptana,Plaza Campo de Criptana,,18,VILLA DE VALLECAS,663,8,221,
"Piso en venta en calle Tolosa, 24",ORCASITAS,Madrid,98,3,Calle Tolosa,Calle Tolosa 24,24,18,VILLA DE VALLECAS,805,8,268,
"Piso en venta en plaza Promesas, 6",ORCASITAS,Madrid,111,3,Plaza Promesas,Plaza Promesas 6,6,18,VILLA DE VALLECAS,857,7,285,D
"Piso en venta en calle del Alerce, 21",ORCASUR,Madrid,88,2,Calle del Alerce,Calle del Alerce 21,21,18,VILLA DE VALLECAS,1006,11,503,
"Chalet adosado en venta en calle Leiza, 113",ORCASITAS,Madrid,95,3,Calle Leiza,Calle Leiza 113,113,18,VILLA DE VALLECAS,979,10,326,D
"Piso en venta en calle San Fortunato, 1",SAN FERMIN,Madrid,180,3,Calle San Fortunato,Calle San Fortunato 1,1,18,VILLA DE VALLECAS,1094,6,364,
Piso en venta en San Fermín,USERA,Madrid,77,3,,,,18,VILLA DE VALLECAS,646,8,215,
Piso en venta en Almendrales,USERA,Madrid,67,3,,,,18,VILLA DE VALLECAS,702,10,234,D
"Piso en venta en calle Pilarica, 17",MOSCARDO,Madrid,70,3,Calle Pilarica,Calle Pilarica 17,17,18,VILLA DE VALLECAS,678,9,226,
Piso en venta en Carrascales,PRADOLONGO,Madrid,55,2,Carrascales,Carrascales,,18,VILLA DE VALLECAS,662,12,331,
Piso en venta en Almendrales,USERA,Madrid,67,3,,,,18,VILLA DE VALLECAS,702,10,234,
Piso en venta en calle de San Magín,ZOFIO,Madrid,62,3,Calle de San Magín,Calle de San Magín,,18,VILLA DE VALLECAS,617,9,205,E
Piso en venta en calle de Ferroviarios,ALMENDRALES,Madrid,52,3,Calle de Ferroviarios,Calle de Ferroviarios,,18,VILLA DE VALLECAS,583,11,194,
Piso en venta en calle de Marcelo Usera,MOSCARDO,Madrid,50,1,Calle de Marcelo Usera,Calle de Marcelo Usera,,18,VILLA DE VALLECAS,698,13,698,
Piso en venta en Pradolongo,USERA,Madrid,50,1,,,,18,VILLA DE VALLECAS,535,10,535,C
"Piso en venta en calle San Antonio de Padua, 37",ALMENDRALES,Madrid,74,3,Calle San Antonio de Padua,Calle San Antonio de Padua 37,37,18,VILLA DE VALLECAS,646,8,215,G
Piso en venta en calle de Marcelo Usera,ALMENDRALES,Madrid,50,1,Calle de Marcelo Usera,Calle de Marcelo Usera,,18,VILLA DE VALLECAS,698,13,698,
"Piso en venta en FELIPE CASTRO, 16",PRADOLONGO,Madrid,62,2,FELIPE CASTRO,FELIPE CASTRO 16,16,18,VILLA DE VALLECAS,910,14,455,C
"Piso en venta en FELIPE CASTRO, 16",PRADOLONGO,Madrid,59,1,FELIPE CASTRO,FELIPE CASTRO 16,16,18,VILLA DE VALLECAS,894,15,894,C
"Piso en venta en Felipe Castro, 16",PRADOLONGO,Madrid,78,2,Felipe Castro,Felipe Castro 16,16,18,VILLA DE VALLECAS,979,12,489,C
"Ático en venta en calle de Felipe Castro, 16",PRADOLONGO,Madrid,87,3,Calle de Felipe Castro,Calle de Felipe Castro 16,16,18,VILLA DE VALLECAS,979,11,326,C
"Piso en venta en calle Dúrcal, 18",ORCASUR,Madrid,127,4,Calle Dúrcal,Calle Dúrcal 18,18,18,VILLA DE VALLECAS,798,6,199,
Piso en venta en calle del Cristo de la Fe,ALMENDRALES,Madrid,70,3,Calle del Cristo de la Fe,Calle del Cristo de la Fe,,18,VILLA DE VALLECAS,702,10,234,E
Piso en venta en marquesa de silvela,MOSCARDO,Madrid,50,2,marquesa de silvela,marquesa de silvela,,18,VILLA DE VALLECAS,566,11,283,
Piso en venta en calle de Nicolás Usera,PRADOLONGO,Madrid,60,2,Calle de Nicolás Usera,Calle de Nicolás Usera,,18,VILLA DE VALLECAS,530,8,265,
Piso en venta en avenida del Manzanares,MOSCARDO,Madrid,65,2,Avenida del Manzanares,Avenida del Manzanares,,18,VILLA DE VALLECAS,837,12,418,
Piso en venta en Pradolongo,USERA,Madrid,119,3,,,,18,VILLA DE VALLECAS,1361,11,453,
"Piso en venta en calle del Quince de Agosto, 8",MOSCARDO,Madrid,99,3,Calle del Quince de Agosto,Calle del Quince de Agosto 8,8,18,VILLA DE VALLECAS,917,9,305,
Piso en venta en antonio prieto,ZOFIO,Madrid,56,2,antonio prieto,antonio prieto,,18,VILLA DE VALLECAS,508,9,254,
Piso en venta en calle de Guetaria,ORCASITAS,Madrid,150,3,Calle de Guetaria,Calle de Guetaria,,18,VILLA DE VALLECAS,1094,7,364,
Piso en venta en 12 de Octubre-Orcasur,USERA,Madrid,80,3,,,,18,VILLA DE VALLECAS,762,9,254,
Piso en venta en Juan Salas,PRADOLONGO,Madrid,70,3,Juan Salas,Juan Salas,,18,VILLA DE VALLECAS,583,8,194,
Piso en venta en calle de Antonio López,MOSCARDO,Madrid,90,3,Calle de Antonio López,Calle de Antonio López,,18,VILLA DE VALLECAS,1148,12,382,
"Piso en venta en calle de Guetaria, 78",ORCASITAS,Madrid,120,3,Calle de Guetaria,Calle de Guetaria 78,78,18,VILLA DE VALLECAS,1052,8,350,E
"Piso en venta en calle de Marcelo Usera, 19",ALMENDRALES,Madrid,51,2,Calle de Marcelo Usera,Calle de Marcelo Usera 19,19,18,VILLA DE VALLECAS,1038,20,519,
Piso en venta en calle Antonio Prieto,ZOFIO,Madrid,75,2,Calle Antonio Prieto,Calle Antonio Prieto,,18,VILLA DE VALLECAS,698,9,349,C
Piso en venta en calle de Salvador Martínez,ORCASUR,Madrid,114,3,Calle de Salvador Martínez,Calle de Salvador Martínez,,18,VILLA DE VALLECAS,884,7,294,B
Piso en venta en calle de Antonio Salvador,ALMENDRALES,Madrid,111,3,Calle de Antonio Salvador,Calle de Antonio Salvador,,18,VILLA DE VALLECAS,942,8,314,
Piso en venta en avenida Rafaela Ybarra,ZOFIO,Madrid,66,3,Avenida Rafaela Ybarra,Avenida Rafaela Ybarra,,18,VILLA DE VALLECAS,728,11,242,
"Piso en venta en calle Ordicia, 11",ORCASITAS,Madrid,78,3,Calle Ordicia,Calle Ordicia 11,11,18,VILLA DE VALLECAS,1052,13,350,E
"Piso en venta en calle de eduardo barreiros, 3",ORCASUR,Madrid,126,3,Calle de eduardo barreiros,Calle de eduardo barreiros 3,3,18,VILLA DE VALLECAS,1323,10,441,
Piso en venta en calle de Nicolás Usera,ALMENDRALES,Madrid,77,3,Calle de Nicolás Usera,Calle de Nicolás Usera,,18,VILLA DE VALLECAS,798,10,266,
Piso en venta en calle de Nicolás Usera,PRADOLONGO,Madrid,45,2,Calle de Nicolás Usera,Calle de Nicolás Usera,,18,VILLA DE VALLECAS,646,14,323,
"Piso en venta en Urb. Periana, San Fermín",USERA,Madrid,123,2,Urb. Periana,Urb. Periana,,18,VILLA DE VALLECAS,871,7,435,
Piso en venta en calle Francisco Ruiz,ALMENDRALES,Madrid,70,3,Calle Francisco Ruiz,Calle Francisco Ruiz,,18,VILLA DE VALLECAS,766,10,255,
"Piso en venta en calle Gabriel Usera, 38",PRADOLONGO,Madrid,52,2,Calle Gabriel Usera,Calle Gabriel Usera 38,38,18,VILLA DE VALLECAS,579,11,289,E
"Piso en venta en rafaela ybarra, 42",ZOFIO,Madrid,97,3,rafaela ybarra,rafaela ybarra 42,42,18,VILLA DE VALLECAS,777,8,259,
"Piso en venta en calle Quince de Agosto, 16",MOSCARDO,Madrid,65,2,Calle Quince de Agosto,Calle Quince de Agosto 16,16,18,VILLA DE VALLECAS,705,10,352,
"Piso en venta en calle de la Verja, 14",ZOFIO,Madrid,55,1,Calle de la Verja,Calle de la Verja 14,14,18,VILLA DE VALLECAS,777,14,777,F
Piso en venta en calle de la Mezquita,SAN FERMIN,Madrid,68,3,Calle de la Mezquita,Calle de la Mezquita,,18,VILLA DE VALLECAS,604,8,201,
"Piso en venta en calle Campotéjar, 24",ORCASITAS,Madrid,93,2,Calle Campotéjar,Calle Campotéjar 24,24,18,VILLA DE VALLECAS,766,8,383,
Piso en venta en calle de Marcelo Usera,MOSCARDO,Madrid,66,3,Calle de Marcelo Usera,Calle de Marcelo Usera,,18,VILLA DE VALLECAS,725,10,241,
"Dúplex en venta en calle de Guetaria, 102 -116",ORCASITAS,Madrid,120,2,Calle de Guetaria,Calle de Guetaria 102 -116,102 -116,18,VILLA DE VALLECAS,1200,10,600,G
"Piso en venta en calle del Ginebro, 14",ORCASUR,Madrid,95,3,Calle del Ginebro,Calle del Ginebro 14,14,18,VILLA DE VALLECAS,1416,14,472,A
"Piso en venta en calle Gran Avenida, 27",ORCASITAS,Madrid,100,3,Calle Gran Avenida,Calle Gran Avenida 27,27,18,VILLA DE VALLECAS,780,7,260,
"Piso en venta en calle Antonio López, 169",ALMENDRALES,Madrid,73,2,Calle Antonio López,Calle Antonio López 169,169,18,VILLA DE VALLECAS,1094,14,547,
"Piso en venta en calle de Guetaria, 71",ORCASITAS,Madrid,127,4,Calle de Guetaria,Calle de Guetaria 71,71,18,VILLA DE VALLECAS,1260,9,315,
"Piso en venta en calle de Guetaria, 104",ORCASITAS,Madrid,127,4,Calle de Guetaria,Calle de Guetaria 104,104,18,VILLA DE VALLECAS,1260,9,315,
Piso en venta en calle Torrox,SAN FERMIN,Madrid,105,3,Calle Torrox,Calle Torrox,,18,VILLA DE VALLECAS,1067,10,355,
"Piso en venta en calle de Ferroviarios, 108",ALMENDRALES,Madrid,61,2,Calle de Ferroviarios,Calle de Ferroviarios 108,108,18,VILLA DE VALLECAS,649,10,324,
"Piso en venta en calle de Marina Usera, 13",ZOFIO,Madrid,58,2,Calle de Marina Usera,Calle de Marina Usera 13,13,18,VILLA DE VALLECAS,686,11,343,
"Piso en venta en calle Primitiva Gañán, 7",PRADOLONGO,Madrid,70,2,Calle Primitiva Gañán,Calle Primitiva Gañán 7,7,18,VILLA DE VALLECAS,780,11,390,
"Piso en venta en calle Oligisto, 10",SAN FERMIN,Madrid,128,4,Calle Oligisto,Calle Oligisto 10,10,18,VILLA DE VALLECAS,1135,8,283,
"Piso en venta en calle de Marcelo Usera, 64",MOSCARDO,Madrid,110,3,Calle de Marcelo Usera,Calle de Marcelo Usera 64,64,18,VILLA DE VALLECAS,1174,10,391,
Piso en venta en Antonio López,MOSCARDO,Madrid,91,4,Antonio López,Antonio López,,18,VILLA DE VALLECAS,994,10,248,
Piso en venta en Pradolongo,USERA,Madrid,149,4,,,,18,VILLA DE VALLECAS,1817,12,454,
Piso en venta en Pradolongo,USERA,Madrid,149,4,,,,18,VILLA DE VALLECAS,1847,12,461,
"Piso en venta en calle de Antonio López, 140",MOSCARDO,Madrid,118,4,Calle de Antonio López,Calle de Antonio López 140,140,18,VILLA DE VALLECAS,1335,11,333,
"Piso en venta en calle de Almendrales, 35",ALMENDRALES,Madrid,100,4,Calle de Almendrales,Calle de Almendrales 35,35,18,VILLA DE VALLECAS,508,5,127,
"Piso en venta en calle Gumersinda Rosillo, 6",MOSCARDO,Madrid,70,2,Calle Gumersinda Rosillo,Calle Gumersinda Rosillo 6,6,18,VILLA DE VALLECAS,798,11,399,E
"Piso en venta en calle Francisco Ruíz, 18",ALMENDRALES,Madrid,76,2,Calle Francisco Ruíz,Calle Francisco Ruíz 18,18,18,VILLA DE VALLECAS,813,10,406,
Piso en venta en Moscardó,USERA,Madrid,80,2,,,,18,VILLA DE VALLECAS,705,8,352,
Piso en venta en calle San Nicomedes,MOSCARDO,Madrid,52,2,Calle San Nicomedes,Calle San Nicomedes,,18,VILLA DE VALLECAS,751,14,375,
Piso en venta en calle del Corindón,SAN FERMIN,Madrid,70,2,Calle del Corindón,Calle del Corindón,,18,VILLA DE VALLECAS,561,8,280,
Piso en venta en calle de Ferroviarios,ALMENDRALES,Madrid,45,2,Calle de Ferroviarios,Calle de Ferroviarios,,18,VILLA DE VALLECAS,604,13,302,
Piso en venta en calle FERROVIARIOS,ALMENDRALES,Madrid,30,1,Calle FERROVIARIOS,Calle FERROVIARIOS,,18,VILLA DE VALLECAS,471,15,471,
Piso en venta en Pradolongo,USERA,Madrid,45,2,,,,18,VILLA DE VALLECAS,561,12,280,
Piso en venta en ISABELITA USERA,PRADOLONGO,Madrid,105,3,ISABELITA USERA,ISABELITA USERA,,18,VILLA DE VALLECAS,1038,9,346,
Piso en venta en Pradolongo,USERA,Madrid,69,3,,,,18,VILLA DE VALLECAS,907,13,302,
"Piso en venta en Av Cerro de los Ángeles, Madrid",ZOFIO,Madrid,59,2,"Av Cerro de los Ángeles, Madrid","Av Cerro de los Ángeles, Madrid",,18,VILLA DE VALLECAS,592,10,296,
Piso en venta en calle del Amor Hermoso,ALMENDRALES,Madrid,98,3,Calle del Amor Hermoso,Calle del Amor Hermoso,,18,VILLA DE VALLECAS,713,7,237,G
Piso en venta en Zofío,USERA,Madrid,70,3,,,,18,VILLA DE VALLECAS,604,8,201,E
Piso en venta en calle de Dolores Barranco,PRADOLONGO,Madrid,57,3,Calle de Dolores Barranco,Calle de Dolores Barranco,,18,VILLA DE VALLECAS,654,11,218,
Piso en venta en calle Olvido,ALMENDRALES,Madrid,65,2,Calle Olvido,Calle Olvido,,18,VILLA DE VALLECAS,798,12,399,
Piso en venta en Orcasitas,USERA,Madrid,98,2,,,,18,VILLA DE VALLECAS,686,7,343,
Piso en venta en Orcasitas,USERA,Madrid,108,3,,,,18,VILLA DE VALLECAS,725,6,241,
Piso en venta en Orcasitas,USERA,Madrid,90,3,,,,18,VILLA DE VALLECAS,646,7,215,
"Piso en venta en calle de Antonio López, 217 -219",ALMENDRALES,Madrid,95,2,Calle de Antonio López,Calle de Antonio López 217 -219,217 -219,18,VILLA DE VALLECAS,1405,14,702,
"Piso en venta en avenida Cerro de los Ángeles, 13",ZOFIO,Madrid,85,4,Avenida Cerro de los Ángeles,Avenida Cerro de los Ángeles 13,13,18,VILLA DE VALLECAS,867,10,216,
Piso en venta en calle de Isabelita Usera,PRADOLONGO,Madrid,53,3,Calle de Isabelita Usera,Calle de Isabelita Usera,,18,VILLA DE VALLECAS,583,11,194,
"Chalet adosado en venta en calle de Oreja, 1",ORCASITAS,Madrid,80,3,Calle de Oreja,Calle de Oreja 1,1,18,VILLA DE VALLECAS,917,11,305,
"Piso en venta en calle del Corindón, 19",SAN FERMIN,Madrid,137,3,Calle del Corindón,Calle del Corindón 19,19,18,VILLA DE VALLECAS,1052,7,350,
"Piso en venta en calle Olvido, 125",ALMENDRALES,Madrid,56,2,Calle Olvido,Calle Olvido 125,125,18,VILLA DE VALLECAS,725,12,362,
"Piso en venta en calle del Parque de la Paloma, 1",ZOFIO,Madrid,60,3,Calle del Parque de la Paloma,Calle del Parque de la Paloma 1,1,18,VILLA DE VALLECAS,621,10,207,E
"Piso en venta en calle del Corindón, 15",SAN FERMIN,Madrid,146,3,Calle del Corindón,Calle del Corindón 15,15,18,VILLA DE VALLECAS,1067,7,355,E
"Piso en venta en calle Mamerto López, 22",PRADOLONGO,Madrid,115,4,Calle Mamerto López,Calle Mamerto López 22,22,18,VILLA DE VALLECAS,964,8,241,
"Piso en venta en calle de Gabriel Ruiz, 22",PRADOLONGO,Madrid,131,3,Calle de Gabriel Ruiz,Calle de Gabriel Ruiz 22,22,18,VILLA DE VALLECAS,1055,8,351,
"Piso en venta en calle Taconera, 8",SAN FERMIN,Madrid,85,3,Calle Taconera,Calle Taconera 8,8,18,VILLA DE VALLECAS,725,8,241,E
"Piso en venta en calle San Casimiro, 7",MOSCARDO,Madrid,123,4,Calle San Casimiro,Calle San Casimiro 7,7,18,VILLA DE VALLECAS,1238,10,309,
"Piso en venta en calle Antonio López, 114",MOSCARDO,Madrid,87,3,Calle Antonio López,Calle Antonio López 114,114,18,VILLA DE VALLECAS,1200,13,400,
"Piso en venta en calle Nicolás Sánchez, 65",PRADOLONGO,Madrid,140,5,Calle Nicolás Sánchez,Calle Nicolás Sánchez 65,65,18,VILLA DE VALLECAS,1218,8,243,
"Dúplex en venta en calle de Madridejos, 10",MOSCARDO,Madrid,71,2,Calle de Madridejos,Calle de Madridejos 10,10,18,VILLA DE VALLECAS,917,12,458,
Piso en venta en avenida de cordoba,ALMENDRALES,Madrid,102,3,Avenida de cordoba,Avenida de cordoba,,18,VILLA DE VALLECAS,1335,13,445,
Piso en venta en calle de Ramón Luján,ALMENDRALES,Madrid,55,2,Calle de Ramón Luján,Calle de Ramón Luján,,18,VILLA DE VALLECAS,602,10,301,
"Piso en venta en calle Ferroviarios, 47",ALMENDRALES,Madrid,100,4,Calle Ferroviarios,Calle Ferroviarios 47,47,18,VILLA DE VALLECAS,884,8,221,
Piso en venta en calle Ortiz Campos,PRADOLONGO,Madrid,118,3,Calle Ortiz Campos,Calle Ortiz Campos,,18,VILLA DE VALLECAS,1361,11,453,
"Piso en venta en Urb. calle Estafeta, San Fermín",USERA,Madrid,110,3,Urb. calle Estafeta,Urb. calle Estafeta,,18,VILLA DE VALLECAS,1081,9,360,E
Piso en venta en calle de Ferroviarios,ALMENDRALES,Madrid,41,3,Calle de Ferroviarios,Calle de Ferroviarios,,18,VILLA DE VALLECAS,561,13,187,
