TITLE,NEIGHBORHOOD,CITY,SQUARE METERS,NUM OF ROOMS,STREET NAME,ADDRESS,STREET NUM,DISTRICT CODE,DISTRICT,RENT PRICE,RENT PRICE BY SQ METER,RENT BY ROOM,ENERGY CERTIFICATE
Piso en venta en calle Covachuelas,SAN ANDRES,Madrid,65,2,Calle Covachuelas,Calle Covachuelas,,21,BARAJAS,479,7,239,
Piso en venta en calle Concepción de la Oliva,BUTARQUE,Madrid,58,3,Calle Concepción de la Oliva,Calle Concepción de la Oliva,,21,BARAJAS,561,9,187,E
Piso en venta en calle de Berrocal,BUTARQUE,Madrid,115,3,Calle de Berrocal,Calle de Berrocal,,21,BARAJAS,967,8,322,
Piso en venta en paseo DE LAS MORERAS,SAN ANDRES,Madrid,82,3,Paseo DE LAS MORERAS,Paseo DE LAS MORERAS,,21,BARAJAS,625,7,208,
Piso en venta en calle Huerta de Villaverde,SAN ANDRES,Madrid,83,3,Calle Huerta de Villaverde,Calle Huerta de Villaverde,,21,BARAJAS,686,8,228,
Piso en venta en calle de Berrocal,BUTARQUE,Madrid,90,2,Calle de Berrocal,Calle de Berrocal,,21,BARAJAS,954,10,477,C
Piso en venta en GODELLA,SAN CRISTOBAL,Madrid,95,2,GODELLA,GODELLA,,21,BARAJAS,864,9,432,
Piso en venta en calle COLONIA BUTANO,SAN ANDRES,Madrid,89,3,Calle COLONIA BUTANO,Calle COLONIA BUTANO,,21,BARAJAS,780,8,260,
Piso en venta en María de Echarri,LOS ROSALES,Madrid,178,4,María de Echarri,María de Echarri,,21,BARAJAS,1200,6,300,
Piso en venta en calle Fuente de la Capona,LOS ROSALES,Madrid,59,2,Calle Fuente de la Capona,Calle Fuente de la Capona,,21,BARAJAS,613,10,306,
Piso en venta en calle de la Alegría de la Huerta,LOS ANGELES,Madrid,100,4,Calle de la Alegría de la Huerta,Calle de la Alegría de la Huerta,,21,BARAJAS,798,7,199,
Piso en venta en calle Puerto Lápice,SAN ANDRES,Madrid,68,3,Calle Puerto Lápice,Calle Puerto Lápice,,21,BARAJAS,517,7,172,F
Piso en venta en San Andrés,VILLAVERDE,Madrid,50,2,,,,21,BARAJAS,566,11,283,
Piso en venta en San Andrés,VILLAVERDE,Madrid,114,4,,,,21,BARAJAS,1006,8,251,
Piso en venta en calle Transversal Sexta,SAN ANDRES,Madrid,81,3,Calle Transversal Sexta,Calle Transversal Sexta,,21,BARAJAS,762,9,254,
Piso en venta en villaverde a perales,BUTARQUE,Madrid,91,2,villaverde a perales,villaverde a perales,,21,BARAJAS,1004,11,502,
Piso en venta en calle Tántalo,BUTARQUE,Madrid,95,3,Calle Tántalo,Calle Tántalo,,21,BARAJAS,539,5,179,
Piso en venta en San Andrés,VILLAVERDE,Madrid,80,3,,,,21,BARAJAS,705,8,235,
Piso en venta en calle de Juan Peñalver,SAN ANDRES,Madrid,60,2,Calle de Juan Peñalver,Calle de Juan Peñalver,,21,BARAJAS,561,9,280,
Piso en venta en calle Alcocer,LOS ANGELES,Madrid,80,3,Calle Alcocer,Calle Alcocer,,21,BARAJAS,798,9,266,
Piso en venta en Rocafort,SAN CRISTOBAL,Madrid,60,2,Rocafort,Rocafort,,21,BARAJAS,413,6,206,
Piso en venta en calle Lenguas,SAN ANDRES,Madrid,50,1,Calle Lenguas,Calle Lenguas,,21,BARAJAS,777,15,777,
Piso en venta en San Andrés,VILLAVERDE,Madrid,136,3,,,,21,BARAJAS,690,5,230,
Piso en venta en calle de Eduardo Barreiros,LOS ANGELES,Madrid,96,2,Calle de Eduardo Barreiros,Calle de Eduardo Barreiros,,21,BARAJAS,948,9,474,
Piso en venta en calle de Clara Schumann,LOS ROSALES,Madrid,71,2,Calle de Clara Schumann,Calle de Clara Schumann,,21,BARAJAS,910,12,455,
"Piso en venta en calle Diamante, Madrid",LOS ROSALES,Madrid,74,2,"Calle Diamante, Madrid","Calle Diamante, Madrid",,21,BARAJAS,705,9,352,
Piso en venta en calle Moncada,SAN CRISTOBAL,Madrid,65,2,Calle Moncada,Calle Moncada,,21,BARAJAS,583,8,291,E
Piso en venta en Los Ángeles,VILLAVERDE,Madrid,93,3,,,,21,BARAJAS,780,8,260,
Piso en venta en paseo de alberto palacios,SAN ANDRES,Madrid,75,3,Paseo de alberto palacios,Paseo de alberto palacios,,21,BARAJAS,553,7,184,
"Piso en venta en calle Eduardo Minguito, 13",LOS ROSALES,Madrid,63,3,Calle Eduardo Minguito,Calle Eduardo Minguito 13,13,21,BARAJAS,539,8,179,
Piso en venta en San Andrés,VILLAVERDE,Madrid,65,3,,,,21,BARAJAS,494,7,164,
Dúplex en venta en paseo de Alberto Palacios,SAN ANDRES,Madrid,115,3,Paseo de Alberto Palacios,Paseo de Alberto Palacios,,21,BARAJAS,762,6,254,
Piso en venta en calle Benimamet,SAN CRISTOBAL,Madrid,63,2,Calle Benimamet,Calle Benimamet,,21,BARAJAS,458,7,229,
Piso en venta en Los Ángeles,VILLAVERDE,Madrid,72,3,,,,21,BARAJAS,703,9,234,
"Piso en venta en calle Principal, 16",SAN ANDRES,Madrid,100,2,Calle Principal,Calle Principal 16,16,21,BARAJAS,762,7,381,
"Piso en venta en calle Transversal Sexta, 10",SAN ANDRES,Madrid,90,3,Calle Transversal Sexta,Calle Transversal Sexta 10,10,21,BARAJAS,762,8,254,C
Piso en venta en calle de Beniferri,SAN CRISTOBAL,Madrid,66,3,Calle de Beniferri,Calle de Beniferri,,21,BARAJAS,485,7,161,
"Piso en venta en calle Hermandad de Donantes de Sangre, 1",LOS ANGELES,Madrid,102,3,Calle Hermandad de Donantes de Sangre,Calle Hermandad de Donantes de Sangre 1,1,21,BARAJAS,994,9,331,
Piso en venta en Los Rosales,VILLAVERDE,Madrid,105,2,,,,21,BARAJAS,881,8,440,
Piso en venta en BENITA LOPEZ,LOS ROSALES,Madrid,95,4,BENITA LOPEZ,BENITA LOPEZ,,21,BARAJAS,698,7,174,
"Piso en venta en avenida VERBENA DE LA PALOMA, 17",LOS ANGELES,Madrid,120,3,Avenida VERBENA DE LA PALOMA,Avenida VERBENA DE LA PALOMA 17,17,21,BARAJAS,901,7,300,
"Piso en venta en calle de la Esmaltina, 1",BUTARQUE,Madrid,90,3,Calle de la Esmaltina,Calle de la Esmaltina 1,1,21,BARAJAS,985,10,328,D
"Piso en venta en calle de Sáhara, 83",LOS ROSALES,Madrid,64,3,Calle de Sáhara,Calle de Sáhara 83,83,21,BARAJAS,449,7,149,
"Piso en venta en calle la Dolorosa, 10",LOS ANGELES,Madrid,80,3,Calle la Dolorosa,Calle la Dolorosa 10,10,21,BARAJAS,857,10,285,
"Piso en venta en calle Antimonio, 7",SAN ANDRES,Madrid,120,3,Calle Antimonio,Calle Antimonio 7,7,21,BARAJAS,1187,9,395,
"Piso en venta en calle Eduardo Barreiros, 128",LOS ANGELES,Madrid,82,2,Calle Eduardo Barreiros,Calle Eduardo Barreiros 128,128,21,BARAJAS,1122,13,561,
Piso en venta en calle Vicente Carballal,BUTARQUE,Madrid,81,3,Calle Vicente Carballal,Calle Vicente Carballal,,21,BARAJAS,609,7,203,G
"Piso en venta en calle María Barrientos, 4",LOS ROSALES,Madrid,103,3,Calle María Barrientos,Calle María Barrientos 4,4,21,BARAJAS,1067,10,355,
Piso en venta en Los Ángeles,VILLAVERDE,Madrid,63,3,,,,21,BARAJAS,446,7,148,
Piso en venta en burjasot,SAN CRISTOBAL,Madrid,70,3,burjasot,burjasot,,21,BARAJAS,535,7,178,
"Piso en venta en calle de Beniferri, 63",SAN CRISTOBAL,Madrid,60,3,Calle de Beniferri,Calle de Beniferri 63,63,21,BARAJAS,420,7,140,
Piso en venta en Los Rosales,VILLAVERDE,Madrid,45,2,,,,21,BARAJAS,561,12,280,
Piso en venta en LEONOR GONGORA,LOS ROSALES,Madrid,95,3,LEONOR GONGORA,LEONOR GONGORA,,21,BARAJAS,666,7,222,
"Piso en venta en calle Santa Florencia, 15",LOS ROSALES,Madrid,70,3,Calle Santa Florencia,Calle Santa Florencia 15,15,21,BARAJAS,625,8,208,
Piso en venta en calle Villajoyosa,LOS ROSALES,Madrid,71,3,Calle Villajoyosa,Calle Villajoyosa,,21,BARAJAS,740,10,246,E
Piso en venta en calle Villajoyosa,LOS ROSALES,Madrid,70,3,Calle Villajoyosa,Calle Villajoyosa,,21,BARAJAS,686,9,228,E
Piso en venta en calle Ciudadanía,LOS ROSALES,Madrid,98,4,Calle Ciudadanía,Calle Ciudadanía,,21,BARAJAS,1009,10,252,
Piso en venta en calle Arechavaleta,LOS ANGELES,Madrid,55,3,Calle Arechavaleta,Calle Arechavaleta,,21,BARAJAS,499,9,166,
Piso en venta en calle Platino,LOS ROSALES,Madrid,115,4,Calle Platino,Calle Platino,,21,BARAJAS,867,7,216,
"Piso en venta en calle del Bismuto, 1",SAN ANDRES,Madrid,78,3,Calle del Bismuto,Calle del Bismuto 1,1,21,BARAJAS,654,8,218,E
Piso en venta en calle de Rocafort,SAN CRISTOBAL,Madrid,68,3,Calle de Rocafort,Calle de Rocafort,,21,BARAJAS,465,6,155,
"Piso en venta en calle de Gregorio Ortiz, 31",SAN ANDRES,Madrid,120,3,Calle de Gregorio Ortiz,Calle de Gregorio Ortiz 31,31,21,BARAJAS,851,7,283,
Piso en venta en BENIFERRI,SAN CRISTOBAL,Madrid,64,3,BENIFERRI,BENIFERRI,,21,BARAJAS,428,6,142,
"Piso en venta en paseo de Gigantes y Cabezudos, 42",LOS ANGELES,Madrid,92,4,Paseo de Gigantes y Cabezudos,Paseo de Gigantes y Cabezudos 42,42,21,BARAJAS,791,8,197,
"Piso en venta en calle Limonita, 6",BUTARQUE,Madrid,154,3,Calle Limonita,Calle Limonita 6,6,21,BARAJAS,1148,7,382,
"Piso en venta en Azufre, 3",LOS ROSALES,Madrid,105,3,Azufre,Azufre 3,3,21,BARAJAS,851,8,283,D
Piso en venta en San Andrés,VILLAVERDE,Madrid,70,2,,,,21,BARAJAS,658,9,329,
Piso en venta en Los Ángeles,VILLAVERDE,Madrid,93,3,,,,21,BARAJAS,803,8,267,
"Piso en venta en calle del Estroncio, 11",LOS ROSALES,Madrid,53,3,Calle del Estroncio,Calle del Estroncio 11,11,21,BARAJAS,601,11,200,G
Piso en venta en San Andrés,VILLAVERDE,Madrid,86,3,,,,21,BARAJAS,662,7,220,
Piso en venta en Los Ángeles,VILLAVERDE,Madrid,75,3,,,,21,BARAJAS,674,8,224,
Piso en venta en San Andrés,VILLAVERDE,Madrid,85,3,,,,21,BARAJAS,686,8,228,
Piso en venta en San Andrés,VILLAVERDE,Madrid,65,2,,,,21,BARAJAS,535,8,267,
"Piso en venta en calle del estroncio, 11",LOS ROSALES,Madrid,53,3,Calle del estroncio,Calle del estroncio 11,11,21,BARAJAS,601,11,200,G
Piso en venta en calle de Beniferri,SAN CRISTOBAL,Madrid,68,3,Calle de Beniferri,Calle de Beniferri,,21,BARAJAS,485,7,161,
"Piso en venta en calle el Huésped del Sevillano, Madrid",LOS ANGELES,Madrid,75,3,"Calle el Huésped del Sevillano, Madrid","Calle el Huésped del Sevillano, Madrid",,21,BARAJAS,583,7,194,
"Piso en venta en calle Magnesia, 12 , bis",SAN ANDRES,Madrid,83,2,Calle Magnesia,Calle Magnesia bis,bis,21,BARAJAS,728,8,364,
"Piso en venta en calle del Talco, 85",SAN ANDRES,Madrid,95,3,Calle del Talco,Calle del Talco 85,85,21,BARAJAS,592,6,197,
"Piso en venta en calle de Rocafort, 14 j",SAN CRISTOBAL,Madrid,30,1,Calle de Rocafort,Calle de Rocafort 14 j,14 j,21,BARAJAS,342,11,342,E
Piso en venta en maricara,BUTARQUE,Madrid,53,1,maricara,maricara,,21,BARAJAS,728,13,728,
"Ático en venta en calle Estefanita, 6",BUTARQUE,Madrid,125,3,Calle Estefanita,Calle Estefanita 6,6,21,BARAJAS,1135,9,378,
Piso en venta en San Andrés,VILLAVERDE,Madrid,153,4,,,,21,BARAJAS,844,5,211,
Piso en venta en San Andrés,VILLAVERDE,Madrid,86,3,,,,21,BARAJAS,662,7,220,
Piso en venta en calle de Rocafort,SAN CRISTOBAL,Madrid,66,2,Calle de Rocafort,Calle de Rocafort,,21,BARAJAS,521,7,260,
"Piso en venta en calle de Benimamet, 6",SAN CRISTOBAL,Madrid,63,3,Calle de Benimamet,Calle de Benimamet 6,6,21,BARAJAS,456,7,152,
"Piso en venta en calle de Sáhara, 89",LOS ROSALES,Madrid,59,2,Calle de Sáhara,Calle de Sáhara 89,89,21,BARAJAS,654,11,327,G
"Piso en venta en Urb. privada, San Andrés",VILLAVERDE,Madrid,95,3,Urb. privada,Urb. privada,,21,BARAJAS,913,9,304,
"Piso en venta en COBALTO, 22",SAN ANDRES,Madrid,65,2,COBALTO,COBALTO 22,22,21,BARAJAS,1015,15,507,
"Piso en venta en avenida REAL DE PINTO, 41",SAN ANDRES,Madrid,69,2,Avenida REAL DE PINTO,Avenida REAL DE PINTO 41,41,21,BARAJAS,1038,15,519,
Piso en venta en calle María de Echarri,LOS ROSALES,Madrid,115,4,Calle María de Echarri,Calle María de Echarri,,21,BARAJAS,1275,11,318,
Piso en venta en calle Villastar,SAN ANDRES,Madrid,60,3,Calle Villastar,Calle Villastar,,21,BARAJAS,625,10,208,
"Piso en venta en transversal sexta, 1",SAN ANDRES,Madrid,90,3,transversal sexta,transversal sexta 1,1,21,BARAJAS,823,9,274,
"Piso en venta en Urb. Calle de Burjasot, San Cristóbal",VILLAVERDE,Madrid,60,3,Urb. Calle de Burjasot,Urb. Calle de Burjasot,,21,BARAJAS,458,7,152,
Piso en venta en calle de la del Manojo de Rosas,LOS ANGELES,Madrid,65,2,Calle de la del Manojo de Rosas,Calle de la del Manojo de Rosas,,21,BARAJAS,579,8,289,
"Piso en venta en Gigante y Cabezudo, 70",LOS ANGELES,Madrid,115,4,Gigante y Cabezudo,Gigante y Cabezudo 70,70,21,BARAJAS,678,5,169,
Piso en venta en plaza Pinazo,SAN CRISTOBAL,Madrid,83,3,Plaza Pinazo,Plaza Pinazo,,21,BARAJAS,587,7,195,
Piso en venta en calle Doctor Pérez Domínguez s/n,SAN ANDRES,Madrid,55,2,,,,21,BARAJAS,583,10,291,
Piso en venta en Butarque,VILLAVERDE,Madrid,80,2,,,,21,BARAJAS,851,10,425,
Piso en venta en calle José del Pino Jiménez,SAN ANDRES,Madrid,68,3,Calle José del Pino Jiménez,Calle José del Pino Jiménez,,21,BARAJAS,766,11,255,
"Piso en venta en Magnesia, 18",SAN ANDRES,Madrid,89,2,Magnesia,Magnesia 18,18,21,BARAJAS,1003,11,501,G
Piso en venta en calle de Rocafort,SAN CRISTOBAL,Madrid,61,3,Calle de Rocafort,Calle de Rocafort,,21,BARAJAS,489,8,163,
Piso en venta en calle la Canción del Olvido,LOS ANGELES,Madrid,67,3,Calle la Canción del Olvido,Calle la Canción del Olvido,,21,BARAJAS,621,9,207,
Piso en venta en calle Beniferri,SAN CRISTOBAL,Madrid,68,3,Calle Beniferri,Calle Beniferri,,21,BARAJAS,512,7,170,
"Piso en venta en Urb. Los Angeles, Los Ángeles",VILLAVERDE,Madrid,92,3,Urb. Los Angeles,Urb. Los Angeles,,21,BARAJAS,833,9,277,G
Piso en venta en San Cristóbal,VILLAVERDE,Madrid,70,3,,,,21,BARAJAS,494,7,164,
Piso en venta en Sahara,LOS ROSALES,Madrid,63,3,Sahara,Sahara,,21,BARAJAS,805,12,268,
Piso en venta en Los Ángeles,VILLAVERDE,Madrid,57,3,,,,21,BARAJAS,521,9,173,
Piso en venta en calle de los Cacereños,SAN ANDRES,Madrid,63,3,Calle de los Cacereños,Calle de los Cacereños,,21,BARAJAS,466,7,155,
"Piso en venta en calle la Canción del Olvido, 43",LOS ANGELES,Madrid,52,2,Calle la Canción del Olvido,Calle la Canción del Olvido 43,43,21,BARAJAS,544,10,272,
"Piso en venta en Generosidad, 14",LOS ROSALES,Madrid,125,3,Generosidad,Generosidad 14,14,21,BARAJAS,948,7,316,
Dúplex en venta en calle Estefanita,BUTARQUE,Madrid,125,3,Calle Estefanita,Calle Estefanita,,21,BARAJAS,1135,9,378,D
"Piso en venta en calle de Martinez Oviol, 40",LOS ROSALES,Madrid,75,3,Calle de Martinez Oviol,Calle de Martinez Oviol 40,40,21,BARAJAS,672,8,224,
"Piso en venta en calle de San Neviano, 1",SAN ANDRES,Madrid,71,3,Calle de San Neviano,Calle de San Neviano 1,1,21,BARAJAS,672,9,224,
Piso en venta en San Andrés,VILLAVERDE,Madrid,80,3,,,,21,BARAJAS,517,6,172,
Piso en venta en San Andrés,VILLAVERDE,Madrid,66,3,,,,21,BARAJAS,508,7,169,
"Piso en venta en calle Salsipuedes, 25",SAN ANDRES,Madrid,95,2,Calle Salsipuedes,Calle Salsipuedes 25,25,21,BARAJAS,760,8,380,
Piso en venta en calle Concepción de la Oliva,BUTARQUE,Madrid,61,3,Calle Concepción de la Oliva,Calle Concepción de la Oliva,,21,BARAJAS,539,8,179,
"Piso en venta en calle de rocafort, 51",SAN CRISTOBAL,Madrid,42,4,Calle de rocafort,Calle de rocafort 51,51,21,BARAJAS,521,12,130,E
"Piso en venta en Urb. Platino, Los Rosales",VILLAVERDE,Madrid,85,3,Urb. Platino,Urb. Platino,,21,BARAJAS,762,8,254,
Piso en venta en calle Ampuero,LOS ANGELES,Madrid,80,2,Calle Ampuero,Calle Ampuero,,21,BARAJAS,604,7,302,
Piso en venta en calle Platino,LOS ROSALES,Madrid,55,2,Calle Platino,Calle Platino,,21,BARAJAS,521,9,260,
"Piso en venta en calle de Benimamet, Madrid",SAN CRISTOBAL,Madrid,60,2,"Calle de Benimamet, Madrid","Calle de Benimamet, Madrid",,21,BARAJAS,517,8,258,
Piso en venta en San Cristóbal,VILLAVERDE,Madrid,55,3,,,,21,BARAJAS,437,7,145,
Piso en venta en Butarque,VILLAVERDE,Madrid,93,3,,,,21,BARAJAS,660,7,220,
Piso en venta en Los Rosales,VILLAVERDE,Madrid,55,2,,,,21,BARAJAS,517,9,258,
Piso en venta en calle de Rocafort,SAN CRISTOBAL,Madrid,82,3,Calle de Rocafort,Calle de Rocafort,,21,BARAJAS,465,5,155,
Piso en venta en calle Encarnación Oviol s/n,LOS ROSALES,Madrid,53,2,,,,21,BARAJAS,521,9,260,
"Piso en venta en calle del Cobalto, 17",SAN ANDRES,Madrid,69,2,Calle del Cobalto,Calle del Cobalto 17,17,21,BARAJAS,619,8,309,
Piso en venta en calle de Sáhara,LOS ROSALES,Madrid,58,2,Calle de Sáhara,Calle de Sáhara,,21,BARAJAS,617,10,308,
"Piso en venta en calle de Juan José Martínez Seco, 87",LOS ROSALES,Madrid,70,2,Calle de Juan José Martínez Seco,Calle de Juan José Martínez Seco 87,87,21,BARAJAS,923,13,461,
"Piso en venta en calle de Juan José Martínez Seco, 87",LOS ROSALES,Madrid,47,1,Calle de Juan José Martínez Seco,Calle de Juan José Martínez Seco 87,87,21,BARAJAS,721,15,721,
Piso en venta en calle Eduardo Minguito,LOS ROSALES,Madrid,64,2,Calle Eduardo Minguito,Calle Eduardo Minguito,,21,BARAJAS,535,8,267,G
"Piso en venta en Encarnación oviol, 45",LOS ROSALES,Madrid,50,2,Encarnación oviol,Encarnación oviol 45,45,21,BARAJAS,561,11,280,E
"Dúplex en venta en calle de Berrocal, 3",BUTARQUE,Madrid,103,3,Calle de Berrocal,Calle de Berrocal 3,3,21,BARAJAS,1108,10,369,
"Piso en venta en calle Bario, 20",BUTARQUE,Madrid,90,3,Calle Bario,Calle Bario 20,20,21,BARAJAS,1174,13,391,
Piso en venta en cale concepcion de la oliva,BUTARQUE,Madrid,66,2,cale concepcion de la oliva,cale concepcion de la oliva,,21,BARAJAS,494,7,247,
Piso en venta en paseo FERROVIARIOS,SAN ANDRES,Madrid,70,2,Paseo FERROVIARIOS,Paseo FERROVIARIOS,,21,BARAJAS,423,6,211,
Piso en venta en calle de la Aladierna,SAN ANDRES,Madrid,60,2,Calle de la Aladierna,Calle de la Aladierna,,21,BARAJAS,646,10,323,
"Piso en venta en calle Ganados del Salobral, 4",BUTARQUE,Madrid,101,2,Calle Ganados del Salobral,Calle Ganados del Salobral 4,4,21,BARAJAS,1081,10,540,
"Piso en venta en calle Villavendimio, 15",SAN ANDRES,Madrid,75,3,Calle Villavendimio,Calle Villavendimio 15,15,21,BARAJAS,614,8,204,E
Piso en venta en calle de Albino Hernández Lázaro,SAN ANDRES,Madrid,55,2,Calle de Albino Hernández Lázaro,Calle de Albino Hernández Lázaro,,21,BARAJAS,524,9,262,G
Piso en venta en calle la Corte del Faraón,LOS ANGELES,Madrid,77,3,Calle la Corte del Faraón,Calle la Corte del Faraón,,21,BARAJAS,621,8,207,
Piso en venta en calle Villajoyosa,LOS ROSALES,Madrid,56,3,Calle Villajoyosa,Calle Villajoyosa,,21,BARAJAS,539,9,179,
Piso en venta en calle Potasa,BUTARQUE,Madrid,68,3,Calle Potasa,Calle Potasa,,21,BARAJAS,526,7,175,
Piso en venta en calle Villajoyosa,LOS ROSALES,Madrid,72,3,Calle Villajoyosa,Calle Villajoyosa,,21,BARAJAS,517,7,172,
"Piso en venta en calle Acebes, 2",SAN ANDRES,Madrid,70,3,Calle Acebes,Calle Acebes 2,2,21,BARAJAS,686,9,228,E
"Piso en venta en calle del Estroncio, 9",LOS ROSALES,Madrid,75,2,Calle del Estroncio,Calle del Estroncio 9,9,21,BARAJAS,901,12,450,
"Piso en venta en calle Doctor Pérez Domínguez, 6",SAN ANDRES,Madrid,120,3,Calle Doctor Pérez Domínguez,Calle Doctor Pérez Domínguez 6,6,21,BARAJAS,901,7,300,
"Piso en venta en calle Lagunas de Neila, 20",SAN ANDRES,Madrid,91,2,Calle Lagunas de Neila,Calle Lagunas de Neila 20,20,21,BARAJAS,964,10,482,
"Piso en venta en calle Emilia Ballester, 13",SAN ANDRES,Madrid,95,2,Calle Emilia Ballester,Calle Emilia Ballester 13,13,21,BARAJAS,634,6,317,
"Piso en venta en paseo Talleres, 14 , 1ºA",LOS ANGELES,Madrid,61,3,Paseo Talleres,Paseo Talleres 1ºA,1ºA,21,BARAJAS,646,10,215,
"Piso en venta en calle Diamante, 68",LOS ROSALES,Madrid,73,2,Calle Diamante,Calle Diamante 68,68,21,BARAJAS,625,8,312,
"Piso en venta en calle Emilia Ballester, 18",SAN ANDRES,Madrid,66,3,Calle Emilia Ballester,Calle Emilia Ballester 18,18,21,BARAJAS,508,7,169,G
"Piso en venta en paseo Talleres, 4",LOS ANGELES,Madrid,68,2,Paseo Talleres,Paseo Talleres 4,4,21,BARAJAS,646,9,323,
Piso en venta en calle de Tordegrillos,SAN ANDRES,Madrid,70,3,Calle de Tordegrillos,Calle de Tordegrillos,,21,BARAJAS,561,8,187,
"Piso en venta en calle de Rocafort, 51",SAN CRISTOBAL,Madrid,42,4,Calle de Rocafort,Calle de Rocafort 51,51,21,BARAJAS,521,12,130,E
Piso en venta en calle Litos,LOS ANGELES,Madrid,54,3,Calle Litos,Calle Litos,,21,BARAJAS,403,7,134,G
Piso en venta en calle Villajoyosa,LOS ROSALES,Madrid,56,3,Calle Villajoyosa,Calle Villajoyosa,,21,BARAJAS,561,10,187,
"Piso en venta en calle de la Alegría de la Huerta, 24",LOS ANGELES,Madrid,100,4,Calle de la Alegría de la Huerta,Calle de la Alegría de la Huerta 24,24,21,BARAJAS,798,7,199,A
Piso en venta en travesía Arechavaleta,LOS ANGELES,Madrid,125,4,Travesía Arechavaleta,Travesía Arechavaleta,,21,BARAJAS,827,6,206,
Piso en venta en calle Litos,LOS ANGELES,Madrid,54,3,Calle Litos,Calle Litos,,21,BARAJAS,403,7,134,
Piso en venta en plaza Pinazo,SAN CRISTOBAL,Madrid,130,4,Plaza Pinazo,Plaza Pinazo,,21,BARAJAS,809,6,202,
Piso en venta en calle Arechavaleta,LOS ANGELES,Madrid,68,2,Calle Arechavaleta,Calle Arechavaleta,,21,BARAJAS,539,7,269,
Piso en venta en San Andrés,VILLAVERDE,Madrid,85,3,,,,21,BARAJAS,658,7,219,
"Piso en venta en calle Doctor Criado, Madrid, 6",SAN ANDRES,Madrid,75,3,Calle Doctor Criado,Calle Doctor Criado 6,6,21,BARAJAS,625,8,208,
Piso en venta en calle Alcocer,LOS ANGELES,Madrid,80,2,Calle Alcocer,Calle Alcocer,,21,BARAJAS,517,6,258,
"Piso en venta en calle Moncada, 115",SAN CRISTOBAL,Madrid,64,2,Calle Moncada,Calle Moncada 115,115,21,BARAJAS,583,9,291,E
Piso en venta en rocafort,SAN CRISTOBAL,Madrid,69,4,rocafort,rocafort,,21,BARAJAS,475,6,118,
"Piso en venta en calle Plantino, 25",LOS ROSALES,Madrid,115,4,Calle Plantino,Calle Plantino 25,25,21,BARAJAS,867,7,216,
"Piso en venta en calle de Rocafort, 17",SAN CRISTOBAL,Madrid,70,3,Calle de Rocafort,Calle de Rocafort 17,17,21,BARAJAS,715,10,238,
Piso en venta en Los Ángeles,VILLAVERDE,Madrid,56,2,,,,21,BARAJAS,579,10,289,
"Piso en venta en calle del Arroyo Bueno, 43",SAN ANDRES,Madrid,90,2,Calle del Arroyo Bueno,Calle del Arroyo Bueno 43,43,21,BARAJAS,705,7,352,
"Piso en venta en calle Villavendimio, 15",SAN ANDRES,Madrid,75,3,Calle Villavendimio,Calle Villavendimio 15,15,21,BARAJAS,614,8,204,E
"Piso en venta en calle maría martínez oviol, 11",LOS ROSALES,Madrid,71,2,Calle maría martínez oviol,Calle maría martínez oviol 11,11,21,BARAJAS,625,8,312,
"Piso en venta en calle de Paterna, 48",SAN CRISTOBAL,Madrid,76,3,Calle de Paterna,Calle de Paterna 48,48,21,BARAJAS,583,7,194,G
"Piso en venta en calle Huerta de Villaverde, 20",SAN ANDRES,Madrid,114,4,Calle Huerta de Villaverde,Calle Huerta de Villaverde 20,20,21,BARAJAS,1197,10,299,
"Piso en venta en calle Transversal Sexta, 2",SAN ANDRES,Madrid,90,3,Calle Transversal Sexta,Calle Transversal Sexta 2,2,21,BARAJAS,851,9,283,
"Piso en venta en plaza Pinazo, 27",SAN CRISTOBAL,Madrid,70,3,Plaza Pinazo,Plaza Pinazo 27,27,21,BARAJAS,471,6,157,
"Piso en venta en calle Amadeo Fernández, 2",SAN ANDRES,Madrid,80,3,Calle Amadeo Fernández,Calle Amadeo Fernández 2,2,21,BARAJAS,539,6,179,A
"Piso en venta en calle Pan y Toros, 3",LOS ANGELES,Madrid,96,4,Calle Pan y Toros,Calle Pan y Toros 3,3,21,BARAJAS,816,8,204,
"Piso en venta en calle Tántalo, 10",BUTARQUE,Madrid,50,1,Calle Tántalo,Calle Tántalo 10,10,21,BARAJAS,646,12,646,
"Piso en venta en calle Selma Lagerloff, 15",LOS ROSALES,Madrid,85,3,Calle Selma Lagerloff,Calle Selma Lagerloff 15,15,21,BARAJAS,1009,11,336,
