ID;TITLE;NEIGHBORHOOD;CITY;SQUARE METERS;NUM OF ROOMS;NUM OF BATHROOMS;STREET NAME;STREET NUM;DISTRICT CODE;DISTRICT;RENT PRICE;BUY PRICE;ENERGY CERTIFICATE
11702;Piso en venta en Gaztambide;Chamberí;Madrid;200;1;10;;;6;Chamberí;702;139000;
11703;Piso en venta en calle de María de Guzmán;Nuevos Ministerios-Ríos Rosas;Madrid;370;1;10;Calle de María de Guzmán;;6;Chamberí;711;141512;
11704;Piso en venta en Almagro;Chamberí;Madrid;3420;6;30;;;6;Chamberí;266250;3000000;
11705;Piso en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;420;1;10;;;6;Chamberí;1052;245000;
11706;Piso en venta en Arapiles;Chamberí;Madrid;750;2;20;;;6;Chamberí;1800;558000;E
11707;Piso en venta en Trafalgar;Chamberí;Madrid;1940;5;20;;;6;Chamberí;2333;800000;
11708;Piso en venta en calle de García de Paredes;Almagro;Madrid;2110;4;30;Calle de García de Paredes;;6;Chamberí;2512;995000;
11709;Piso en venta en calle de Rodríguez San Pedro;Gaztambide;Madrid;420;2;10;Calle de Rodríguez San Pedro;;6;Chamberí;979;220000;E
11710;Piso en venta en calle de San Bernardo, 97;Arapiles;Madrid;1500;4;30;Calle de San Bernardo;97;6;Chamberí;2126;700000;
11711;Piso en venta en calle Donoso Cortés, 83;Gaztambide;Madrid;1400;4;20;Calle Donoso Cortés;83;6;Chamberí;1827;570000;
11712;Piso en venta en calle de Zurbano, 96;Nuevos Ministerios-Ríos Rosas;Madrid;1740;3;20;Calle de Zurbano;96;6;Chamberí;2480;900000;
11713;Piso en venta en Arapiles;Chamberí;Madrid;1780;3;30;;;6;Chamberí;2070;675000;
11714;Piso en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;710;1;10;;;6;Chamberí;1530;440000;D
11715;Piso en venta en Almagro;Chamberí;Madrid;4400;6;40;;;6;Chamberí;78796;2375000;
11716;Piso en venta en calle María Panes, 14;Nuevos Ministerios-Ríos Rosas;Madrid;1010;4;20;Calle María Panes;14;6;Chamberí;1391;379000;
11717;Ático en venta en calle de cea bermúdez, 63;Gaztambide;Madrid;1500;4;30;Calle de cea bermúdez;63;6;Chamberí;2192;730000;
11718;Piso en venta en Almagro;Chamberí;Madrid;3550;5;50;;;6;Chamberí;27934;1990000;
11719;Piso en venta en calle Sotomayor, 6;Vallehermoso;Madrid;980;3;20;Calle Sotomayor;6;6;Chamberí;1525;437800;
11720;Piso en venta en calle Marqués de Lema, 13;Vallehermoso;Madrid;810;3;10;Calle Marqués de Lema;13;6;Chamberí;1330;353000;
11721;Piso en venta en Gaztambide;Chamberí;Madrid;1400;3;20;;;6;Chamberí;1966;630000;
11722;Dúplex en venta en calle de María de Guzmán, 29;Nuevos Ministerios-Ríos Rosas;Madrid;700;3;20;Calle de María de Guzmán;29;6;Chamberí;1439;400000;
11723;Piso en venta en Vallehermoso;Chamberí;Madrid;2630;5;40;;;6;Chamberí;1536;1250000;
11724;Piso en venta en Gaztambide;Chamberí;Madrid;2680;5;20;;;6;Chamberí;2165;1150000;
11725;Piso en venta en Gaztambide;Chamberí;Madrid;950;2;10;;;6;Chamberí;1576;460000;
11726;Piso en venta en calle Virtudes, 20;Almagro;Madrid;520;1;10;Calle Virtudes;20;6;Chamberí;1195;298000;
11727;Piso en venta en calle de Fernando el Católico, 58;Gaztambide;Madrid;530;1;10;Calle de Fernando el Católico;58;6;Chamberí;991;224000;G
11728;Piso en venta en Gaztambide;Chamberí;Madrid;910;3;10;;;6;Chamberí;1542;445000;D
11729;Piso en venta en calle de Fernando el Católico;Arapiles;Madrid;1500;5;20;Calle de Fernando el Católico;;6;Chamberí;1804;560000;
11730;Piso en venta en Urb. GALILEO, Arapiles;Chamberí;Madrid;1150;4;10;Urb. GALILEO;;6;Chamberí;1802;559000;
11731;Piso en venta en Arapiles;Chamberí;Madrid;300;1;10;;;6;Chamberí;744;150000;
11732;Piso en venta en calle de Monteleón;Trafalgar;Madrid;610;2;20;Calle de Monteleón;;6;Chamberí;1781;550000;
11733;Piso en venta en calle Hilarión Eslava, 47;Gaztambide;Madrid;1020;4;20;Calle Hilarión Eslava;47;6;Chamberí;1644;490000;
11734;Piso en venta en calle de Bretón de los Herreros, 59;Nuevos Ministerios-Ríos Rosas;Madrid;1600;3;30;Calle de Bretón de los Herreros;59;6;Chamberí;2315;790000;
11735;Piso en venta en calle de Covarrubias;Trafalgar;Madrid;800;2;10;Calle de Covarrubias;;6;Chamberí;1323;350000;D
11736;Piso en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;560;2;10;;;6;Chamberí;1346;360000;
11737;Piso en venta en calle de Meléndez Valdés, 45;Gaztambide;Madrid;500;2;10;Calle de Meléndez Valdés;45;6;Chamberí;1346;360000;E
11738;Ático en venta en Almagro;Chamberí;Madrid;1900;4;20;;;6;Chamberí;1536;1250000;
11739;Piso en venta en calle Magallanes, 19;Arapiles;Madrid;400;1;10;Calle Magallanes;19;6;Chamberí;948;210000;
11740;Piso en venta en Trafalgar;Chamberí;Madrid;640;1;10;;;6;Chamberí;1275;330000;
11741;Piso en venta en Trafalgar;Chamberí;Madrid;680;2;20;;;6;Chamberí;1781;550000;
11742;Piso en venta en calle del Cardenal Cisneros;Trafalgar;Madrid;910;3;10;Calle del Cardenal Cisneros;;6;Chamberí;1767;544000;
11743;Piso en venta en Vallehermoso;Chamberí;Madrid;2340;4;30;;;6;Chamberí;2423;1069000;
11744;Piso en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;2800;4;40;;;6;Chamberí;2378;825000;
11745;Piso en venta en Gaztambide;Chamberí;Madrid;550;2;10;;;6;Chamberí;1081;255000;
11746;Piso en venta en calle Escosura, 6;Arapiles;Madrid;740;1;10;Calle Escosura;6;6;Chamberí;1428;395000;E
11747;Piso en venta en calle de Bravo Murillo, 41;Arapiles;Madrid;830;2;10;Calle de Bravo Murillo;41;6;Chamberí;1508;430000;E
11748;Piso en venta en calle de José Abascal, 28;Almagro;Madrid;1330;3;30;Calle de José Abascal;28;6;Chamberí;2103;690000;
11749;Piso en venta en calle de Espronceda, 16;Nuevos Ministerios-Ríos Rosas;Madrid;430;1;10;Calle de Espronceda;16;6;Chamberí;1081;255000;E
11750;Piso en venta en calle de Espronceda, 14;Nuevos Ministerios-Ríos Rosas;Madrid;500;2;10;Calle de Espronceda;14;6;Chamberí;1213;305000;E
11751;Piso en venta en calle de Vallehermoso, 6;Arapiles;Madrid;700;2;10;Calle de Vallehermoso;6;6;Chamberí;1382;375000;
11752;Ático en venta en calle Gaztambide, 49;Gaztambide;Madrid;490;1;10;Calle Gaztambide;49;6;Chamberí;1430;396000;G
11753;Piso en venta en avenida de la Reina Victoria, 19;Vallehermoso;Madrid;1280;3;20;Avenida de la Reina Victoria;19;6;Chamberí;1978;635000;
11754;Piso en venta en plaza de Cristo Rey;Vallehermoso;Madrid;2200;5;30;Plaza de Cristo Rey;;6;Chamberí;2464;885000;
11755;Piso en venta en calle Sotomayor;Vallehermoso;Madrid;1000;3;20;Calle Sotomayor;;6;Chamberí;1525;437800;
11756;Ático en venta en calle Donoso Cortés;Gaztambide;Madrid;1000;3;10;Calle Donoso Cortés;;6;Chamberí;1827;569999;
11757;Piso en venta en calle de Domenico Scarlatti, 11;Vallehermoso;Madrid;870;2;20;Calle de Domenico Scarlatti;11;6;Chamberí;1781;550000;
11758;Piso en venta en paseo de Eduardo Dato;Almagro;Madrid;4850;6;60;Paseo de Eduardo Dato;;6;Chamberí;244802;2950000;
11759;Piso en venta en calle Blasco de Garay, 50;Arapiles;Madrid;400;1;10;Calle Blasco de Garay;50;6;Chamberí;1006;229000;E
11760;Piso en venta en calle de Maudes;Nuevos Ministerios-Ríos Rosas;Madrid;860;3;10;Calle de Maudes;;6;Chamberí;1662;498000;
11761;Piso en venta en Almagro;Chamberí;Madrid;4250;4;50;;;6;Chamberí;266250;3000000;
11762;Piso en venta en Almagro;Chamberí;Madrid;4090;5;40;;;6;Chamberí;171474;2750000;
11763;Dúplex en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;2160;4;40;;;6;Chamberí;2333;1500000;
11764;Piso en venta en Almagro;Chamberí;Madrid;4600;6;40;;;6;Chamberí;366133;3200000;
11765;Piso en venta en calle del Marqués del Riscal, Madrid;Almagro;Madrid;1180;1;20;Calle del Marqués del Riscal, Madrid;;6;Chamberí;2509;1000000;
11766;Piso en venta en paseo de la Castellana;Almagro;Madrid;3500;5;30;Paseo de la Castellana;;6;Chamberí;289051;3050000;
11767;Piso en venta en Arapiles;Chamberí;Madrid;680;1;10;;;6;Chamberí;1551;449000;E
11768;Piso en venta en calle de García de Paredes, 36;Almagro;Madrid;390;1;10;Calle de García de Paredes;36;6;Chamberí;805;167000;
11769;Piso en venta en calle de Sandoval;Trafalgar;Madrid;330;2;10;Calle de Sandoval;;6;Chamberí;744;150000;
11770;Piso en venta en calle de Alonso Cano, 46;Nuevos Ministerios-Ríos Rosas;Madrid;390;1;10;Calle de Alonso Cano;46;6;Chamberí;517;95000;
11771;Piso en venta en calle de Guzmán el Bueno, 68;Gaztambide;Madrid;1200;5;20;Calle de Guzmán el Bueno;68;6;Chamberí;1804;560000;
11772;Piso en venta en Vallehermoso;Chamberí;Madrid;1350;4;20;;;6;Chamberí;1655;495000;
11773;Piso en venta en Gaztambide;Chamberí;Madrid;1350;6;20;;;6;Chamberí;2170;720000;
11774;Piso en venta en calle de Guzmán el Bueno, 14;Gaztambide;Madrid;1200;1;10;Calle de Guzmán el Bueno;14;6;Chamberí;1712;520000;A
11775;Piso en venta en calle de Galileo, 86;Arapiles;Madrid;1150;4;10;Calle de Galileo;86;6;Chamberí;1781;550000;
11776;Piso en venta en calle del General Ibáñez de Ibero, 5 -B;Vallehermoso;Madrid;1740;4;30;Calle del General Ibáñez de Ibero;5 -B;6;Chamberí;2148;710000;
11777;Piso en venta en paseo de San Francisco de Sales, 6;Vallehermoso;Madrid;2310;5;30;Paseo de San Francisco de Sales;6;6;Chamberí;2513;948000;
11778;Ático en venta en calle de Meléndez Valdés, 54;Gaztambide;Madrid;3300;6;20;Calle de Meléndez Valdés;54;6;Chamberí;1618;1240000;
11779;Piso en venta en calle de Joaquín María López, 25;Gaztambide;Madrid;1790;4;20;Calle de Joaquín María López;25;6;Chamberí;2192;730000;D
11780;Piso en venta en calle de Bretón de los Herreros, 37;Nuevos Ministerios-Ríos Rosas;Madrid;710;2;20;Calle de Bretón de los Herreros;37;6;Chamberí;1553;450000;
11781;Piso en venta en Gaztambide;Chamberí;Madrid;1100;2;20;;;6;Chamberí;1474;415000;
11782;Estudio en venta en calle Virtudes, 21;Almagro;Madrid;400;0;10;Calle Virtudes;21;6;Chamberí;766;156000;
11783;Piso en venta en calle de García de Paredes, Madrid, 64;Almagro;Madrid;1520;3;20;Calle de García de Paredes;64;6;Chamberí;2378;825000;
11784;Piso en venta en calle de García de Paredes, Madrid, 64;Almagro;Madrid;1520;3;20;Calle de García de Paredes;64;6;Chamberí;2295;780000;
11785;Piso en venta en Almagro;Chamberí;Madrid;300;1;10;;;6;Chamberí;884;190000;
11786;Piso en venta en calle de Bravo Murillo, 53;Vallehermoso;Madrid;910;2;10;Calle de Bravo Murillo;53;6;Chamberí;1678;505000;
11787;Piso en venta en Almagro;Chamberí;Madrid;4000;5;60;;;6;Chamberí;171474;2750000;E
11788;Piso en venta en calle de Fernández de los Ríos;Arapiles;Madrid;550;2;10;Calle de Fernández de los Ríos;;6;Chamberí;1067;250000;
11789;Piso en venta en calle de Ponzano;Nuevos Ministerios-Ríos Rosas;Madrid;300;1;10;Calle de Ponzano;;6;Chamberí;847;179000;
11790;Piso en venta en calle de Modesto Lafuente;Nuevos Ministerios-Ríos Rosas;Madrid;970;3;20;Calle de Modesto Lafuente;;6;Chamberí;1551;449000;
11791;Piso en venta en Almagro;Chamberí;Madrid;570;1;10;;;6;Chamberí;1200;300000;
11792;Ático en venta en calle de Fernando el Católico;Arapiles;Madrid;1300;2;20;Calle de Fernando el Católico;;6;Chamberí;2124;699000;
11793;Piso en venta en calle de García de Paredes, Madrid, 64;Almagro;Madrid;1220;3;20;Calle de García de Paredes;64;6;Chamberí;1943;620000;
11794;Piso en venta en Gaztambide;Chamberí;Madrid;850;1;10;;;6;Chamberí;1508;430000;
11795;Piso en venta en Almagro;Chamberí;Madrid;3260;5;50;;;6;Chamberí;58234;2250000;
11796;Estudio en venta en Arapiles;Chamberí;Madrid;400;0;10;;;6;Chamberí;1006;229000;E
11797;Piso en venta en Almagro;Chamberí;Madrid;3730;5;40;;;6;Chamberí;833784;3800000;
11798;Piso en venta en Trafalgar;Chamberí;Madrid;1300;2;20;;;6;Chamberí;2410;845000;
11799;Piso en venta en Almagro;Chamberí;Madrid;1540;3;20;;;6;Chamberí;2514;950000;
11800;Piso en venta en Almagro;Chamberí;Madrid;2050;5;40;;;6;Chamberí;3368;1540000;
11801;Piso en venta en calle de maría de guzmán;Nuevos Ministerios-Ríos Rosas;Madrid;370;2;10;Calle de maría de guzmán;;6;Chamberí;948;210000;
11802;Piso en venta en calle Donoso Cortés;Arapiles;Madrid;420;1;10;Calle Donoso Cortés;;6;Chamberí;1200;300000;
11803;Piso en venta en calle de Miguel Ángel;Almagro;Madrid;2920;4;40;Calle de Miguel Ángel;;6;Chamberí;16255;1835000;
11804;Piso en venta en san francisco de sales;Vallehermoso;Madrid;1600;4;20;san francisco de sales;;6;Chamberí;2315;790000;
11805;Piso en venta en calle de Andres Mellado;Vallehermoso;Madrid;1900;5;20;Calle de Andres Mellado;;6;Chamberí;2170;720000;
11806;Piso en venta en calle de Almagro;Almagro;Madrid;480;2;10;Calle de Almagro;;6;Chamberí;1067;250000;
11807;Piso en venta en Arapiles;Chamberí;Madrid;650;2;10;;;6;Chamberí;1200;300000;
11808;Piso en venta en Arapiles;Chamberí;Madrid;830;2;10;;;6;Chamberí;1508;430000;G
11809;Piso en venta en calle General Álvarez de Castro, 32;Trafalgar;Madrid;720;3;10;Calle General Álvarez de Castro;32;6;Chamberí;1248;319000;
11810;Piso en venta en calle de Bravo Murillo, 9;Arapiles;Madrid;300;2;10;Calle de Bravo Murillo;9;6;Chamberí;994;225000;
11811;Piso en venta en calle de Bravo Murillo, 41;Arapiles;Madrid;1100;4;20;Calle de Bravo Murillo;41;6;Chamberí;1701;515000;
11812;Piso en venta en calle Donoso Cortés, 80;Gaztambide;Madrid;400;1;10;Calle Donoso Cortés;80;6;Chamberí;1187;295000;
11813;Piso en venta en calle de Viriato, 38;Trafalgar;Madrid;370;1;10;Calle de Viriato;38;6;Chamberí;1195;298000;
11814;Piso en venta en calle Lucio del Valle, 5;Vallehermoso;Madrid;940;3;10;Calle Lucio del Valle;5;6;Chamberí;1382;375000;D
11815;Piso en venta en Andres Mellado, 76;Gaztambide;Madrid;700;2;10;Andres Mellado;76;6;Chamberí;1515;433000;
11816;Ático en venta en calle Magallanes, 16;Arapiles;Madrid;630;3;10;Calle Magallanes;16;6;Chamberí;1225;310000;
11817;Piso en venta en calle de Bretón de los Herreros, 58;Nuevos Ministerios-Ríos Rosas;Madrid;990;4;10;Calle de Bretón de los Herreros;58;6;Chamberí;2035;660000;
11818;Piso en venta en calle del General Ibáñez de Ibero, 1;Vallehermoso;Madrid;1470;3;20;Calle del General Ibáñez de Ibero;1;6;Chamberí;2352;810000;
11819;Piso en venta en calle de Guzmán el Bueno, 42;Gaztambide;Madrid;970;2;10;Calle de Guzmán el Bueno;42;6;Chamberí;1610;475000;
11820;Piso en venta en calle Arcipreste de Hita, 6;Gaztambide;Madrid;1330;4;20;Calle Arcipreste de Hita;6;6;Chamberí;2012;650000;
11821;Piso en venta en calle Francisco Ricci, 14;Gaztambide;Madrid;500;2;10;Calle Francisco Ricci;14;6;Chamberí;1092;259000;D
11822;Piso en venta en calle de Meléndez Valdés, 64;Gaztambide;Madrid;1050;2;10;Calle de Meléndez Valdés;64;6;Chamberí;1496;425000;
11823;Piso en venta en calle donoso cortés, 56;Gaztambide;Madrid;500;2;10;Calle donoso cortés;56;6;Chamberí;1225;310000;
11824;Estudio en venta en calle Feijóo, 11;Trafalgar;Madrid;1200;0;10;Calle Feijóo;11;6;Chamberí;1323;350000;
11825;Estudio en venta en calle Quesada, 3;Trafalgar;Madrid;360;0;10;Calle Quesada;3;6;Chamberí;948;210000;
11826;Piso en venta en calle de Blasco de Garay, 67;Gaztambide;Madrid;1500;4;30;Calle de Blasco de Garay;67;6;Chamberí;2012;650000;
11827;Piso en venta en calle de Galileo, 25;Arapiles;Madrid;1610;4;20;Calle de Galileo;25;6;Chamberí;2417;850000;A
11828;Piso en venta en calle de Vallehermoso, 4;Arapiles;Madrid;1650;4;20;Calle de Vallehermoso;4;6;Chamberí;2480;900000;B
11829;Ático en venta en calle Manuel González Longoria, 7;Trafalgar;Madrid;1000;2;20;Calle Manuel González Longoria;7;6;Chamberí;2480;900000;
11830;Piso en venta en Almagro;Chamberí;Madrid;500;1;10;;;6;Chamberí;901;195000;
11831;Estudio en venta en calle Esquilache, 7;Vallehermoso;Madrid;400;0;10;Calle Esquilache;7;6;Chamberí;881;189000;
11832;Piso en venta en calle de Galileo, 70;Arapiles;Madrid;450;1;10;Calle de Galileo;70;6;Chamberí;1032;238000;
11833;Piso en venta en calle Castillo Piñeiro, 5;Vallehermoso;Madrid;470;1;10;Calle Castillo Piñeiro;5;6;Chamberí;1038;240000;
11834;Piso en venta en calle Meléndez Valdés, 19;Arapiles;Madrid;2200;7;30;Calle Meléndez Valdés;19;6;Chamberí;2417;850000;
11835;Piso en venta en calle de Don Álvaro de Bazán, 13;Nuevos Ministerios-Ríos Rosas;Madrid;1490;6;60;Calle de Don Álvaro de Bazán;13;6;Chamberí;2159;715000;D
11836;Piso en venta en calle de Santa Engracia, 147;Nuevos Ministerios-Ríos Rosas;Madrid;1120;3;20;Calle de Santa Engracia;147;6;Chamberí;1633;485000;
11837;Piso en venta en calle Rafael Calvo, 28;Almagro;Madrid;1300;2;20;Calle Rafael Calvo;28;6;Chamberí;2213;740000;
11838;Piso en venta en Arapiles;Chamberí;Madrid;1050;3;20;;;6;Chamberí;1701;515000;
11839;Piso en venta en Vallehermoso;Chamberí;Madrid;650;2;10;;;6;Chamberí;1667;500000;
11840;Piso en venta en Nuevos Ministerios-Ríos Rosas;Chamberí;Madrid;1700;4;40;;;6;Chamberí;2352;810000;
11841;Piso en venta en blasco de garay, 8;Arapiles;Madrid;690;2;10;blasco de garay;8;6;Chamberí;1092;259000;
11842;Piso en venta en calle de Bravo Murillo, 79;Vallehermoso;Madrid;1000;3;20;Calle de Bravo Murillo;79;6;Chamberí;1955;625000;
11843;Piso en venta en Trafalgar;Chamberí;Madrid;800;2;10;;;6;Chamberí;1388;378000;
11844;Piso en venta en Almagro;Chamberí;Madrid;4500;5;50;;;6;Chamberí;564667;3500000;
11845;Dúplex en venta en Almagro;Chamberí;Madrid;6290;9;70;;;6;Chamberí;125566;2590000;
11846;Piso en venta en calle de Joaquín María López, 56;Gaztambide;Madrid;1500;4;20;Calle de Joaquín María López;56;6;Chamberí;2470;890000;D
11847;Piso en venta en calle de María de Guzmán;Nuevos Ministerios-Ríos Rosas;Madrid;370;1;10;Calle de María de Guzmán;;6;Chamberí;711;141512;G
11848;Piso en venta en calle de Bretón de los Herreros, 10;Nuevos Ministerios-Ríos Rosas;Madrid;650;2;10;Calle de Bretón de los Herreros;10;6;Chamberí;1439;400000;
11849;Ático en venta en calle de Fernández de los Rios, 27;Arapiles;Madrid;780;2;20;Calle de Fernández de los Rios;27;6;Chamberí;1793;555000;
11850;Piso en venta en Joaquín María Lopez, 24;Arapiles;Madrid;650;2;10;Joaquín María Lopez;24;6;Chamberí;1299;340000;
11851;Piso en venta en Guzman el Bueno;Gaztambide;Madrid;1920;5;50;Guzman el Bueno;;6;Chamberí;2234;750000;
11852;Piso en venta en Almagro;Chamberí;Madrid;820;1;10;;;6;Chamberí;2012;650000;
11853;Piso en venta en Gaztambide;Chamberí;Madrid;430;2;10;;;6;Chamberí;1064;249000;
11854;Piso en venta en calle de Zurbano;Almagro;Madrid;1760;3;30;Calle de Zurbano;;6;Chamberí;2347;1100000;
11855;Piso en venta en calle de Galileo;Arapiles;Madrid;1600;4;20;Calle de Galileo;;6;Chamberí;2452;875000;A
11856;Piso en venta en calle de Covarrubias;Trafalgar;Madrid;1070;3;20;Calle de Covarrubias;;6;Chamberí;2115;695000;
11857;Piso en venta en cardenal cisneros;Trafalgar;Madrid;610;2;10;cardenal cisneros;;6;Chamberí;1287;335000;
11858;Piso en venta en Gaztambide;Chamberí;Madrid;750;2;10;;;6;Chamberí;1644;490000;
11859;Piso en venta en calle Calvo Asensio;Gaztambide;Madrid;370;1;10;Calle Calvo Asensio;;6;Chamberí;1061;248000;E
11860;Piso en venta en Vallehermoso;Chamberí;Madrid;1300;4;20;;;6;Chamberí;1850;580000;
11861;Piso en venta en calle Vallehermoso, 104;Vallehermoso;Madrid;290;1;10;Calle Vallehermoso;104;6;Chamberí;871;186000;
11862;Piso en venta en calle María Panes;Nuevos Ministerios-Ríos Rosas;Madrid;1200;4;20;Calle María Panes;;6;Chamberí;1391;379000;G
11863;Piso en venta en Gaztambide;Chamberí;Madrid;1460;4;30;;;6;Chamberí;2192;730000;
11864;Piso en venta en Gaztambide;Chamberí;Madrid;2010;3;10;;;6;Chamberí;2347;1100000;
11865;Piso en venta en Gaztambide;Chamberí;Madrid;590;1;10;;;6;Chamberí;1262;325000;
11866;Piso en venta en Trafalgar;Chamberí;Madrid;670;2;20;;;6;Chamberí;1781;550000;
11867;Piso en venta en calle de Guzmán el Bueno, 6;Gaztambide;Madrid;520;2;10;Calle de Guzmán el Bueno;6;6;Chamberí;1368;369000;
11868;Piso en venta en calle de Ríos Rosas, 49;Nuevos Ministerios-Ríos Rosas;Madrid;400;2;10;Calle de Ríos Rosas;49;6;Chamberí;1323;350000;E
11869;Piso en venta en calle Magallanes, 19;Arapiles;Madrid;400;1;10;Calle Magallanes;19;6;Chamberí;948;210000;
11870;Piso en venta en calle Boix y Morer, 13;Vallehermoso;Madrid;1470;4;20;Calle Boix y Morer;13;6;Chamberí;2190;729000;
11871;Piso en venta en calle Hilarión Eslava;Gaztambide;Madrid;1370;3;20;Calle Hilarión Eslava;;6;Chamberí;2124;699000;
11872;Piso en venta en DONOSO CORTES;Arapiles;Madrid;1170;3;20;DONOSO CORTES;;6;Chamberí;1508;430000;
11873;Piso en venta en calle de Bravo Murillo, 97;Vallehermoso;Madrid;500;2;10;Calle de Bravo Murillo;97;6;Chamberí;1122;270000;C
11874;Piso en venta en calle de El Españoleto, 5;Almagro;Madrid;820;1;10;Calle de El Españoleto;5;6;Chamberí;1576;460000;
11875;Piso en venta en María de guzmán, 56;Nuevos Ministerios-Ríos Rosas;Madrid;1260;4;20;María de guzmán;56;6;Chamberí;1966;630000;C
11876;Estudio en venta en calle Vargas, 3;Nuevos Ministerios-Ríos Rosas;Madrid;450;0;10;Calle Vargas;3;6;Chamberí;1135;275000;
11877;Piso en venta en calle de Alonso Cano, 99;Nuevos Ministerios-Ríos Rosas;Madrid;1220;4;20;Calle de Alonso Cano;99;6;Chamberí;2012;650000;
