"property","value"
"http://dbpedia.org/ontology/wikiPageExternalLink","http://www.military.com/Opinions/0,,Galloway_110304,00.html"
"http://dbpedia.org/ontology/wikiPageExternalLink","https://2001-2009.state.gov/r/pa/ho/frus/nixon/xi"
"http://dbpedia.org/ontology/wikiPageExternalLink","https://web.archive.org/web/20070928055325/http:/www.bafi.org/awards/archer_blood.asp"
"http://dbpedia.org/ontology/wikiPageExternalLink","https://www.washingtonpost.com/wp-dyn/articles/A43422-2004Sep22.html"
"http://dbpedia.org/ontology/wikiPageExternalLink","http://www.caqueta.gov.co/tema/gobernacion"
"http://dbpedia.org/ontology/wikiPageExternalLink","http://www.bilbaopedia.info/17-06-1995"
"http://dbpedia.org/ontology/wikiPageExternalLink","http://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html;jsessionid=CS3mpF2JTTrpCMypQDTCLvhnFnyNnTQbWz1spF0DPJs2wQY26SnT!981478430%3Fid1=10503&legis=7&id2=l"
"http://dbpedia.org/ontology/wikiPageLength",15643
"http://dbpedia.org/ontology/wikiPageLength",4903
"http://dbpedia.org/ontology/wikiPageLength",10699
"http://dbpedia.org/ontology/wikiPageLength",11723
"http://dbpedia.org/ontology/wikiPageLength",3734
"http://dbpedia.org/ontology/wikiPageLength",6766
"http://dbpedia.org/ontology/wikiPageLength",4801
"http://dbpedia.org/ontology/wikiPageLength",5503
"http://dbpedia.org/ontology/wikiPageLength",9094
"http://dbpedia.org/ontology/wikiPageLength",3232
"http://dbpedia.org/ontology/wikiPageLength",5096
"http://dbpedia.org/ontology/wikiPageLength",6758
"http://dbpedia.org/ontology/wikiPageLength",10757
"http://dbpedia.org/ontology/wikiPageLength",15849
"http://dbpedia.org/ontology/wikiPageLength",5736
"http://dbpedia.org/ontology/wikiPageLength",5388
"http://dbpedia.org/ontology/wikiPageLength",4483
"http://dbpedia.org/ontology/wikiPageLength",8301
"http://dbpedia.org/ontology/wikiPageLength",2946
"http://dbpedia.org/ontology/wikiPageLength",10632
"http://dbpedia.org/ontology/child","http://es.dbpedia.org/resource/Juan_Federico_Ward"
"http://dbpedia.org/ontology/nationality","http://es.dbpedia.org/resource/Ghana"
"http://dbpedia.org/ontology/nationality","http://es.dbpedia.org/resource/España"
"http://dbpedia.org/ontology/nationality","http://es.dbpedia.org/resource/Nacionalidad_chilena"
"http://dbpedia.org/ontology/occupation","http://es.dbpedia.org/resource/Político"
"http://dbpedia.org/ontology/occupation","http://es.dbpedia.org/resource/Ingeniero_agrónomo"
"http://dbpedia.org/ontology/occupation","http://es.dbpedia.org/resource/Banquero"
"http://dbpedia.org/ontology/occupation","http://es.dbpedia.org/resource/Directora_ejecutiva"
"http://dbpedia.org/ontology/occupation","http://es.dbpedia.org/resource/Jurista"
"http://dbpedia.org/ontology/occupation","http://es.dbpedia.org/resource/Diplomático"
"http://dbpedia.org/ontology/occupation","http://es.dbpedia.org/resource/Ingeniero_comercial"
"http://dbpedia.org/ontology/party","http://es.dbpedia.org/resource/Partido_de_la_Liberación_Dominicana"
"http://dbpedia.org/ontology/party","http://es.dbpedia.org/resource/APRA"
"http://dbpedia.org/ontology/party","http://es.dbpedia.org/resource/Partido_Conservador_Colombiano"
"http://dbpedia.org/ontology/party","http://es.dbpedia.org/resource/Unión_Demócrata_Independiente"
"http://dbpedia.org/ontology/party","http://es.dbpedia.org/resource/Político_independiente"
"http://dbpedia.org/ontology/party","http://es.dbpedia.org/resource/Partido_Popular_del_País_Vasco"
"http://dbpedia.org/ontology/profession","http://es.dbpedia.org/resource/Economista"
"http://dbpedia.org/ontology/profession","http://es.dbpedia.org/resource/Político"
"http://dbpedia.org/ontology/profession","http://es.dbpedia.org/resource/Empresario"
"http://dbpedia.org/ontology/profession","http://es.dbpedia.org/resource/Ganadero"
"http://dbpedia.org/ontology/religion","http://es.dbpedia.org/resource/Islam"
"http://dbpedia.org/ontology/religion","http://es.dbpedia.org/resource/Católico"
"http://dbpedia.org/ontology/residence","http://es.dbpedia.org/resource/Santo_Domingo"
"http://dbpedia.org/ontology/residence","http://es.dbpedia.org/resource/Distrito_Nacional"
"http://dbpedia.org/ontology/residence","http://es.dbpedia.org/resource/Lima"
"http://dbpedia.org/ontology/residence","http://es.dbpedia.org/resource/Florencia_(Caquetá)"
"http://dbpedia.org/ontology/residence","http://es.dbpedia.org/resource/Chile"
"http://dbpedia.org/ontology/residence","http://es.dbpedia.org/resource/Vitacura"
"http://dbpedia.org/ontology/successor","http://es.dbpedia.org/resource/José_Reynoso"
"http://dbpedia.org/ontology/successor","http://es.dbpedia.org/resource/Dorothy_Tembo"
"http://dbpedia.org/ontology/successor","http://es.dbpedia.org/resource/Patricia_Donayre"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Adame_Ba_Konaré?oldid=126938079&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Adriano_Sánchez_Roa?oldid=129560846&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Adrián_Ward?oldid=129549563&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Agustín_Haya_de_la_Torre_de_la_Rosa?oldid=127762686&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Agustín_Molina_Martínez?oldid=124129230&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Ahmed_Hilmi_Pasha?oldid=130149227&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Aileen_Baviera?oldid=129789074&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Aisha_Musa_el-Said?oldid=125106426&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Akua_Asabea_Ayisi?oldid=127983297&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Alain_Vivien?oldid=122622076&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Alaiza_Pashkevich?oldid=127299431&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Aptripel_Tumimomor?oldid=129789212&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Arancha_González_Laya?oldid=130436210&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Archer_Blood?oldid=125119612&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Ariela_Luna?oldid=128009845&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Arnulfo_Gasca_Trujillo?oldid=129666287&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Arturo_Zúñiga?oldid=128284995&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Ascensión_Pastor_Parres?oldid=128348911&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Ashok-Alexander_Sridharan?oldid=126270512&ns=0"
"http://www.w3.org/ns/prov#wasDerivedFrom","http://es.wikipedia.org/wiki/Aslan_Bzhania?oldid=126489028&ns=0"
"http://dbpedia.org/ontology/abstract","Adame Ba Konaré o Adame Konaré Ba (Segú, 1 de mayo de 1947) es una historiadora, escritora, militante del movimiento democrático maliense y activista por los derechos de las mujeres. En 1995 fundó el Museo de la Mujer Muso Kunda, uno de los pocos  que existen en África. En sus investigaciones reivindica el valor de la tradición oral para conocer e investigar sobre la historia de África que desde los años 60 del siglo XX se integran como fuente de información igualmente válidos que los documentos escritos, señala la historiadora. Fue primera dama de Malí entre 1992 y 2002."
"http://dbpedia.org/ontology/abstract","Adriano de Jesús Sánchez Roa (nacido el 24 de enero del año 1956) es un político, economista y escritor de la República Dominicana. Es Senador para la provincia de Elías Piña, elegido en 2006, y reelegido en 2010, con 60.05% de los votos.​​ Ha sido descrito cuando uno del más senadores más trabajadores.​​ El senador por la Provincia Elías Piña, del Partido Reformista Social Cristiano y exadministrador del Banco Agrícola, Adriano Sánchez Roa, estuvo involucrado en 1998 en un desfalco de más de RD$100 millones de pesos un dicha institución bancaria. Contra el senador se presentaron tres querellas conteniendo acusaciones de: falsificación, prevaricación, asociación de malhechores, robo, estafa y abuso de confianza, en perjuicio del Estado, todo esto en el año 1998."
"http://dbpedia.org/ontology/abstract","Manuel Mariano Adrián Ward Chocano fue un hacendado, periodista y político peruano. Fue senador por Tacna durante 23 años entre 1886 y 1912. Nació en Arequipa en 1834. Sus padres fueron Juan Lucas Ward y María Josefa Joaquina Chocano Vilchez. Se casó en 1854 en Arequipa con María Julia Rosa Johnson Ureta con quien tuvo cinco hijos. En 1871 estableció la Hacienda Ward en el Valle de Cinto en el departamento de Tacna (actual provincia de Jorge Basadre. Ward trajo como mayordomo al chinchano José Lévano Trillo y se dedicó a la producción de vino para exportarlo a Europa. Luego de la guerra con Chile se generó un ambiente hostil de parte de los chilenos que ocuparon la zona por lo que Ward tuvo que abandonar la hacienda y mudarse a Tacna vendiendola eventualmente a Lévano​. Fue elegido senador por el departamento de Tacna en el congreso reunido en Arequipa en 1883​por el presidente Lizardo Montero luego de la derrota peruana en la guerra con Chile. Luego, con la reinstauración de la democracia en el gobierno de Andrés Avelino Cáceres en 1886, regresó a la Cámara de Senadores representando nuevamente al departamento de Tacna. Se mantuvo en la cámara de senadores durante 23 años hasta 1912 con la sola excepción de 1894 y 1907.​​​​​​​​​​​​​​​​​​​​​​​​ Muchos de esos periodos los compartió con su hijo  quien también fue electo varias veces como senador por Tacna. 1890 fundó el períódico pro-peruano El Morro de Arica que circulaba en la ciudad de Arica que, en aquellos años, se encontraba ocupada por Chile y esperando la realización del plesbiscito establecido en el Tratado de Ancón para que se defina o su retorno al Perú o su incorporación a Chile. Este periódico fue reconocido como uno de los principales medios peruanistas en medio de la Cuestión_de_Tacna_y_Arica y el proceso de chilenización de esa ciudad.​ Entre septiembre de 1901 y agosto de 1902, durante el gobierno de Eduardo López de Romaña, Ward formó parte del gabinete de Cesáreo Chacaltana Reyes como Ministro de Economía. Falleció en la ciudad de Lima en 1919."
"http://dbpedia.org/ontology/abstract","Agustín Haya de la Torre de la Rosa (Lima, Perú, 3 de diciembre de 1948) es un sociólogo peruano."
"http://dbpedia.org/ontology/abstract","Agustín Molina Martínez (Distrito de Capaya, Provincia de Aymaraes, Apurímac, 27 de marzo de 1953), es un político peruano. Ha sido electo Congresista de la República del Perú para el período 2011-2016 por el departamento del Cusco.​​ Originario de Apurímac, reside en el Cusco desde su juventud. En el año 1986 se graduó como ingeniero agrónomo en la Universidad Nacional de San Antonio Abad del Cusco. Ha trabajado para Bayer Perú SA como representante de desarrollo, y para agroveterinaria La Granja Kayra SRL como representante de ventas​. Afiliado al Partido Nacionalista Peruano desde el 2006​, ha desempeñado el cargo de secretario general departamental del mismo entre 2005 y 2006 y secretario general provincial desde 2010. En las elecciones municipales de 2006 postuló al cargo de consejero regional por la Provincia de Cusco por dicho partido, no resultando electo. En las elecciones generales del 2011 parlamentarias postuló como candidato al Congreso por el departamento del Cusco por el partido Gana Perú. Obtuvo 17.108 votos preferenciales, resultando electo​"
"http://dbpedia.org/ontology/abstract","Ahmed Hilmi Abd al-Baqi (en árabe: أحمد حلمي عبد الباقي; nacido en 1883, Sidón​​, Imperio otomano- febrero de 1963, Líbano), fue un militar, banquero y político palestino, que sirvió en varios gobiernos post-Imperio otomano, y fue Primer Ministro de Toda Palestina, un protectorado de corta duración en la Franja de Gaza."
"http://dbpedia.org/ontology/abstract","Aileen San Pablo, vda. de Baviera (Manila, 26 de agosto de 1959 - Ibidem., 21 de marzo de 2020)​ fue una politóloga y sinóloga filipina. Fue una de las principales expertas sobre China en su país.​​"
"http://dbpedia.org/ontology/abstract","Aisha Musa el-Said (también Asha, Ayesha, Mousa, Elsaid, El Said, Saeed, en árabe, عائشة موسى السعيد ) es una traductora y activista por los derechos de las mujeres de Sudán. Desde el 21 de agosto de 2019 se desempeña como miembro del Consejo Soberano de Sudán, creado para gobernar Sudán durante un periodo de 39 meses. ​ Musa es una de las seis personas civiles que ocupan escaños en el consejo, formado por 11 miembros. Los cinco restantes están ocupados por miembros designados por el ejército sudanés. Junto con Raja Nicola, también miembro del Consejo Soberano, es una de las dos primeras mujeres en la historia moderna de Sudán en ocupar el cargo de jefa de Estado. Musa es conocida como activista por los derechos de las mujeres ​ y por defender una educación mejor, más justa y más descentralizada, y por la aplicación práctica de los conocimientos adquiridos en Sudán.​"
"http://dbpedia.org/ontology/abstract","Akua Asabea Ayisi (Mampong Akuapem, 3 de abril de 1927 - 21 de abril de 2010) fue una feminista, ex jueza del Tribunal Superior y la primera periodista ghanesa. ​ ​ Durante el surgimiento del movimiento de independencia de Ghana, Akua Asabea Ayisi se formó como periodista con Mabel Dove-Danquah y Kwame Nkrumah, quien más tarde se convertiría en el primer primer ministro y presidente del país. La posición de Ayisi como editora de la columna de mujeres, en el periódico Accra Evening News se consideró una acción radical en ese momento. ​"
"http://dbpedia.org/ontology/abstract","Alain Vivien (Melun, Seine-et-Marne, 20 de agosto de 1938) es un político francés, miembro del Partido Socialista (PS),​​ conocido por la presidencia (entre 1998 y 2002) de la Misión Interministerial de lucha contra las sectas (MILS)​, un organismo interministerial diseñado para observar las actividades de las distintas organizaciones religiosas definidas como ""Sectas"" (cultos)."
"http://dbpedia.org/ontology/abstract","Alaiza Pashkevich (o Ciotka; en bielorruso, Алаіза Пашкевіч o Ałaiza Paškievič 15 de julio de 1876 - 5 de noviembre de 1916) fue una poeta bielorrusa y activista política del renacimiento democrático nacional bielorruso. ​ ​"
"http://dbpedia.org/ontology/abstract","Aptripel Tumimomor (3 de abril de 1966 - 2 de abril de 2020) fue un político, empresario e ingeniero indonesio. Se desempeñó como Regente de la Regencia del Norte de Morowali, en Sulawesi Central, desde el 17 de febrero de 2016, hasta su muerte en el cargo el 2 de abril de 2020, de COVID-19."
"http://dbpedia.org/ontology/abstract","María Aránzazu «Arancha» González Laya (San Sebastián, 22 de mayo de 1969) es la ministra de Asuntos Exteriores, Unión Europea y Cooperación de España.​ Anteriormente, desde 2013, había sido directora ejecutiva del Centro de Comercio Internacional (ITC) ​ y subsecretaria general de la Organización de las Naciones Unidas (ONU)."
"http://dbpedia.org/ontology/abstract","Archer Kent Blood (Chicago, 20 de marzo de 1923 – Fort Collins, 3 de septiembre de 2004) fue un diplomático y académico estadounidense. Fue el último Cónsul General de Estados Unidos en Daca, Bangladés (en entonces Pakistán Oriental). Es famoso por su duro mensaje en el ''Telegrama Blood'', en donde protestaba contra las atrocidades cometidas durante la Guerra de Liberación de Bangladés. También realizó servicios en Grecia, Argelia, Alemania, Afganistán y acabó su carrera cuando encargado de negocios de la Embajada de Estados Unidos en Nueva Delhi, India, retirándose en 1982."
"http://dbpedia.org/ontology/abstract","Ariela María de los Milagros Luna Florez (21 de octubre de 1958) es una médico y antropóloga peruana. Fue Ministra de Desarrollo e Inclusión Social del Perú desde el 29 de octubre de 2019 hasta el 15 de julio de 2020 durante el Gobierno de Martín Vizcarra.​"
"http://dbpedia.org/ontology/abstract","Arnulfo Gasca Trujillo (2 de octubre de 1953), Municipio de Puerto Milán Caquetá, Colombia. Es empresario del sector rural, político y gobernador del departamento del Caquetá en el periodo 2020-2023.​"
"http://dbpedia.org/ontology/abstract","Luis Arturo Zúñiga Jory​ (Santiago, 1 de diciembre de 1982)​ es un ingeniero comercial y político chileno. Desde el 11 de julio de 2019 se desempeña como subsecretario de Redes Asistenciales en el Minsal, bajo el segundo mandato del presidente Sebastián Piñera.​"
"http://dbpedia.org/ontology/abstract","Ascensión Pastor Parres (Bilbao, 18 de enero de 1942) es Doctora en Historia y Ciencias Jurídicas del Derecho​. Es profesora titular de Historia del Derecho en la Universidad de Deusto y política del Partido Popular."
"http://dbpedia.org/ontology/abstract","Ashok-Alexander Sridharan es un político alemán de ascendencia india quién es el Alcalde actual de Bonn como miembro de la Unión Democrática cristiana de Alemania (CDU). Es el primer alcalde de Bonn para ser de fondo inmigrante.​"
"http://dbpedia.org/ontology/abstract","Aslan Georgievich Bzhania (en abjasio: Аслан Гьаргь-иҧа Бжьаниа, en ruso: Аслан Георгиевич Бжания; , 6 de abril de 1963) es un político abjasio que se desempeña como Presidente de Abjasia desde el 23 de abril de 2020. Fue el jefe del Servicio de Seguridad del Estado, y uno de los líderes de la oposición en Abjasia."
"http://www.w3.org/2000/01/rdf-schema#label","Asma Abdallá"
"http://www.w3.org/2000/01/rdf-schema#label","Cornelio Repentino"
"http://www.w3.org/2000/01/rdf-schema#label","Eduardo Salinas Verdeguer"
"http://www.w3.org/2000/01/rdf-schema#label","Egon Montecinos"
"http://www.w3.org/2000/01/rdf-schema#label","Eliane Capobianco"
"http://www.w3.org/2000/01/rdf-schema#label","Elies Fajfaj"
"http://www.w3.org/2000/01/rdf-schema#label","Elis Fischer"
"http://www.w3.org/2000/01/rdf-schema#label","Emardo Hantelmann"
"http://www.w3.org/2000/01/rdf-schema#label","Nelly Huamaní Machaca"
"http://www.w3.org/2000/01/rdf-schema#label","Nibaldo Meza"
"http://www.w3.org/2000/01/rdf-schema#label","Norbert Walter-Borjans"
"http://www.w3.org/2000/01/rdf-schema#label","Ricardo Elías Arias"
"http://www.w3.org/2000/01/rdf-schema#label","Ricardo Flores Gaviño"
"http://www.w3.org/2000/01/rdf-schema#label","Ricardo Pando Córdova"
"http://www.w3.org/2000/01/rdf-schema#label","Ricardo Rosales (político)"
"http://www.w3.org/2000/01/rdf-schema#label","Richard Arce Cáceres"
"http://www.w3.org/2000/01/rdf-schema#label","Riti Pathak"
"http://www.w3.org/2000/01/rdf-schema#label","Robert Abela"
"http://www.w3.org/2000/01/rdf-schema#comment","Asma Abdallá o Asma Mohamed Abdallá ​ (también conocida como: Asmaa, Abdallah, Abdullah ​ ​ ; en árabe, أسماء محمد عبدالله ) (Jartum, 1946) es una diplomática sudanesa. Desde el 8 de septiembre de 2019 es la ministra de Asuntos Exteriores de Sudán en el gabinete del primer ministro Abdalla Hamdok, durante la . Es la primera mujer en asumir el puesto de Ministra de Exteriores en la historia de Sudán."
"http://www.w3.org/2000/01/rdf-schema#comment","Cornelio Repentino fue un senador romano que estuvo activo en el siglo II. Ostentó diversos puestos durante los reinados de los emperadores Marco Aurelio, Cómodo y Didio Juliano, entre los que se incluían los de cónsul sufecto y prefecto de la Ciudad de Roma. Repentino era el hijo de , que fue prefecto de la Guardia Pretoriana durante el reinado de los emperadores romanos Antonino Pío (reinó entre 138 y 161) y Marco Aurelio (reinó entre 161 y 180).​"
"http://www.w3.org/2000/01/rdf-schema#comment","Eduardo Salinas Verdeguer (Valencia, 1949) es un magistrado español, presidente de la Audiencia Provincial de Albacete entre 1998 y 2014. Actualmente preside la Junta de Expurgo de Castilla-La Mancha."
"http://www.w3.org/2000/01/rdf-schema#comment","Egon Elier Montecinos Montecinos (Pichirropulli, Chile, 26 de septiembre de 1973) de profesión original Asistente Social, Licenciado en Trabajo Social, Magíster en Ciencias Sociales y Doctor en Ciencia Política. Académico y político chileno, militante del Partido Socialista. Se desempeñó en el cargo de Intendente de la Región de Los Ríos entre marzo de 2014​ y marzo de 2017.​"
"http://www.w3.org/2000/01/rdf-schema#comment","Beatriz Eliane Capobianco Sandoval (Sao Paulo, Brasil; 15 de abril de 1973) es una abogada, catedrática y política brasileña-boliviana. Actualmente es la ministra de Desarrollo Rural y Tierras de Bolivia desde el 28 de enero de 2020, durante el gobierno de la presidenta Jeanine Áñez Chávez.​​​ Durante su carrera política, Eliane Capobianco también fue asambleista constituyente desde 2006 hasta 2007 en la Asamblea Constituyente de Bolivia de 2006 y diputada plurinominal desde 2015 hasta 2019 en la Asamblea Legislativa Plurinacional de Bolivia."
"http://www.w3.org/2000/01/rdf-schema#comment","Elies Fajfaj o Elyes Fakhfakh (Túnez, 1972 ) es un ingeniero y político tunecino desde el 27 de febrero de 2020 es jefe de gobierno electo de Túnez.​ Fue ministro de Turismo entre 2011 y 2013 en el gobierno de Hamadi Jebali. También estuvo a cargo del Ministerio de Finanzas de 2012 a 2014, también bajo Jebali, y durante el gobierno de Ali Laarayedh . El 20 de enero de 2020 fue designado por el Presidente Kaïs Saïed como jefe del gobierno tunecino tras el fracaso de Habib Jemli que no logró el apoyo de la Asamblea Tunecina.​"
"http://www.w3.org/2000/01/rdf-schema#comment","Elis Gustaf Fischer, (Askersund, 13 de enero de 1834 – 19 de agosto de 1889) fue un político, abogado y banquero sueco. Estudió abogacía en la Universidad de Upsala.Es conocido por el juicio de Fischer en diciembre de 1886.​ Fischer es el abuelo del conocido director de cine Gunnar Fischer."
"http://www.w3.org/2000/01/rdf-schema#comment","Emardo Christian Hantelmann Godoy (San Miguel, 2 de julio de 1976)​ es un ingeniero forestal y político chileno. Actualmente se desempeña como subsecretario General de Gobierno bajo el segundo mandato del presidente Sebastián Piñera. Fue además concejal por la comuna de Puente Alto entre 2012 y 2018. Es militante de Renovación Nacional, está casado y tiene tres hijas."
"http://www.w3.org/2000/01/rdf-schema#comment","Nelly Huamaní Machaca es una política peruana. Nació en Puerto Inca, capital de la provincia homónima en el departamento de Huánuco. Inició estudios de derecho en la Universidad Alas Peruanas sin culminar la carrera. Trabaja como comerciante minorista en la ciudad de Pucallpa. Es miembro del Frente Popular Agrícola del Perú.​"
"http://www.w3.org/2000/01/rdf-schema#comment","Nibaldo Favio Meza Garfia​ (Santiago, 14 de julio de 1970)​ es un administrador público y político chileno, militante del Partido Demócrata Cristiano (PDC). Desde 2016 se desempeña como alcalde de la comuna de Peñaflor.​"
"http://www.w3.org/2000/01/rdf-schema#comment","Norbert Walter-Borjans también apodado Nowabo​​ (Krefeld, 17 de septiembre de 1952) es un economista y político alemán. Desde el 6 de diciembre de 2019 es copresidente del Partido Socialdemócrata de Alemania junto a Saskia Esken. Fue ministro de finanzas del estado federal de Renania del Norte-Westfalia desde 2010 hasta 2017."
"http://www.w3.org/2000/01/rdf-schema#comment","Ricardo Leoncio Elías Arias (Pisco, Ica; 12 de septiembre de 1874-Lima, 20 de marzo de 1951) fue un abogado, magistrado y político peruano, que ocupó brevemente la Presidencia del Perú del 1 al 5 de marzo de 1931, como presidente de una Junta de Gobierno Transitoria. Fue también presidente de la Corte Suprema del Perú (1931-1932)."
"http://www.w3.org/2000/01/rdf-schema#comment","Ricardo Lorenzo Flores Gaviño (Lima, 10 de agosto de 1854 - ib., 1939) fue un médico, científico y político peruano. Como político fue uno de los fundadores del Partido Liberal Peruano, así como senador de la República, ministro de Fomento y Obras Públicas (1897-1898), ministro de Justicia e Instrucción (1917-1918) y encargado del Ministerio de Relaciones Exteriores (diciembre de 1918). Como médico inició en el Perú el estudio de la bacteriología; fue el primero en usar el microscopio y el termómetro clínico y en aplicar las inyecciones hipodérmicas. Fue además catedrático de la Facultad de Medicina de la Universidad de San Marcos y decano de la misma. También es de resaltar su afición por la fotografía."
"http://www.w3.org/2000/01/rdf-schema#comment","Ricardo Pando Córdova es un dentista y político peruano. Nació en Lima el 7 de febrero de 1964. Cursó sus estudios primarios y secundarios en la ciudad de Tarma y luego en el Colegio Militar Leoncio Prado en Lima. Entre 1983 y 1987 estudió estomatología en la Universidad Peruana Cayetano Heredia. Entre el 2003 y el 2004 estudió en una maestría en ortodoncia.​"
"http://www.w3.org/2000/01/rdf-schema#comment","Ricardo Rosales Román (14 de febrero de 1934 - 2 de enero de 2020) fue un político comunista guatemalteco, líder del Partido Guatemalteco del Trabajo (PGT) desde 1974 hasta 1998. Su nombre de guerra fue Carlos González. Rosales se unió al liderazgo de la URNG en 1986. El PGT se disolvió en 1998 después de la conclusión de la guerra civil del país."
"http://www.w3.org/2000/01/rdf-schema#comment","Richard Arce Caceres (Andahuaylas, 11 de febrero de 1975) es un político e ingeniero peruano. Desde 2016 es miembro del Congreso por el distrito de Apurímac elegido en el Frente Amplio. Desde septiembre de 2017 forma parte de la bancada de Nuevo Perú."
"http://www.w3.org/2000/01/rdf-schema#comment","Riti Pathak (1 julio 1977) es un miembro de la Cámara Baja del Parlamento en India de la localidad de Sidhi en Madhya Pradesh; pertenece al Partido Bharatiya Janata. Fue elegida en primera instancia al Lok Sabha en las elecciones Lok Sabha del 2014 como candidata del Partido Bharatiya Janata del escaño Sidhi de Madhya Pradesh, y ganó una banca por derrotar al candidato INC por un margen de 1,08,046 votos.​ Fue re-elegida al 17.º Loksabha en 2019. Ganó la banca Sidhi nuevamente por derrotar el candidato de Congreso Shri Ajay Singh por un margen de 2,86,524 votos.​"
"http://www.w3.org/2000/01/rdf-schema#comment","Robert Abela (7 de diciembre de 1977) es un abogado y político maltés, diputado del parlamento desde 2017. El 12 de enero de 2020 fue elegido líder del Partido Laborista y primer ministro de Malta reemplazando a Joseph Muscat obligado a dimitir después de que su jefe de gabinete Keith Schembri fuera acusado de ser el cerebro del crimen que acabó con la periodista Daphne Caruana."
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Asma_Abdallá"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Cornelio_Repentino"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Eduardo_Salinas_Verdeguer"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Egon_Montecinos"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Eliane_Capobianco"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Elies_Fajfaj"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Elis_Fischer"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Emardo_Hantelmann"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Nelly_Huamaní_Machaca"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Nibaldo_Meza"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Norbert_Walter-Borjans"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Ricardo_Elías_Arias"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Ricardo_Flores_Gaviño"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Ricardo_Pando_Córdova"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Ricardo_Rosales_(político)"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Richard_Arce_Cáceres"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Riti_Pathak"
"http://www.w3.org/2002/07/owl#sameAs","http://es.dbpedia.org/resource/Robert_Abela"
"http://xmlns.com/foaf/0.1/name","Cesáreo Monsalve"
"http://xmlns.com/foaf/0.1/name","Eduardo Salinas Verdeguer"
"http://xmlns.com/foaf/0.1/name","Egon Elier Montecinos Montecinos"
"http://xmlns.com/foaf/0.1/name","Eliane Capobianco"
"http://xmlns.com/foaf/0.1/name","Elis Fischer"
"http://xmlns.com/foaf/0.1/name","Norbert Walter-Borjans"
"http://xmlns.com/foaf/0.1/name","Lutz Lienenkämper"
"http://xmlns.com/foaf/0.1/name","Gustavo Jiménez"
"http://xmlns.com/foaf/0.1/name","( Presidente de la Junta Transitoria del Perú)"
"http://xmlns.com/foaf/0.1/name","Ricardo Elías Arias"
"http://xmlns.com/foaf/0.1/name","Ricardo Flores Gaviño"
