id_free_place,latitude,longitude,complete_address,postal_code,country,community of spain,province,address,city,district,madrid_district_URI_from_wikidata
FreePlace568,-3.6704933,40.482235,"'28033,ES,Madrid,Madrid,Calle de Caleruega 88A,Madrid'",28033,ES,Madrid,Madrid,Calle de Caleruega 88A,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace569,-3.680085,40.4001033,"'28045,ES,Madrid,Madrid,Calle de Leganés 6,Madrid'",28045,ES,Madrid,Madrid,Calle de Leganés 6,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace570,-3.6823683,40.4767033,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace571,-3.6787466,40.5096216,"'28050,ES,Madrid,Madrid,Calle de Castiello de jaca 16,Madrid'",28050,ES,Madrid,Madrid,Calle de Castiello de jaca 16,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace572,-3.68222,40.4768849,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace573,-3.6822933,40.4767883,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace574,-3.704985,40.3821216,"'28026,ES,Madrid,Madrid,Calle Nicolás usera 93,Madrid'",28026,ES,Madrid,Madrid,Calle Nicolás usera 93,Madrid,Usera,https://wikidata.org/entity/Q953368
FreePlace575,-3.7163849,40.398075,"'28019,ES,Madrid,Madrid,Glorieta Marqués de vadillo 8,Madrid'",28019,ES,Madrid,Madrid,Glorieta Marqués de vadillo 8,Madrid,Carabanchel,https://wikidata.org/entity/Q1001991
FreePlace576,-3.6730349,40.4372766,"'28028,ES,Madrid,Madrid,Calle Méjico 33,Madrid'",28028,ES,Madrid,Madrid,Calle Méjico 33,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace577,-3.7072466,40.4306666,"'28015,ES,Madrid,Madrid,Plaza del Conde del valle de suchil 8,Madrid'",28015,ES,Madrid,Madrid,Plaza del Conde del valle de suchil 8,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace578,-3.68253,40.4768833,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace579,-3.7313116,40.4271816,"'28008,ES,Madrid,Madrid,Calle de Santovenia 19B,Madrid'",28008,ES,Madrid,Madrid,Calle de Santovenia 19B,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace580,-3.6511083,40.426215,"'28017,ES,Madrid,Madrid,Avenida del Marqués de corbera 54,Madrid'",28017,ES,Madrid,Madrid,Avenida del Marqués de corbera 54,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace581,-3.6408066,40.4768083,"'28033,ES,Madrid,Madrid,Calle de Santa virgilia 19,Madrid'",28033,ES,Madrid,Madrid,Calle de Santa virgilia 19,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace582,-3.682095,40.4769083,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace583,-3.68183,40.422025,"'28001,ES,Madrid,Madrid,Calle de Villanueva 43,Madrid'",28001,ES,Madrid,Madrid,Calle de Villanueva 43,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace584,-3.68191,40.4220983,"'28001,ES,Madrid,Madrid,Calle de Villanueva 43,Madrid'",28001,ES,Madrid,Madrid,Calle de Villanueva 43,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace585,-3.6512766,40.4259683,"'28017,ES,Madrid,Madrid,Avenida del Marqués de corbera 50,Madrid'",28017,ES,Madrid,Madrid,Avenida del Marqués de corbera 50,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace586,-3.6512516,40.4260666,"'28017,ES,Madrid,Madrid,Avenida del Marqués de corbera 52,Madrid'",28017,ES,Madrid,Madrid,Avenida del Marqués de corbera 52,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace587,-3.6825133,40.4767583,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace588,-3.653315,40.3870116,"'28018,ES,Madrid,Madrid,Avenida de las Palomeras 98,Madrid'",28018,ES,Madrid,Madrid,Avenida de las Palomeras 98,Madrid,Puente de Vallecas,https://wikidata.org/entity/Q2003054
FreePlace589,-3.675735,40.4245133,"'28009,ES,Madrid,Madrid,Calle de Narváez 1,Madrid'",28009,ES,Madrid,Madrid,Calle de Narváez 1,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace590,-3.697715,40.4251666,"'28004,ES,Madrid,Madrid,Calle de Hortaleza 104,Madrid'",28004,ES,Madrid,Madrid,Calle de Hortaleza 104,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace591,-3.6820583,40.47689,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace592,-3.6615649,40.4817816,"'28033,ES,Madrid,Madrid,Calle del Golfo de salónica 62,Madrid'",28033,ES,Madrid,Madrid,Calle del Golfo de salónica 62,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace593,-3.6668166,40.4804516,"'28033,ES,Madrid,Madrid,Calle de Arturo soria 330,Madrid'",28033,ES,Madrid,Madrid,Calle de Arturo soria 330,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace594,-3.6667849,40.4803833,"'28033,ES,Madrid,Madrid,Calle de Arturo soria 330,Madrid'",28033,ES,Madrid,Madrid,Calle de Arturo soria 330,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace595,-3.69837,40.4148033,"'28014,ES,Madrid,Madrid,Calle León 1,Madrid'",28014,ES,Madrid,Madrid,Calle León 1,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace596,-3.6681566,40.3960766,"'28053,ES,Madrid,Madrid,Calle de Peña gorbea 1,Madrid'",28053,ES,Madrid,Madrid,Calle de Peña gorbea 1,Madrid,Puente de Vallecas,https://wikidata.org/entity/Q2003054
FreePlace597,-3.7136966,40.446165,"'28040,ES,Madrid,Madrid,Calle de Beatriz de bobadilla 2,Madrid'",28040,ES,Madrid,Madrid,Calle de Beatriz de bobadilla 2,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace598,-3.6387016,40.4107883,"'28030,ES,Madrid,Madrid,Calle de José bergamín 22,Madrid'",28030,ES,Madrid,Madrid,Calle de José bergamín 22,Madrid,Moratalaz,https://wikidata.org/entity/Q2076109
FreePlace599,-3.6704516,40.3887133,"'28053,ES,Madrid,Madrid,Avenida de San diego 27A,Madrid'",28053,ES,Madrid,Madrid,Avenida de San diego 27A,Madrid,Puente de Vallecas,https://wikidata.org/entity/Q2003054
FreePlace600,-3.6193933,40.4175066,"'28032,ES,Madrid,Madrid,Calle de Capri 20,Madrid'",28032,ES,Madrid,Madrid,Calle de Capri 20,Madrid,San Blas-Canillejas,https://wikidata.org/entity/Q2001937
FreePlace601,-3.6824533,40.47668,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace602,-3.6823916,40.4767433,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace603,-3.7164066,40.398075,"'28019,ES,Madrid,Madrid,Glorieta Marqués de vadillo 8,Madrid'",28019,ES,Madrid,Madrid,Glorieta Marqués de vadillo 8,Madrid,Carabanchel,https://wikidata.org/entity/Q1001991
FreePlace604,-3.6824983,40.4767066,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace605,-3.6823283,40.4767033,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace606,-3.6823383,40.4766683,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace607,-3.694805,40.4262533,"'28004,ES,Madrid,Madrid,Calle de Justiniano 14,Madrid'",28004,ES,Madrid,Madrid,Calle de Justiniano 14,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace608,-3.7025383,40.4286366,"'28004,ES,Madrid,Madrid,Calle de Manuela malasaña 2,Madrid'",28004,ES,Madrid,Madrid,Calle de Manuela malasaña 2,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace609,-3.6823983,40.4769683,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace610,-3.69406,40.3914783,"'28045,ES,Madrid,Madrid,Calle de Bolívar 5,Madrid'",28045,ES,Madrid,Madrid,Calle de Bolívar 5,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace611,-3.6888233,40.46638,"'28036,ES,Madrid,Madrid,Plaza de Castilla 8,Madrid'",28036,ES,Madrid,Madrid,Plaza de Castilla 8,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace612,-3.7154016,40.482915,"'28034,ES,Madrid,Madrid,Avenida del Cardenal herrera oria 205,Madrid'",28034,ES,Madrid,Madrid,Avenida del Cardenal herrera oria 205,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace613,-3.680085,40.4226199,"'28009,ES,Madrid,Madrid,Calle de Alcalá 74,Madrid'",28009,ES,Madrid,Madrid,Calle de Alcalá 74,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace614,-3.7004666,40.408095,"'28012,ES,Madrid,Madrid,Calle de Valencia 8,Madrid'",28012,ES,Madrid,Madrid,Calle de Valencia 8,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace615,-3.70906,40.4113366,"'28005,ES,Madrid,Madrid,Plaza de la Cebada 3,Madrid'",28005,ES,Madrid,Madrid,Plaza de la Cebada 3,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace616,-3.7172433,40.4801466,"'28035,ES,Madrid,Madrid,Calle de Fermín caballero 82,Madrid'",28035,ES,Madrid,Madrid,Calle de Fermín caballero 82,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace617,-3.6750783,40.3916666,"'28053,ES,Madrid,Madrid,Calle de Méndez álvaro 88,Madrid'",28053,ES,Madrid,Madrid,Calle de Méndez álvaro 88,Madrid,Puente de Vallecas,https://wikidata.org/entity/Q2003054
FreePlace618,-3.7103116,40.4236783,"'28015,ES,Madrid,Madrid,Calle de los Reyes 23,Madrid'",28015,ES,Madrid,Madrid,Calle de los Reyes 23,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace619,-3.7220716,40.4220783,"'28008,ES,Madrid,Madrid,Paseo de la Florida 23,Madrid'",28008,ES,Madrid,Madrid,Paseo de la Florida 23,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace620,-3.6241966,40.4180399,"'28037,ES,Madrid,Madrid,Plaza de Alsacia ,Madrid'",28037,ES,Madrid,Madrid,Plaza de Alsacia,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace621,-3.7141416,40.4108466,"'28005,ES,Madrid,Madrid,Plaza de San francisco 6,Madrid'",28005,ES,Madrid,Madrid,Plaza de San francisco 6,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace622,-3.7190716,40.4051916,"'28005,ES,Madrid,Madrid,Calle de Cobos de segovia 24,Madrid'",28005,ES,Madrid,Madrid,Calle de Cobos de segovia 24,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace623,-3.7367766,40.4028883,"'28047,ES,Madrid,Madrid,Calle de Riocabado 2,Madrid'",28047,ES,Madrid,Madrid,Calle de Riocabado 2,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace624,-3.7004766,40.411535,"'28012,ES,Madrid,Madrid,Calle del Olmo 25,Madrid'",28012,ES,Madrid,Madrid,Calle del Olmo 25,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace625,-3.6843016,40.4303583,"'28006,ES,Madrid,Madrid,Calle de José ortega y gasset 25B,Madrid'",28006,ES,Madrid,Madrid,Calle de José ortega y gasset 25B,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace626,-3.6820633,40.4769083,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace627,-3.6943483,40.4239033,"'28004,ES,Madrid,Madrid,Plaza de Salesas 7,Madrid'",28004,ES,Madrid,Madrid,Plaza de Salesas 7,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace628,-3.7008066,40.4084616,"'28012,ES,Madrid,Madrid,Calle de Argumosa 1,Madrid'",28012,ES,Madrid,Madrid,Calle de Argumosa 1,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace629,-3.6884583,40.4664916,"'28036,ES,Madrid,Madrid,Plaza de Castilla 8,Madrid'",28036,ES,Madrid,Madrid,Plaza de Castilla 8,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace630,-3.6971416,40.4630833,"'28039,ES,Madrid,Madrid,Calle de Azucenas 2,Madrid'",28039,ES,Madrid,Madrid,Calle de Azucenas 2,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace631,-3.7131583,40.4302883,"'28015,ES,Madrid,Madrid,Calle de Alberto aguilera 29,Madrid'",28015,ES,Madrid,Madrid,Calle de Alberto aguilera 29,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace632,-3.6746633,40.4441649,"'28002,ES,Madrid,Madrid,Plaza de la Prosperidad 3,Madrid'",28002,ES,Madrid,Madrid,Plaza de la Prosperidad 3,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace633,-3.7119083,40.455035,"'28039,ES,Madrid,Madrid,Calle de Numancia 25,Madrid'",28039,ES,Madrid,Madrid,Calle de Numancia 25,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace634,-3.7176533,40.4137416,"'28005,ES,Madrid,Madrid,Calle de Segovia 45,Madrid'",28005,ES,Madrid,Madrid,Calle de Segovia 45,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace635,-3.6845566,40.47109,"'28046,ES,Madrid,Madrid,Calle de Agustín de foxá 29,Madrid'",28046,ES,Madrid,Madrid,Calle de Agustín de foxá 29,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace636,-3.7137833,40.4795233,"'28029,ES,Madrid,Madrid,Calle del Doctor ramón castroviejo 7,Madrid'",28029,ES,Madrid,Madrid,Calle del Doctor ramón castroviejo 7,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace637,-3.6878333,40.3896966,"'28045,ES,Madrid,Madrid,Calle del Bronce 11,Madrid'",28045,ES,Madrid,Madrid,Calle del Bronce 11,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace638,-3.7118416,40.4550716,"'28039,ES,Madrid,Madrid,Calle de Numancia 10,Madrid'",28039,ES,Madrid,Madrid,Calle de Numancia 10,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace639,-3.7174333,40.433795,"'28015,ES,Madrid,Madrid,Calle del Arcipreste de hita 10,Madrid'",28015,ES,Madrid,Madrid,Calle del Arcipreste de hita 10,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace640,-3.71303,40.4494683,"'28040,ES,Madrid,Madrid,Calle de Almansa 95,Madrid'",28040,ES,Madrid,Madrid,Calle de Almansa 95,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace641,-3.7031983,40.4693416,"'28029,ES,Madrid,Madrid,Calle Cantueso 101,Madrid'",28029,ES,Madrid,Madrid,Calle Cantueso 101,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace642,-3.6753983,40.4241833,"'28009,ES,Madrid,Madrid,Avenida Felipe ii 5,Madrid'",28009,ES,Madrid,Madrid,Avenida Felipe ii 5,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace643,-3.7161883,40.4261616,"'28008,ES,Madrid,Madrid,Calle de Juan álvarez mendizábal 40,Madrid'",28008,ES,Madrid,Madrid,Calle de Juan álvarez mendizábal 40,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace644,-3.7030616,40.4654533,"'28039,ES,Madrid,Madrid,Calle de la Genciana 41,Madrid'",28039,ES,Madrid,Madrid,Calle de la Genciana 41,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace645,-3.726795,40.4426566,"'28040,ES,Madrid,Madrid,Plaza de Ramón y cajal 4,Madrid'",28040,ES,Madrid,Madrid,Plaza de Ramón y cajal 4,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace646,-3.68241,40.4767583,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace647,-3.71628,40.4389516,"'28003,ES,Madrid,Madrid,Calle Hilarión eslava 64,Madrid'",28003,ES,Madrid,Madrid,Calle Hilarión eslava 64,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace648,-3.6906433,40.4077483,"'28007,ES,Madrid,Madrid,Plaza del Embarcadero de atocha ,Madrid'",28007,ES,Madrid,Madrid,Plaza del Embarcadero de atocha,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace649,-3.6489983,40.3742966,"'28031,ES,Madrid,Madrid,Calle de Luis i 78,Madrid'",28031,ES,Madrid,Madrid,Calle de Luis i 78,Madrid,Villa de Vallecas,https://wikidata.org/entity/Q1947988
FreePlace650,-3.68239,40.4768416,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace651,-3.7386866,40.4495916,"'28040,ES,Madrid,Madrid,Avenida de Puerta de hierro 3,Madrid'",28040,ES,Madrid,Madrid,Avenida de Puerta de hierro 3,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace652,-3.6626066,40.4875883,"'28050,ES,Madrid,Madrid,Calle de Oña 93,Madrid'",28050,ES,Madrid,Madrid,Calle de Oña 93,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace653,-3.7292933,40.4503883,"'28040,ES,Madrid,Madrid,Avenida Complutense ,Madrid'",28040,ES,Madrid,Madrid,Avenida Complutense,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace654,-3.6824816,40.476705,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace655,-3.6821616,40.4768916,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace656,-3.682345,40.47661,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace657,-3.6823883,40.4767,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace658,-3.679785,40.4209866,"'28009,ES,Madrid,Madrid,Avenida de Menéndez pelayo 11,Madrid'",28009,ES,Madrid,Madrid,Avenida de Menéndez pelayo 11,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace659,-3.682445,40.4767933,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace660,-3.6823033,40.4766783,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace661,-3.6975433,40.39286,"'28045,ES,Madrid,Madrid,Paseo de la Chopera 51,Madrid'",28045,ES,Madrid,Madrid,Paseo de la Chopera 51,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace662,-3.6555266,40.4229466,"'28017,ES,Madrid,Madrid,Avenida del Marqués de corbera 12,Madrid'",28017,ES,Madrid,Madrid,Avenida del Marqués de corbera 12,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace663,-3.663925,40.4188416,"'28007,ES,Madrid,Madrid,Calle Marqués de lozoya 29B,Madrid'",28007,ES,Madrid,Madrid,Calle Marqués de lozoya 29B,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace664,-3.634605,40.46451,"'28043,ES,Madrid,Madrid,Calle de Mota del cuervo 12,Madrid'",28043,ES,Madrid,Madrid,Calle de Mota del cuervo 12,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace665,-3.68229,40.4768233,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace666,-3.659365,40.4910133,"'28050,ES,Madrid,Madrid,Calle de la Princesa de éboli 1,Madrid'",28050,ES,Madrid,Madrid,Calle de la Princesa de éboli 1,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace667,-3.7008233,40.4112866,"'28012,ES,Madrid,Madrid,Calle del Olmo 15,Madrid'",28012,ES,Madrid,Madrid,Calle del Olmo 15,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace668,-3.7302233,40.4279933,"'28008,ES,Madrid,Madrid,Pasarela de Almuñecar ,Madrid'",28008,ES,Madrid,Madrid,Pasarela de Almuñecar,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace669,-3.6834549,40.4810766,"'28046,ES,Madrid,Madrid,Calle Olivar 42,Madrid'",28046,ES,Madrid,Madrid,Calle Olivar 42,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace670,-3.6824766,40.4766666,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace671,-3.6482783,40.433095,"'28027,ES,Madrid,Madrid,Calle de Alcalá 316,Madrid'",28027,ES,Madrid,Madrid,Calle de Alcalá 316,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace672,-3.682695,40.4766966,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace673,-3.7129166,40.4235766,"'28008,ES,Madrid,Madrid,Plaza de España 16,Madrid'",28008,ES,Madrid,Madrid,Plaza de España 16,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace674,-3.7050416,40.3919499,"'28026,ES,Madrid,Madrid,Calle del Torero 4,Madrid'",28026,ES,Madrid,Madrid,Calle del Torero 4,Madrid,Usera,https://wikidata.org/entity/Q953368
FreePlace675,-3.700065,40.3888833,"'28026,ES,Madrid,Madrid,Calle de Antonio lópez 168,Madrid'",28026,ES,Madrid,Madrid,Calle de Antonio lópez 168,Madrid,Usera,https://wikidata.org/entity/Q953368
FreePlace676,-3.7083049,40.4203866,"'28013,ES,Madrid,Madrid,Plaza de Santo domingo 1,Madrid'",28013,ES,Madrid,Madrid,Plaza de Santo domingo 1,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace677,-3.7004333,40.3887316,"'28026,ES,Madrid,Madrid,Calle de Antonio lópez 166,Madrid'",28026,ES,Madrid,Madrid,Calle de Antonio lópez 166,Madrid,Usera,https://wikidata.org/entity/Q953368
FreePlace678,-3.682535,40.4769966,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace679,-3.6935233,40.4085783,"'28012,ES,Madrid,Madrid,Calle del Doctor drumen 7,Madrid'",28012,ES,Madrid,Madrid,Calle del Doctor drumen 7,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace680,-3.682445,40.4767449,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace681,-3.6383,40.42754,"'28017,ES,Madrid,Madrid,Calle de Emilio ferrari 116,Madrid'",28017,ES,Madrid,Madrid,Calle de Emilio ferrari 116,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace682,-3.74537,40.4086933,"'28011,ES,Madrid,Madrid,Calle de Santa cecilia 7,Madrid'",28011,ES,Madrid,Madrid,Calle de Santa cecilia 7,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace683,-3.68804,40.4063366,"'28014,ES,Madrid,Madrid,Paseo de la Infanta isabel 2,Madrid'",28014,ES,Madrid,Madrid,Paseo de la Infanta isabel 2,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace684,-3.682435,40.476785,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace685,-3.6799683,40.3911833,"'28045,ES,Madrid,Madrid,Calle Titán 13,Madrid'",28045,ES,Madrid,Madrid,Calle Titán 13,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
