id_free_place,latitude,longitude,complete_address,postal_code,country,community of spain,province,address,city,district,madrid_district_URI_from_wikidata
FreePlace30,-3.65793,40.4072399,"'28030,ES,Madrid,Madrid,Plaza del Corregidor alonso de aguilar 6,Madrid'",28030,ES,Madrid,Madrid,Plaza del Corregidor alonso de aguilar 6,Madrid,Moratalaz,https://wikidata.org/entity/Q2076109
FreePlace31,-3.7566566,40.395805,"'28047,ES,Madrid,Madrid,Calle de Camarena 10,Madrid'",28047,ES,Madrid,Madrid,Calle de Camarena 10,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace32,-3.7113033,40.4071716,"'28005,ES,Madrid,Madrid,Glorieta de la Puerta de toledo 1,Madrid'",28005,ES,Madrid,Madrid,Glorieta de la Puerta de toledo 1,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace33,-3.694605,40.42374,"'28004,ES,Madrid,Madrid,Plaza de Salesas 8,Madrid'",28004,ES,Madrid,Madrid,Plaza de Salesas 8,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace34,-3.6848816,40.44624,"'28002,ES,Madrid,Madrid,Calle de Serrano 162,Madrid'",28002,ES,Madrid,Madrid,Calle de Serrano 162,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace35,-3.695605,40.4129583,"'28014,ES,Madrid,Madrid,Calle de Jesús 10,Madrid'",28014,ES,Madrid,Madrid,Calle de Jesús 10,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace36,-3.6824466,40.4767466,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace37,-3.6819966,40.4769483,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace38,-3.6297483,40.4290699,"'28037,ES,Madrid,Madrid,Calle de Mieres 13,Madrid'",28037,ES,Madrid,Madrid,Calle de Mieres 13,Madrid,San Blas-Canillejas,https://wikidata.org/entity/Q2001937
FreePlace39,-3.6578216,40.41057,"'28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 5,Madrid'",28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 5,Madrid,Moratalaz,https://wikidata.org/entity/Q2076109
FreePlace40,-3.7177116,40.4137383,"'28005,ES,Madrid,Madrid,Calle de Segovia 47B,Madrid'",28005,ES,Madrid,Madrid,Calle de Segovia 47B,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace41,-3.6997366,40.4207666,"'28004,ES,Madrid,Madrid,Calle de las Infantas 18,Madrid'",28004,ES,Madrid,Madrid,Calle de las Infantas 18,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace42,-3.7037166,40.420195,"'28013,ES,Madrid,Madrid,Calle Gran vía 31,Madrid'",28013,ES,Madrid,Madrid,Calle Gran vía 31,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace43,-3.682055,40.4769466,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace44,-3.7017816,40.4241533,"'28004,ES,Madrid,Madrid,Plaza de San ildefonso 7,Madrid'",28004,ES,Madrid,Madrid,Plaza de San ildefonso 7,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace45,-3.7091116,40.4236233,"'28015,ES,Madrid,Madrid,Calle del Álamo 2,Madrid'",28015,ES,Madrid,Madrid,Calle del Álamo 2,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace46,-3.6510649,40.3820916,"'28018,ES,Madrid,Madrid,Avenida de Pablo neruda 114H,Madrid'",28018,ES,Madrid,Madrid,Avenida de Pablo neruda 114H,Madrid,Puente de Vallecas,https://wikidata.org/entity/Q2003054
FreePlace47,-3.7028116,40.4285266,"'28004,ES,Madrid,Madrid,Calle de Manuela malasaña 5,Madrid'",28004,ES,Madrid,Madrid,Calle de Manuela malasaña 5,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace48,-3.67835,40.4290183,"'28001,ES,Madrid,Madrid,Calle del General pardiñas 39,Madrid'",28001,ES,Madrid,Madrid,Calle del General pardiñas 39,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace49,-3.6818533,40.4767766,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace50,-3.6184816,40.4406366,"'28037,ES,Madrid,Madrid,Calle Cronos 24,Madrid'",28037,ES,Madrid,Madrid,Calle Cronos 24,Madrid,San Blas-Canillejas,https://wikidata.org/entity/Q2001937
FreePlace51,-3.69978,40.4190883,"'28013,ES,Madrid,Madrid,Calle de la Virgen de los peligros 14,Madrid'",28013,ES,Madrid,Madrid,Calle de la Virgen de los peligros 14,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace52,-3.68239,40.4769466,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace53,-3.67529,40.4323733,"'28006,ES,Madrid,Madrid,Calle de Juan bravo 53,Madrid'",28006,ES,Madrid,Madrid,Calle de Juan bravo 53,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace54,-3.697835,40.4025266,"'28045,ES,Madrid,Madrid,Paseo de Santa maría de la cabeza 50,Madrid'",28045,ES,Madrid,Madrid,Paseo de Santa maría de la cabeza 50,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace55,-3.6823983,40.47675,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace56,-3.68217,40.4768483,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace57,-3.7138383,40.4016133,"'28005,ES,Madrid,Madrid,Calle de Toledo 181,Madrid'",28005,ES,Madrid,Madrid,Calle de Toledo 181,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace58,-3.69535,40.38037,"'28041,ES,Madrid,Madrid,Calle de Antonio lópez 237,Madrid'",28041,ES,Madrid,Madrid,Calle de Antonio lópez 237,Madrid,Usera,https://wikidata.org/entity/Q953368
FreePlace59,-3.6885983,40.399405,"'28045,ES,Madrid,Madrid,Calle de Ramírez de prado 4,Madrid'",28045,ES,Madrid,Madrid,Calle de Ramírez de prado 4,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace60,-3.616565,40.4983733,"'28055,ES,Madrid,Madrid,Calle José maría aguirre gonzalo ,Madrid'",28055,ES,Madrid,Madrid,Calle José maría aguirre gonzalo,Madrid,Hortaleza,https://wikidata.org/entity/Q1928529
FreePlace61,-3.6823216,40.4768516,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace62,-3.6821733,40.4769666,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace63,-3.7006283,40.4115849,"'28012,ES,Madrid,Madrid,Calle del Olmo 21B,Madrid'",28012,ES,Madrid,Madrid,Calle del Olmo 21B,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace64,-3.6467816,40.408405,"'28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 108,Madrid'",28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 108,Madrid,Moratalaz,https://wikidata.org/entity/Q2076109
FreePlace65,-3.71781,40.4385699,"'28015,ES,Madrid,Madrid,Calle de Isaac peral 42,Madrid'",28015,ES,Madrid,Madrid,Calle de Isaac peral 42,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace66,-3.66928,40.5081766,"'28050,ES,Madrid,Madrid,Calle Toques 11,Madrid'",28050,ES,Madrid,Madrid,Calle Toques 11,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace67,-3.70086,40.4115533,"'28012,ES,Madrid,Madrid,Calle del Olmo 15,Madrid'",28012,ES,Madrid,Madrid,Calle del Olmo 15,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace68,-3.7008833,40.4115683,"'28012,ES,Madrid,Madrid,Calle del Olmo 15,Madrid'",28012,ES,Madrid,Madrid,Calle del Olmo 15,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace69,-3.686735,40.430425,"'28006,ES,Madrid,Madrid,Calle de José ortega y gasset 4,Madrid'",28006,ES,Madrid,Madrid,Calle de José ortega y gasset 4,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace70,-3.6947633,40.4030899,"'28045,ES,Madrid,Madrid,Calle de Palos de la frontera 27,Madrid'",28045,ES,Madrid,Madrid,Calle de Palos de la frontera 27,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace71,-3.6372333,40.40846,"'28030,ES,Madrid,Madrid,Avenida del Doctor garcía tapia 196,Madrid'",28030,ES,Madrid,Madrid,Avenida del Doctor garcía tapia 196,Madrid,Moratalaz,https://wikidata.org/entity/Q2076109
FreePlace72,-3.67862,40.5096083,"'28050,ES,Madrid,Madrid,Calle de Castiello de jaca 16,Madrid'",28050,ES,Madrid,Madrid,Calle de Castiello de jaca 16,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace73,-3.6786533,40.5094083,"'28050,ES,Madrid,Madrid,Calle de Castiello de jaca 22,Madrid'",28050,ES,Madrid,Madrid,Calle de Castiello de jaca 22,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace74,-3.7017283,40.4419383,"'28003,ES,Madrid,Madrid,Calle de Santa engracia 129,Madrid'",28003,ES,Madrid,Madrid,Calle de Santa engracia 129,Madrid,Chamberí,https://wikidata.org/entity/Q1763370
FreePlace75,-3.7302916,40.4280816,"'28008,ES,Madrid,Madrid,Pasarela de Almuñecar ,Madrid'",28008,ES,Madrid,Madrid,Pasarela de Almuñecar,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace76,-3.706085,40.4148066,"'28012,ES,Madrid,Madrid,Plaza de la Provincia 3,Madrid'",28012,ES,Madrid,Madrid,Plaza de la Provincia 3,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace77,-3.6574316,40.40685,"'28030,ES,Madrid,Madrid,Avenida de Moratalaz 45B,Madrid'",28030,ES,Madrid,Madrid,Avenida de Moratalaz 45B,Madrid,Moratalaz,https://wikidata.org/entity/Q2076109
FreePlace78,-3.666755,40.4077816,"'28007,ES,Madrid,Madrid,Calle de Piscis 2B,Madrid'",28007,ES,Madrid,Madrid,Calle de Piscis 2B,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace79,-3.7302383,40.4279933,"'28008,ES,Madrid,Madrid,Pasarela de Almuñecar ,Madrid'",28008,ES,Madrid,Madrid,Pasarela de Almuñecar,Madrid,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682
FreePlace80,-3.6685933,40.399875,"'28007,ES,Madrid,Madrid,Calle de Triquet 8,Madrid'",28007,ES,Madrid,Madrid,Calle de Triquet 8,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace81,-3.7066766,40.4812216,"'28034,ES,Madrid,Madrid,Avenida de la Ilustración ,Madrid'",28034,ES,Madrid,Madrid,Avenida de la Ilustración,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace82,-3.6460616,40.436105,"'28027,ES,Madrid,Madrid,Calle de Federico gutiérrez 23,Madrid'",28027,ES,Madrid,Madrid,Calle de Federico gutiérrez 23,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace83,-3.7163516,40.4804866,"'28034,ES,Madrid,Madrid,Calle de la Isla de arosa 29,Madrid'",28034,ES,Madrid,Madrid,Calle de la Isla de arosa 29,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace84,-3.6579533,40.426455,"'28017,ES,Madrid,Madrid,Calle Ricardo ortiz 41,Madrid'",28017,ES,Madrid,Madrid,Calle Ricardo ortiz 41,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace85,-3.70359,40.4142566,"'28012,ES,Madrid,Madrid,Calle de Atocha 16,Madrid'",28012,ES,Madrid,Madrid,Calle de Atocha 16,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace86,-3.682495,40.4766333,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace87,-3.68234,40.4767449,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace88,-3.682275,40.4767,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace89,-3.675475,40.4323433,"'28006,ES,Madrid,Madrid,Calle de Juan bravo 53,Madrid'",28006,ES,Madrid,Madrid,Calle de Juan bravo 53,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace90,-3.682345,40.476705,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace91,-3.68881,40.409935,"'28014,ES,Madrid,Madrid,Calle de Alfonso xii 54,Madrid'",28014,ES,Madrid,Madrid,Calle de Alfonso xii 54,Madrid,Retiro,https://wikidata.org/entity/Q2002296
FreePlace92,-3.6823466,40.476765,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace93,-3.7228383,40.4109766,"'28011,ES,Madrid,Madrid,Paseo Salón de los pinos ,Madrid'",28011,ES,Madrid,Madrid,Paseo Salón de los pinos,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace94,-3.6823616,40.4766816,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace95,-3.686425,40.425945,"'28001,ES,Madrid,Madrid,Calle de Claudio coello 43,Madrid'",28001,ES,Madrid,Madrid,Calle de Claudio coello 43,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace96,-3.6823716,40.47677,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace97,-3.6823216,40.476825,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace98,-3.6821683,40.477375,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 59,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 59,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace99,-3.6824816,40.4769716,"'28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid'",28046,ES,Madrid,Madrid,Calle de Mauricio legendre 38D,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace100,-3.70313,40.4535216,"'28020,ES,Madrid,Madrid,Calle de Bravo murillo 181,Madrid'",28020,ES,Madrid,Madrid,Calle de Bravo murillo 181,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace101,-3.65317,40.4428616,"'28027,ES,Madrid,Madrid,Avenida de Badajoz 64,Madrid'",28027,ES,Madrid,Madrid,Avenida de Badajoz 64,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace102,-3.6921416,40.4254,"'28004,ES,Madrid,Madrid,Calle Marqués de la ensenada 1B,Madrid'",28004,ES,Madrid,Madrid,Calle Marqués de la ensenada 1B,Madrid,Centro,https://wikidata.org/entity/Q1763376
FreePlace103,-3.68902,40.480345,"'28029,ES,Madrid,Madrid,Anillo Distribuidor cuatro torres ,Madrid'",28029,ES,Madrid,Madrid,Anillo Distribuidor cuatro torres,Madrid,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196
FreePlace104,-3.67542,40.4443116,"'28002,ES,Madrid,Madrid,Calle de Suero de quiñones 3,Madrid'",28002,ES,Madrid,Madrid,Calle de Suero de quiñones 3,Madrid,Chamartín,https://wikidata.org/entity/Q1766348
FreePlace105,-3.7110633,40.4578866,"'28039,ES,Madrid,Madrid,Calle de Ofelia nieto 3,Madrid'",28039,ES,Madrid,Madrid,Calle de Ofelia nieto 3,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace106,-3.6865083,40.42668,"'28001,ES,Madrid,Madrid,Calle de Claudio coello 44,Madrid'",28001,ES,Madrid,Madrid,Calle de Claudio coello 44,Madrid,Salamanca,https://wikidata.org/entity/Q1773521
FreePlace107,-3.7288483,40.408805,"'28011,ES,Madrid,Madrid,Calle de Calatayud 8,Madrid'",28011,ES,Madrid,Madrid,Calle de Calatayud 8,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace108,-3.695565,40.3824033,"'28026,ES,Madrid,Madrid,Calle de Antonio lópez 209,Madrid'",28026,ES,Madrid,Madrid,Calle de Antonio lópez 209,Madrid,Usera,https://wikidata.org/entity/Q953368
FreePlace109,-3.651535,40.442775,"'28027,ES,Madrid,Madrid,Calle de Aristóteles 7,Madrid'",28027,ES,Madrid,Madrid,Calle de Aristóteles 7,Madrid,Ciudad Lineal,https://wikidata.org/entity/Q1763694
FreePlace110,-3.6393333,40.4462783,"'28027,ES,Madrid,Madrid,Calle General aranaz 62M,Madrid'",28027,ES,Madrid,Madrid,Calle General aranaz 62M,Madrid,San Blas-Canillejas,https://wikidata.org/entity/Q2001937
FreePlace111,-3.6574566,40.4106716,"'28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 9,Madrid'",28030,ES,Madrid,Madrid,Calle del Camino de los vinateros 9,Madrid,Moratalaz,https://wikidata.org/entity/Q2076109
FreePlace112,-3.7009566,40.4573199,"'28020,ES,Madrid,Madrid,Calle de San germán 74,Madrid'",28020,ES,Madrid,Madrid,Calle de San germán 74,Madrid,Tetuán,https://wikidata.org/entity/Q1773540
FreePlace113,-3.7374883,40.40267,"'28047,ES,Madrid,Madrid,Calle Cjal. francisco josé jiménez martín 28,Madrid'",28047,ES,Madrid,Madrid,Calle Cjal. francisco josé jiménez martín 28,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace114,-3.5917466,40.4043749,"'28032,ES,Madrid,Madrid,Carretera de Vicálvaro a la estac. o'donnell 7,Madrid'",28032,ES,Madrid,Madrid,Carretera de Vicálvaro a la estac. odonnell 7,Madrid,Vicálvaro,https://wikidata.org/entity/Q589403
FreePlace115,-3.6977633,40.3994549,"'28045,ES,Madrid,Madrid,Calle del General palanca 20,Madrid'",28045,ES,Madrid,Madrid,Calle del General palanca 20,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace116,-3.7117816,40.4035383,"'28005,ES,Madrid,Madrid,Travesía de San isidoro de sevilla 13,Madrid'",28005,ES,Madrid,Madrid,Travesía de San isidoro de sevilla 13,Madrid,Arganzuela,https://wikidata.org/entity/Q2000929
FreePlace117,-3.735005,40.4080916,"'28011,ES,Madrid,Madrid,Paseo Jesuitas 67,Madrid'",28011,ES,Madrid,Madrid,Paseo Jesuitas 67,Madrid,Latina,https://wikidata.org/entity/Q794954
FreePlace118,-3.7102116,40.4141549,"'28005,ES,Madrid,Madrid, Cm-43 1,Madrid'",28005,ES,Madrid,Madrid,Cm-43 1,Madrid,Centro,https://wikidata.org/entity/Q1763376
