"a","count"
"http://es.dbpedia.org/property/afiliacion",1
"http://es.dbpedia.org/property/fechaacceso",51
"http://es.dbpedia.org/property/porcentajeVotosNulos",1
"http://es.dbpedia.org/property/webOficial",1
"http://es.dbpedia.org/property/sucesión",17
"http://es.dbpedia.org/property/place",12
"http://es.dbpedia.org/property/pieDeImagen",629
"http://es.dbpedia.org/property/cat",1
"http://es.dbpedia.org/property/lugarDeFallecimineto",1
"http://es.dbpedia.org/property/especialidad",1
"http://es.dbpedia.org/property/actor",4
"http://es.dbpedia.org/property/sucedidoPor",1
"http://dbpedia.org/property/party",3
"http://es.dbpedia.org/property/domicilioElectoral",1
"http://es.dbpedia.org/property/lugarDeResidencia",8
"http://es.dbpedia.org/property/órganoJudicial",2
"http://es.dbpedia.org/property/separador",1
"http://es.dbpedia.org/property/barras",3
"http://es.dbpedia.org/property/batallas",271
"http://es.dbpedia.org/property/nieta",1
"http://es.dbpedia.org/property/editor1Link",1
"http://es.dbpedia.org/property/escritor",1
"http://dbpedia.org/ontology/militaryBranch",1
"http://es.dbpedia.org/property/prefijoHonrífico",2
"http://es.dbpedia.org/property/3a",7
"http://dbpedia.org/property/wiktSearch",1
"http://es.dbpedia.org/property/url",4656
"http://es.dbpedia.org/property/contribution",3
"http://es.dbpedia.org/property/colorDeOjos",6
"http://es.dbpedia.org/property/influyóEn",3
"http://es.dbpedia.org/property/empleador",115
"http://es.dbpedia.org/property/anno",1
"http://es.dbpedia.org/property/birthName",3
"http://es.dbpedia.org/property/2p",30
"http://es.dbpedia.org/property/tipotecnicas",2
"http://es.dbpedia.org/property/misiones",1
"http://es.dbpedia.org/property/fechaNacimiento",10
"http://es.dbpedia.org/property/presidenteDelBancoCentralDelUruguay",1
"http://es.dbpedia.org/property/estudios",8
"http://es.dbpedia.org/property/office",15
"http://es.dbpedia.org/property/situaciónActual",1
"http://es.dbpedia.org/property/oficios",1
"http://es.dbpedia.org/property/imagesize",6
"http://es.dbpedia.org/property/tamaño",78
"http://es.dbpedia.org/property/selección",3
"http://es.dbpedia.org/property/pinpoint",1
"http://es.dbpedia.org/property/description",1
"http://es.dbpedia.org/property/audio",1
"http://es.dbpedia.org/property/imagenBandera",3
"http://es.dbpedia.org/property/nombreArtistico",1
"http://es.dbpedia.org/property/autore",1
"http://dbpedia.org/ontology/birthDate",17
"http://es.dbpedia.org/property/situciónPenal",1
"http://es.dbpedia.org/property/sobrina",1
"http://es.dbpedia.org/property/descendencia",6
"http://es.dbpedia.org/property/tamañoDeLaImagen",1
"http://es.dbpedia.org/property/afiliación",1
"http://es.dbpedia.org/property/poagrado",1
"http://es.dbpedia.org/property/facebook",353
"http://es.dbpedia.org/property/general",1
"http://es.dbpedia.org/property/zona",1
"http://dbpedia.org/property/order",1
"http://es.dbpedia.org/property/equipoDebut",9
"http://es.dbpedia.org/property/vorige",2
"http://es.dbpedia.org/property/estudiante",1
"http://es.dbpedia.org/property/vicegobernadora",5
"http://www.w3.org/2007/05/powder-s#describedby",1034
"http://es.dbpedia.org/property/lider",1
"http://es.dbpedia.org/property/fina",1
"http://dbpedia.org/property/type",2
"http://es.dbpedia.org/property/títulos",102
"http://es.dbpedia.org/property/elección",1
"http://xmlns.com/foaf/0.1/name",23968
"http://es.dbpedia.org/property/títulotrad",10
"http://es.dbpedia.org/property/premiosTpDeOro",2
"http://es.dbpedia.org/property/article",2
"http://es.dbpedia.org/property/fuentebiográfica",1
"http://es.dbpedia.org/property/apodos",4
"http://es.dbpedia.org/property/prefijohonorífico",1
"http://xmlns.com/foaf/0.1/topic",26039
"http://es.dbpedia.org/property/agencia",3
"http://es.dbpedia.org/property/actorDeDoblajeEspaña",1
"http://es.dbpedia.org/property/nombreOficial",1
"http://es.dbpedia.org/property/ciudadania",4
"http://es.dbpedia.org/property/monarch",1
"http://es.dbpedia.org/property/situaciónPenal",32
"http://dbpedia.org/property/preceded",1
