Provincia,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Toma de datos,Precio gasolina 95 E5,Precio gasolina 98 E5,Precio gasóleo A,Precio gasóleo Premium,Rótulo,ID,Tipo venta,Rem.,Horario,Tipo servicio
ALBACETE,ALMANSA,ALMANSA,02640,"CL AVDA. DE AYORA, S.N. A",D,"-1,100528","38,874583",03/10/2024 09:00,"1,529","1,629","1,439","1,529",REPSOL,ID-REPSOL-50,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,ALMANSA,ALMANSA,02640,"AVENIDA MADRID, 11",N,"-1,108000","38,871556",01/10/2024 00:00,"1,544",,"1,464","1,564",CEPSA,ID-CEPSA-51,P,OM,L-V: 06:00-22:00,L-V: 06:00-22:00 (A)
ALBACETE,ALMANSA,ALMANSA,02640,"AUTOVIA A-31 KM. 143,350",I,"-1,143722","38,878278",02/10/2024 10:03,"1,514","1,565","1,457","1,519",CEPSA,ID-CEPSA-52,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,ALMANSA,ALMANSA,02640,"AVENIDA CIRCUNVALACION, 26",N,"-1,084750","38,859944",02/10/2024 10:04,"1,534",,"1,459","1,555",CEPSA,ID-CEPSA-53,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,ALMANSA,ALMANSA,02640,"AVENIDA CIRCUNVALACION, 9",N,"-1,098889","38,879167",01/10/2024 21:00,"1,544",,"1,464","1,564",CEPSA,ID-CEPSA-54,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,ALMANSA,ALMANSA,02640,AUTOVIA A-31 KM. 140,D,"-1,175750","38,875028",02/10/2024 15:00,"1,534","1,674","1,439","1,519",SHELL,ID-SHELL-55,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALBACETE,ALMANSA,ALMANSA,02640,"AVENIDA AYORA CON AVENIDA ADOLFO SUAREZ, S/N",D,"-1,100028","38,878667",03/10/2024 09:54,"1,259",,"1,159",,PLENOIL,ID-PLENOIL-56,P,dm,L-D: 24H,L-D: 24H (D)
ALBACETE,ALMANSA,ALMANSA,02640,"AVENIDA CIRCUNVALACION, 17",N,"-1,089278","38,874083",30/09/2024 12:58,,,"1,339",,GASÓLEOS S. ALMANSA,ID-GASÓLEOS S. ALMANSA-57,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,ALMANSA,ALMANSA,02640,CARRETERA N-430 BADAJOZ A VALENCIA KM. 594,D,"-1,027694","38,850278",01/10/2024 10:34,"1,379",,"1,259",,GASOLINERA LOW COST PENADES,ID-GASOLINERA LOW COST PENADES-58,P,dm,L-D: 24H,L-D: 24H (P)
ALBACETE,ALMANSA,ALMANSA,02640,"AVENIDA INFANTE DON JUAN MANUEL, 8",D,"-1,102944","38,874556",03/10/2024 06:14,"1,269",,"1,169",,QUALITY ALMANSA,ID-QUALITY ALMANSA-59,P,dm,L-D: 24H,Sin datos
ALBACETE,ALPERA,ALPERA,02690,"BONETE, S/Nº",N,"-1,236552","38,958875",30/09/2024 09:54,"1,363",,"1,265",,COOPERATIVA SANTA CRUZ DE ALPERA,ID-COOPERATIVA SANTA CRUZ DE ALPERA-60,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,BALAZOTE,BALAZOTE,02320,"N-322 km 326,2",D,"-2,150639","38,878028",30/09/2024 19:14,"1,529",,"1,439",,E.S. BALAZOTE S.L.,ID-E.S. BALAZOTE S.L.-61,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALBACETE,BARRAX,BARRAX,02639,"CALLE ALBACETE, 57",I,"-2,195139","39,043139",30/09/2024 19:13,"1,529",,"1,439",,E.S. BARRAX S.L.,ID-E.S. BARRAX S.L.-62,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALBACETE,BARRAX,BARRAX,02639,CAMINO DE LOS GONZALOS SN,D,"-2,192996","39,051236",30/09/2024 19:50,,,"1,284",,COABA,ID-COABA-63,R,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,BIENSERVIDA,BIENSERVIDA,02360,CARRETERA BIENSERVIDA KM. 10,N,"-2,617667","38,516417",30/09/2024 18:26,"1,494",,"1,394",,GASOLINERA ETENOIL,ID-GASOLINERA ETENOIL-64,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00 (A)
ALBACETE,BONETE,BONETE,02691,AUTOVIA A-31 KM. 126,D,"-1,331500","38,875861",03/10/2024 00:00,"1,519","1,659","1,459","1,509",REPSOL,ID-REPSOL-65,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,BONETE,BONETE,02691,"CR N-430, 566,3",I,"-1,331611","38,876111",03/10/2024 00:00,"1,519","1,659","1,459","1,509",REPSOL,ID-REPSOL-66,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,BONILLO (EL),BONILLO (EL),02610,"CALLE CARRETERA MUNERA, 2",D,"-2,535056","38,953361",03/10/2024 00:00,"1,469","1,579","1,429","1,479",REPSOL,ID-REPSOL-67,P,OM,S-D: 07:00-15:00,S-D: 07:00-15:00 (A)
ALBACETE,CASAS DE JUAN NÚÑEZ,CASAS DE JUAN NUÑEZ,02151,"AVDA. ALBACETE, 33",D,"-1,560857","39,100792",30/09/2024 08:30,"1,519",,"1,399",,GASOLINERAS DEL REY,ID-GASOLINERAS DEL REY-68,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (A)
ALBACETE,CASAS-IBÁÑEZ,CASAS-IBAÑEZ,02200,CARRETERA ALBACETE KM. 94,I,"-1,477806","39,283944",30/09/2024 21:30,"1,519","1,709","1,449","1,509",CEPSA,ID-CEPSA-69,P,dm,L-D: 07:00-21:00,L-D: 07:00-21:00 (A)
ALBACETE,CAUDETE,CAUDETE,02660,"CR N-344 DIRC.VALENCIA, KM.  118.3",N,"-0,943000","38,727472",23/09/2024 20:18,"1,609","1,769","1,489","1,599",BP PARGA I PETROL BAS BEL,ID-BP PARGA I PETROL BAS BEL-70,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,CAUDETE,CAUDETE,02660,"AVENIDA VALENCIA DE, 16",N,"-0,982111","38,708944",30/09/2024 09:55,"1,579","1,729","1,459","1,549",GALP,ID-GALP-71,P,dm,L-D: 06:00-22:00,Sin datos
ALBACETE,CAUDETE,CAUDETE,02660,CARRETERA D-12 ESTACION KM. 32,D,"-0,971639","38,711694",30/09/2024 11:58,"1,519",,"1,369",,VILA Y FAYOS,ID-VILA Y FAYOS-72,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,CAUDETE,CAUDETE,02660,"AUTOVIA A-31 KM. 167,50",I,"-0,955833","38,756417",03/10/2024 00:00,"1,519","1,659","1,459","1,509",REPSOL,ID-REPSOL-73,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALBACETE,CENIZATE,CENIZATE,02247,"CALLE VIRGEN DE LAS NIEVES, 17",D,"-1,664167","39,301000",30/09/2024 09:03,"1,396",,"1,298",,VIRGEN DE LAS NIEVES,ID-VIRGEN DE LAS NIEVES-74,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,CHINCHILLA DE MONTE-ARAGO,02520,AUTOVIA A-31 KM. 86,D,"-1,758000","38,937583",03/10/2024 00:00,"1,519","1,669","1,449","1,519",REPSOL,ID-REPSOL-75,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,CHINCHILLA DE MONTE-ARAGO,02520,AUTOVIA A-31 KM. 86,I,"-1,757611","38,938611",03/10/2024 00:00,"1,519",,"1,449","1,519",REPSOL,ID-REPSOL-76,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00 (A)
ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,CHINCHILLA DE MONTE-ARAGO,02520,"Ctra. AB-430 KM 530,3",I,"-1,726278","38,915972",03/10/2024 00:00,"1,519","1,629","1,449","1,499",REPSOL,ID-REPSOL-77,P,OM,L: 06:00-22:00,L: 06:00-22:00 (A)
ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,POZO BUENO,02510,CL AVENIDA GENERALISIMO 107 (N-301 km 276),I,"-1,731861","38,803389",03/10/2024 00:00,"1,519",,"1,479",,REPSOL,ID-REPSOL-78,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,VILLAR DE CHINCHILLA,02695,AUTOVIA A31 KM. 111,N,"-1,502806","38,898306",30/09/2024 06:00,"1,569","1,709","1,479","1,579",CEPSA,ID-CEPSA-79,P,dm,L-V: 06:00-22:00; S-D: 07:00-22:00,Sin datos
ALBACETE,ELCHE DE LA SIERRA,ELCHE DE LA SIERRA,02430,"POLIGONO EL CAMPILLO A, 2",D,"-2,017917","38,460694",03/10/2024 09:15,"1,450",,"1,369",,DLP,ID-DLP-80,P,dm,L-V: 08:00-21:00; S: 08:00-14:00,L-V: 08:00-21:00 (P); S: 08:00-14:00 (P)
ALBACETE,ELCHE DE LA SIERRA,ELCHE DE LA SIERRA,02430,"CL BOLEA, 36 (CM-412 km 235,65)",D,"-2,044778","38,451306",03/10/2024 00:00,"1,509","1,619","1,429",,CAMPSA,ID-CAMPSA-81,P,OM,L: 06:00-22:00,L: 06:00-22:00 (A)
ALBACETE,FUENTE-ÁLAMO,FUENTE-ALAMO,02651,"AVDA. DOCTOR PEREZ GIL, 25",N,"-1,433306","38,689833",30/09/2024 09:48,"1,659","1,820","1,499",,Nº 7374,ID-Nº 7374-82,P,dm,L: 07:00-21:00,Sin datos
ALBACETE,FUENTE-ÁLAMO,FUENTE-ALAMO,02651,"LA HIGUERA, 000",D,"-1,431579","38,695348",30/09/2024 10:37,,,"1,220",,SAN DIONISIO,ID-SAN DIONISIO-83,R,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,FUENTEALBILLA,FUENTEALBILLA,02260,N-322 (CORDOBA-VALENCIA) km 399,I,"-1,548639","39,269972",30/09/2024 15:39,"1,439",,"1,339",,ES SAN ANTONIOABAD. FUENTEALBILLA,ID-ES SAN ANTONIOABAD. FUENTEALBILLA-84,P,dm,L-D: 07:00-20:00,L-D: 07:00-20:00 (A)
ALBACETE,GINETA (LA),GINETA (LA),02110,"CR A-31, 235",I,"-1,963944","39,086278",03/10/2024 00:00,"1,519","1,669","1,459",,REPSOL,ID-REPSOL-85,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,GINETA (LA),GINETA (LA),02110,"CR N-301, 231,8",D,"-1,990194","39,107667",03/10/2024 00:00,"1,509","1,639","1,439","1,489",REPSOL,ID-REPSOL-86,P,OM,L-D: 07:00-21:00,L-D: 07:00-21:00 (A)
ALBACETE,GOLOSALVO,GOLOSALVO,02253,CARRETERA NACIONAL 322 KM. 390,D,"-1,635111","39,238111",02/10/2024 10:06,"1,514","1,669","1,444","1,515",CEPSA,ID-CEPSA-87,P,dm,L: 06:00-22:00,L: 06:00-22:00 (A)
ALBACETE,HELLÍN,HELLIN,02400,"CARRETERA A-30 KM. 328,2",I,"-1,571667","38,417306",01/10/2024 02:48,"1,558","1,619","1,457","1,527",CEPSA,ID-CEPSA-88,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A)
ALBACETE,HELLÍN,HELLIN,02400,CARRETERA TORREUCHEA KM. 1,D,"-1,636389","38,495972",02/10/2024 11:03,"1,499","1,609","1,439","1,539",HELLIN GAS S.L.,ID-HELLIN GAS S.L.-89,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,HELLÍN,HELLIN,02400,"MELCHOR  DE MACANAZ, 66",N,"-1,696972","38,511222",30/09/2024 15:11,"1,499","1,599","1,459","1,539",BP,ID-BP-90,P,dm,L: 06:00-23:00,L: 06:00-23:00 (A)
ALBACETE,HELLÍN,HELLIN,02400,"AUTOVIA A-30 KM. 322,5",D,"-1,596722","38,464250",30/09/2024 11:20,"1,539","1,669","1,439","1,509",GALP,ID-GALP-91,P,dm,L-D: 06:00-22:00,Sin datos
ALBACETE,HELLÍN,HELLIN,02400,"POLIGONO SAN RAFAEL 3ª FASE, SN",N,"-1,705389","38,545111",03/10/2024 00:00,,,"1,469",,IDS,ID-IDS-92,P,OM,L-D: 24H,L-D: 24H (A)
ALBACETE,HELLÍN,HELLIN,02400,"AVENIDA LIBERTAD, 111",D,"-1,700417","38,517306",02/10/2024 01:20,"1,387",,"1,307",,PLENOIL,ID-PLENOIL-93,P,dm,L-D: 24H,L-D: 24H (A)
ALBACETE,HELLÍN,HELLIN,02400,CARRETERA CM 412 KM. 273,D,"-1,694889","38,532389",26/09/2024 09:54,"1,338",,"1,308",,PETROGAS,ID-PETROGAS-94,P,dm,L-D: 06:30-22:00,L-D: 06:30-22:00 (A)
