Provincia,same_as_wiki_data_province,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Precio gasolina 95 E5,Precio gasolina 98 E5,Precio gasóleo A,Precio gasóleo Premium,Rótulo,same_as_wikdata_rotulo,ID,Tipo venta,Rem.,Horario,Tipo servicio
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08907,"TRAVESIA INDUSTRIAL, 147",N,"2,108,722","41,354,639","1,338","1,488","1,257","1,337",MEROIL,https://wikidata.org/entity/Q62292559,ID-MEROIL-2048,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08907,"CALLE FEMADES/ESQUINA TRAVESSIA INDUSTRIAL, 19,25",D,"2,102,167","41,349,833","1,348","1,595","1,267","1,297",EVOLUTION,,ID-EVOLUTION-2049,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08907,"RAMBLA MARINA, 428",D,"2,106,639","41,353,750","1,599","1,709","1,449","1,499",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2050,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08907,"CALLE CR. DEL MIG, 146",D,"2,103,556","41,354,139","1,270",,"1,188",,BONAREA,,ID-BONAREA-2051,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08906,"CALLE MIQUEL PEIRÃ“ VICTORI, CANTONADA AMETLLERS, S/N",D,"2,093,639","41,364,278","1,316",,"1,246",,ESTACIO SERVEI CAN BUXERES,,ID-ESTACIO SERVEI CAN BUXERES-2052,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08904,"CARRETERA COLLBLANC KM. 137,141",D,"2,112,139","41,375,667","1,469","1,649","1,399","1,539",PETROLIS COLLBLANC,,ID-PETROLIS COLLBLANC-2053,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08903,"Collblanc, 14-16",N,"2,120,787","41,375,833","1,399","1,509","1,249","1,299",Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-2054,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08902,"CALLE FORTUNA, 34",D,"2,119,694","41,363,028","1,619","1,769","1,439","1,529",REPSOL FORTUNA,,ID-REPSOL FORTUNA-2055,P,dm,L-V: 06:00-21:00; S: 08:00-13:00,"L-V: 06:00-21:00 (A); S: 08:00-13:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08902,"CALLE JUAN RAMON JIMENEZ, 20",N,"2,117,833","41,361,417","1,389","1,489","1,309","1,349",Tamoil,https://wikidata.org/entity/Q706793,ID-TAMOIL-2056,P,OM,L-D: 24H,"L-V: 00:00-07:00 (D), 07:00-19:00 (P), 19:00-23:59 (D); S-D: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08902,"CALLE SANTA EULALIA, 27",D,"2,130,083","41,367,639","1,599","1,749","1,449","1,519",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2057,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08902,"CALLE GRAN VIA, 12",N,"2,130,306","41,361,639","1,459","1,569","1,359","1,429",PETROCAT DIRECTE,,ID-PETROCAT DIRECTE-2058,P,OM,L-D: 00:00-23:59,"Sin datos"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08908,"CALLE CIENCIES, SN",D,"2,126,556","41,355,722","1,609","1,759","1,459","1,549",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2059,P,OM,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08908,"AVINGUDA JOAN CARLES I, 16",D,"2,133,917","41,348,361","1,389",,"1,229",,ECOBENZ,,ID-ECOBENZ-2060,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08908,"CALLE BOTANICA, 74",D,"2,128,778","41,350,917","1,659","1,819","1,459","1,589",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-2061,P,dm,L-V: 06:30-15:00,"L-S: 06:30-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08908,"CALLE PABLO IGLESIAS, 65",D,"2,128,917","41,347,611",,,"1,280",,PORTUARIOS SERVICIOS,,ID-PORTUARIOS SERVICIOS-2062,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08908,"CALLE MONTSERRAT ROIG NÂº 25-29, 25,29",D,"2,126,139","41,350,722","1,279",,"1,189",,GM OIL HOSPITALET DE LLOBREGAT,,ID-GM OIL HOSPITALET DE LLOBREGAT-2063,P,dm,L: 24H,"L: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08905,"CALLE RENCLUSA, 36",N,"2,106,722","41,369,806","1,359",,"1,289","1,319",AUTONETOIL,,ID-AUTONETOIL-2064,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08246,"AUTOVIA CASTELLDEFELS KM. 2,7",I,"2,109,528","41,345,833","1,554","1,674","1,384","1,454",Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-2065,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08246,"AUTOVIA CASTELLDEFELS KM. 2,7",D,"2,111,750","41,346,472","1,364",,"1,254",,Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-2066,P,OM,L-D: 24H,"L-D: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08246,"CALLE MIGUEL HERNANDEZ, 116",D,"2,120,944","41,351,139","1,399",,"1,219",,Ballenoil,https://wikidata.org/entity/Q110743569,ID-BALLENOIL-2067,P,dm,L-D: 24H,"L-D: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08246,"CALLE CALLE COBALT, 190",D,"2,098,556","41,354,389","1,349",,"1,269",,PETRO G24,,ID-PETRO G24-2068,P,dm,L-D: 24H,"L-V: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D); S-D: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"AVINGUDA ANGEL GUIMERA, 15",D,"1,608,444","41,580,972","1,519","1,629","1,399","1,449",Petronor,https://wikidata.org/entity/Q1726547,ID-PETRONOR-2069,P,OM,L-D: 08:00-22:00,"L-D: 08:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"AVINGUDA MONTSERRAT, 2",D,"1,629,278","41,576,472","1,529","1,639","1,399","1,449",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2070,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"CALLE PRAT DE LA RIBA, S/N",I,"1,608,361","41,580,611","1,359",,"1,199",,BY ENERGY,,ID-BY ENERGY-2071,P,dm,L-D: 24H,"L-D: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"CALLE ALEMANYA, 3",D,"1,622,417","41,591,361","1,317",,"1,197",,FER PREU JUST,,ID-FER PREU JUST-2072,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"AVENIDA EUROPA, 26",D,"1,632,000","41,595,833","1,569","1,739","1,419","1,498",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2073,P,dm,L-D: 07:00-22:00,"L-D: 07:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"AVENIDA MESTRE MUNTAMER, 56",D,"1,620,222","41,587,500","1,569","1,739","1,419","1,498",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2074,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"CALLE GUIMARAES, S/N",N,"1,622,333","41,589,056",,,"1,199","1,229",Petromiralles,https://wikidata.org/entity/Q11941356,ID-PETROMIRALLES-2075,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"CALLE EL REC CANTONADA JOAN MERCADER, S/N",N,"1,613,750","41,576,000",,"1,496","1,185","1,215",Petromiralles,https://wikidata.org/entity/Q11941356,ID-PETROMIRALLES-2076,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"CALLE ALEMANYA, 30",N,"1,628,611","41,586,750","1,489",,"1,359","1,399",MEROIL (FER PREU JUST),,ID-MEROIL (FER PREU JUST)-2077,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"AVINGUDA MESTRE MUNTANER,",D,"1,611,250","41,590,778","1,558","1,728","1,408","1,487","MEROIL, S.L.",,"ID-MEROIL, S.L.-2078",P,dm,L-D: 06:00-23:00,"L-D: 06:00-23:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"AVENIDA AVINGUDA MESTRE MUNTANER CANTONADA CARRER LLEIDA, S/N",D,"1,627,194","41,584,750","1,329",,"1,249","1,299",Grup Bon Preu,https://wikidata.org/entity/Q11924747,ID-ESCLATOIL-2079,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"CALLE PORTUGAL, 4",D,"1,628,222","41,596,472",,,"1,198",,MESTRANS,,ID-MESTRANS-2080,P,dm,L-V: 08:00-20:00,"Sin datos"
Barcelona Province,https://wikidata.org/entity/Q81949,IGUALADA,IGUALADA,08700,"AVENIDA PAISES CATALANES, S/N",N,"1,616,917","41,590,056","1,439",,"1,299",,Carrefour,https://wikidata.org/entity/Q62073427,ID-CARREFOUR-2081,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,JORBA,JORBA,08719,AUTOVIA A-2 KM 543    MARGEN DERECHO KM.,D,"1,509,722","41,618,806","1,658","1,758","1,447","1,578",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2082,P,dm,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,JORBA,JORBA,08719,AUTOVIA A-2 KM. 543,I,"1,509,833","41,619,444","1,658","1,758","1,447","1,578",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2083,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,JORBA,JORBA,08519,AUTOVIA AUTOVIA A-2 KM. 545,I,"1,540,750","41,602,306","1,274","1,377","1,192",,BONAREA,,ID-BONAREA-2084,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLAGOSTA (LA),LLAGOSTA (LA),08120,"CARRER CA MONTSENY CANTONADA RIERA SECA, S/N",D,"2,197,750","41,505,000",,,"1,179",,NUROIL,,ID-NUROIL-2085,P,dm,L: 24H,"L: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLIÃ‡Ã€ D'AMUNT,LLIÃ‡A D'AMUNT,08186,"AUTOVIA C-17 KM 20,5 KM. 20,5",I,"2,263,333","41,608,417","1,575",,"1,405","1,495",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-2086,P,dm,L-S: 06:00-21:00,"L-S: 06:00-21:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLIÃ‡Ã€ D'AMUNT,LLIÃ‡A D'AMUNT,08186,"CARRETERA BV1435 KM. 8,7",D,"2,235,111","41,626,333","1,498",,"1,347",,GASUIR,,ID-GASUIR-2087,P,dm,L-D: 24H,"L-D: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLIÃ‡Ã€ D'AMUNT,LLIÃ‡A D'AMUNT,08186,"AVENIDA PAÃ�SOS CATALANS, 17",D,"2,243,639","41,605,833","1,349",,"1,269","1,319",Grup Bon Preu,https://wikidata.org/entity/Q11924747,ID-ESCLATOIL-2088,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLIÃ‡Ã€ D'AMUNT,LLIÃ‡A D'AMUNT,08186,"BV-1432 km 2,3",I,"2,252,639","41,609,778","1,498","1,597","1,347",,GASUIR,,ID-GASUIR-2089,P,dm,L-D: 05:00-23:00,"L-D: 05:00-23:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLIÃ‡Ã€ D'AMUNT,LLIÃ‡A D'AMUNT,08186,CARRETERA BV 1432 KM. 2300,D,"2,252,639","41,609,361","1,498","1,597","1,347",,GASUIR,,ID-GASUIR-2090,P,dm,L-D: 05:00-23:00,"L-D: 05:00-23:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLIÃ‡Ã€ DE VALL,LLIÃ‡A DE VALL,08185,"AVINGUDA PUIGCERDÃ€, 8",D,"2,255,972","41,583,806","1,409",,"1,239",,EASYGAS,,ID-EASYGAS-2091,P,dm,L-D: 24H,"L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLIÃ‡Ã€ DE VALL,LLIÃ‡A DE VALL,08185,"AVENIDA DEL VALLES, 8",D,"2,211,000","41,573,500","1,368",,"1,198","1,258",VILACARBURANTS,,ID-VILACARBURANTS-2092,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLIÃ‡Ã€ DE VALL,LLIÃ‡A DE VALL,08185,"CALLE CAN NADAL, 4",D,"2,247,944","41,589,222","1,553","1,669","1,454","1,514",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2093,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLIÃ‡Ã€ DE VALL,LLIÃ‡A DE VALL,08185,"CARRER LLEIDA CANTONADA C/ CAN GURRI, S/N",N,"2,252,611","41,585,583",,,"1,271",,SERTRANS,,ID-SERTRANS-2094,R,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLIÃ‡Ã€ DE VALL,LLIÃ‡A DE VALL,08185,CARRETERA AVDA. DEL VALLES KM. 10,I,"2,222,583","41,576,194","1,559","1,709","1,449","1,499",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2095,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLINARS DEL VALLÃˆS,LLINARS DEL VALLES,08450,"AVINGUDA MAS BAGA, 1",N,"2,404,694","41,640,194","1,549","1,709","1,429","1,489",ESTACIO SERVEI LLINARS,,ID-ESTACIO SERVEI LLINARS-2096,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLINARS DEL VALLÃˆS,LLINARS DEL VALLES,08450,AUTOPISTA AP 7 KM. 117,I,"2,425,611","41,647,972","1,614","1,754","1,479","1,569",Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-2097,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,LLINARS DEL VALLÃˆS,LLINARS DEL VALLES,08450,AUTOPISTA AP-7 KM. 117,D,"2,425,667","41,646,806","1,614","1,744","1,479","1,569",Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-2098,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,MALGRAT DE MAR,MALGRAT DE MAR,08380,"CARRETERA N-II KM. 674,2",D,"2,725,722","41,642,111","1,559","1,691","1,479","1,579",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-2099,P,OM,L-V: 06:00-22:00,"L-V: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MALGRAT DE MAR,MALGRAT DE MAR,08380,"CARRETERA N-II KM. 674,2",I,"2,725,528","41,642,528","1,559",,"1,479","1,579",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-2100,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MALGRAT DE MAR,MALGRAT DE MAR,08380,"AVINGUDA FRANCESC SANLLEHI I BOSCH, 11",N,"2,742,611","41,655,889","1,339",,"1,259","1,279",Ballenoil,https://wikidata.org/entity/Q110743569,ID-BALLENOIL-2101,P,dm,L-D: 24H,"L-D: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,MALGRAT DE MAR,MALGRAT DE MAR,08380,"AVENIDA COSTA BRAVA, 163",D,"2,747,528","41,656,278","1,559",,"1,479","1,579",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-2102,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MALLA,MALLA,08519,HIPER ESCLAT. CTRA. C-17 km 55,N,"2,243,583","41,882,028","1,339",,"1,269","1,319",Grup Bon Preu,https://wikidata.org/entity/Q11924747,ID-ESCLATOIL-2103,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANLLEU,MANLLEU,08560,"CALLE FRANCESC PUGET MONTFORT, 2",N,"2,296,472","42,004,306","1,299","1,599","1,219","1,309",FEIXAS AULET,,ID-FEIXAS AULET-2104,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANLLEU,MANLLEU,08560,CARRETERA MANLLEU TORELLO KM. 1,D,"2,279,722","42,008,806","1,349",,"1,269",,Grup Bon Preu,https://wikidata.org/entity/Q11924747,ID-ESCLATOIL-2105,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CALLE AGUSTI COLL, 18",D,"1,849,000","41,724,111","1,449",,"1,359",,AVIA International,https://wikidata.org/entity/Q300147,ID-AVIA-2106,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"POLIGONO ELS DOLORS CL.SALLENT, 50",N,"1,841,806","41,737,278","1,274",,"1,192",,BONAREA,,ID-BONAREA-2107,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CALLE CTRA DE VIC, 163",D,"1,835,306","41,731,361","1,560","1,695","1,440","1,480",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2108,P,dm,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CALLE MURALLA SANT FRANCESC, 54",D,"1,820,306","41,721,778","1,560","1,695","1,440","1,480",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2109,P,dm,L-D: 06:00-00:00,"L-D: 06:00-00:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CALLE CARRETERA DE VIC, 225",I,"1,839,917","41,734,139","1,569","1,709","1,449","1,499",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2110,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CALLE CARRETERA DE VIC, 230",D,"1,840,111","41,733,806","1,519","1,679","1,399","1,449",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2111,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CALLE EDISON, 2",D,"1,845,750","41,716,722","1,569","1,711","1,449","1,539",BP BUFALVENT,,ID-BP BUFALVENT-2112,P,OM,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CARRETERA C-55 KM. 24,9",D,"1,839,639","41,694,194","1,579",,"1,437","1,534",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-2113,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CARRETERA C-55 KM. 24,9",I,"1,838,806","41,693,833","1,564","1,696","1,437","1,507",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-2114,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CALLE CR. CARDONA, 80/82",N,"1,817,083","41,726,389","1,559","1,701","1,439","1,529",BP OIL,,ID-BP OIL-2115,P,dm,L: 06:00-23:00,"L: 06:00-23:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CARRETERA C-37 KM. 95,39",D,"1,810,333","41,738,139","1,529","1,679","1,419","1,469",Petrocat,https://wikidata.org/entity/Q20104358,ID-PETROCAT-2116,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CALLE DOCTOR FERRAN, 26",D,"1,849,639","41,714,444",,,"1,289",,Petromiralles,https://wikidata.org/entity/Q11941356,ID-PETROMIRALLES-2117,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CALLE DE SALLENT, 91",D,"1,844,472","41,741,111","1,275",,"1,209",,GM OIL,,ID-GM OIL-2118,P,dm,L-D: 24H,"L-D: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08240,"CARRER DOLORS, 19",N,"1,837,722","41,735,944","1,299",,"1,199",,U.S. MANRESA -GAS-OILS ROVIRA-,,ID-U.S. MANRESA -GAS-OILS ROVIRA--2119,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08241,"CARRETERA VIC, CANTONADA C/CASTELLGALÃ� KM. 0",D,"1,844,028","41,736,278","1,329",,"1,249","1,299",Grup Bon Preu,https://wikidata.org/entity/Q11924747,ID-ESCLATOIL-2120,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MANRESA,MANRESA,08241,"AVENIDA PIRELLI, 29",N,"1,811,222","41,729,389","1,349","1,669","1,199","1,279",PETROSET,,ID-PETROSET-2121,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MARTORELL,MARTORELL,08760,"AVENIDA COMTE DE LLOBREGAT, 4",D,"1,919,778","41,482,806","1,279",,"1,199",,PETROPRIX,,ID-PETROPRIX-2122,P,dm,L-D: 24H,"L-D: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,MARTORELL,MARTORELL,08760,"AVENIDA COMTE LLOBREGAT, 107",D,"1,912,722","41,491,111","1,279",,"1,199",,NIEVES,,ID-NIEVES-2123,P,dm,L-D: 24H,"L-V: 00:00-13:00 (D), 13:00-20:00 (A), 20:00-23:59 (D); S: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D); D: 24H (D)"
Barcelona Province,https://wikidata.org/entity/Q81949,MARTORELL,MARTORELL,08760,"AVINGUDA COMPTE DEL LLOBREGAT, 35",D,"1,915,806","41,484,889","1,369",,"1,259","1,299",PETROLOWCOST SL,,ID-PETROLOWCOST SL-2124,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MARTORELL,MARTORELL,08760,"CR N-2, 591,3",D,"1,948,361","41,464,778","1,559",,"1,409","1,519",Spanish Petroleum Company,https://wikidata.org/entity/Q608819,ID-CEPSA-2125,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MARTORELL,MARTORELL,08760,CARRETERA NACIONAL II KM. 588,N,"1,919,500","41,482,111","1,389",,"1,299","1,339",Carrefour,https://wikidata.org/entity/Q62073427,ID-CARREFOUR-2126,P,dm,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MARTORELL,MARTORELL,08760,"CL PAU CLARIS, 13",D,"1,927,778","41,475,167","1,539","1,689","1,459","1,519",Repsol,https://wikidata.org/entity/Q174747,ID-REPSOL-2127,P,OM,L-D: 24H,"L-D: 24H (A)"
Barcelona Province,https://wikidata.org/entity/Q81949,MASIES DE VOLTREGÃ€ (LES),MASIES DE VOLTREGA (LES),08519,CARRETERA TER KM. S/N,N,"2,242,389","42,004,194","1,444","1,604","1,364","1,434",Galp Energia,https://wikidata.org/entity/Q1492739,ID-GALP-2128,P,OM,L-D: 06:00-22:00,"L-D: 06:00-22:00 (A)"
