datetime-America/Los_Angeles,Iowa NO2 [ppb],Chicago NO2 [ppb],Cranford NO2 [ppb],Magnolia NO2 [ppb],month,day,hour,minute,dayofweek_Sunday,dayofweek_Monday,dayofweek_Tuesday,dayofweek_Wednesday,dayofweek_Thursday,dayofweek_Friday,dayofweek_Saturday,Background NO2 [ppb],Temperature [degC],Pressure [mbar],Humidity [%],Wind Speed [mph],Wind Direction [degrees],Far-bound Local Roadway (#vehicles/mile),Near-bound Local Roadway (#vehicles/mile),Far-bound Highway (#vehicles/mile),Near-bound Highway (#vehicles/mile)
2021-05-21 22:00:00-07:00,17.23422033,14.02228572,18.32802161,39.06600422,5,21,22,0,0,0,0,0,0,1,0,3.4,13.26,1018,70,0.45,246,17.96169675,23.91225725,48.20489709,60.96634521
2021-05-21 22:15:00-07:00,17.21217147,14.01912906,18.34445005,39.0964768,5,21,22,15,0,0,0,0,0,1,0,3.4,13.26,1018,70,0.45,246,16.99513277,18.27674735,48.39535414,57.81315822
2021-05-21 22:30:00-07:00,17.19008348,14.01583648,18.36088367,39.12677101,5,21,22,30,0,0,0,0,0,1,0,3.4,13.26,1018,70,0.45,246,11.77422262,15.89475556,49.06187304,56.73602738
2021-05-21 22:45:00-07:00,17.16795632,14.0124085,18.37732191,39.15688705,5,21,22,45,0,0,0,0,0,1,0,3.4,13.26,1018,70,0.45,246,13.13585188,14.50720199,49.28823768,57.64303291
2021-05-21 23:00:00-07:00,17.14578998,14.0088456,18.39376423,39.18682512,5,21,23,0,0,0,0,0,0,1,0,5.7,12.55,1018,75,1.34,19,10.00808923,16.2843329,35.40545613,43.12934162
2021-05-21 23:15:00-07:00,17.12358445,14.0051483,18.41021007,39.21658543,5,21,23,15,0,0,0,0,0,1,0,5.7,12.55,1018,75,1.34,19,8.568218497,14.00352331,35.06842371,42.24011835
2021-05-21 23:30:00-07:00,17.1013397,14.00131709,18.4266589,39.24616819,5,21,23,30,0,0,0,0,0,1,0,5.7,12.55,1018,75,1.34,19,10.98927445,12.2385722,34.63241124,40.74346315
2021-05-21 23:45:00-07:00,17.07905571,13.99735248,18.44311016,39.2755736,5,21,23,45,0,0,0,0,0,1,0,5.7,12.55,1018,75,1.34,19,8.43133841,12.98531928,34.19371376,39.79191685
2021-05-22 00:00:00-07:00,17.05673248,13.99325495,18.45956329,39.30480186,5,22,0,0,0,0,0,0,0,0,1,4.6,12.18,1018,77,1.34,308,5.556712206,8.882363399,23.51019616,27.02861076
2021-05-22 00:15:00-07:00,17.03436997,13.98902503,18.47601775,39.33385318,5,22,0,15,0,0,0,0,0,0,1,4.6,12.18,1018,77,1.34,308,5.345451953,8.383185396,23.67209781,27.7970078
2021-05-22 00:30:00-07:00,17.01196818,13.9846632,18.49247299,39.36272776,5,22,0,30,0,0,0,0,0,0,1,4.6,12.18,1018,77,1.34,308,8.073752654,6.630606362,23.83078974,28.64783628
2021-05-22 00:45:00-07:00,16.98952708,13.98016997,18.50892847,39.39142582,5,22,0,45,0,0,0,0,0,0,1,4.6,12.18,1018,77,1.34,308,5.69719971,5.916839179,23.69321769,28.78756698
2021-05-22 01:00:00-07:00,16.96704665,13.97554584,18.52538362,39.41994755,5,22,1,0,0,0,0,0,0,0,1,3.8,11.6,1017,79,1.34,151,7.368901232,4.285350763,18.69776856,22.28903312
2021-05-22 01:15:00-07:00,16.94452688,13.9707913,18.5418379,39.44829316,5,22,1,15,0,0,0,0,0,0,1,3.8,11.6,1017,79,1.34,151,6.6108871,5.765654756,18.50382025,21.67791294
2021-05-22 01:30:00-07:00,16.92196775,13.96590687,18.55829077,39.47646285,5,22,1,30,0,0,0,0,0,0,1,3.8,11.6,1017,79,1.34,151,5.334443718,5.849503791,18.35625681,21.30713738
2021-05-22 01:45:00-07:00,16.89936924,13.96089303,18.57474166,39.50445684,5,22,1,45,0,0,0,0,0,0,1,3.8,11.6,1017,79,1.34,151,7.117200311,6.547696985,18.22958814,21.43370641
2021-05-22 02:00:00-07:00,16.87673133,13.9557503,18.59119004,39.53227531,5,22,2,0,0,0,0,0,0,0,1,7,11.46,1017,80,2.68,131,6.307619261,7.285096296,16.8810453,18.38103853
2021-05-22 02:15:00-07:00,16.85405401,13.95047917,18.60763535,39.55991849,5,22,2,15,0,0,0,0,0,0,1,7,11.46,1017,80,2.68,131,4.155615507,5.375549031,16.76860562,18.17098963
2021-05-22 02:30:00-07:00,16.83133725,13.94508014,18.62407705,39.58738658,5,22,2,30,0,0,0,0,0,0,1,7,11.46,1017,80,2.68,131,6.097365286,6.70852183,16.80141772,17.87973748
2021-05-22 02:45:00-07:00,16.80858104,13.93955371,18.64051457,39.61467977,5,22,2,45,0,0,0,0,0,0,1,7,11.46,1017,80,2.68,131,6.77599183,5.964107744,17.08320067,17.81516034
2021-05-22 03:00:00-07:00,16.78578536,13.93390039,18.65694738,39.64179828,5,22,3,0,0,0,0,0,0,0,1,7,11.38,1017,82,3.13,135,2.941553236,4.63597037,19.28722963,15.73285757
2021-05-22 03:15:00-07:00,16.76295019,13.92812068,18.67337493,39.6687423,5,22,3,15,0,0,0,0,0,0,1,7,11.38,1017,82,3.13,135,4.984038915,10.3715416,19.5041746,15.76249174
2021-05-22 03:30:00-07:00,16.74007551,13.92221507,18.68979665,39.69551205,5,22,3,30,0,0,0,0,0,0,1,7,11.38,1017,82,3.13,135,2.71527991,3.763317124,19.46336871,15.73285757
2021-05-22 03:45:00-07:00,16.71716131,13.91618407,18.70621201,39.72210774,5,22,3,45,0,0,0,0,0,0,1,7,11.38,1017,82,3.13,135,3.24243202,3.693762683,19.20742668,15.66265462
2021-05-22 04:00:00-07:00,16.69420757,13.91002818,18.72262046,39.74852955,5,22,4,0,0,0,0,0,0,0,1,7,10.88,1017,83,2.24,150,3.223894289,2.304349978,24.98472683,19.56014999
2021-05-22 04:15:00-07:00,16.67121426,13.90374789,18.73902144,39.77477771,5,22,4,15,0,0,0,0,0,0,1,7,10.88,1017,83,2.24,150,2.400900157,2.840018824,24.98472683,19.4683183
2021-05-22 04:30:00-07:00,16.64818137,13.89734371,18.75541441,39.80085241,5,22,4,30,0,0,0,0,0,0,1,7,10.88,1017,83,2.24,150,2.643192833,3.313355294,24.75338677,18.91732816
2021-05-22 04:45:00-07:00,16.62510889,13.89081615,18.77179881,39.82675386,5,22,4,45,0,0,0,0,0,0,1,7,10.88,1017,83,2.24,150,4.325224636,1.277813682,24.75338677,19.56014999
2021-05-22 05:00:00-07:00,16.60199679,13.8841657,18.7881741,39.85248226,5,22,5,0,0,0,0,0,0,0,1,8.5,10.83,1017,84,2.24,142,5.622792027,2.582897778,33.63068162,27.53818213
2021-05-22 05:15:00-07:00,16.57884505,13.87739285,18.80453972,39.87803783,5,22,5,15,0,0,0,0,0,0,1,8.5,10.83,1017,84,2.24,142,6.329645868,4.199643747,34.43524338,27.94515034
2021-05-22 05:30:00-07:00,16.55565367,13.87049812,18.82089514,39.90342076,5,22,5,30,0,0,0,0,0,0,1,8.5,10.83,1017,84,2.24,142,4.845853527,5.033339259,33.63068162,29.43736711
2021-05-22 05:45:00-07:00,16.53242261,13.86348201,18.83723979,39.92863126,5,22,5,45,0,0,0,0,0,0,1,8.5,10.83,1017,84,2.24,142,8.938797581,4.674928105,34.59615573,30.11564746
2021-05-22 06:00:00-07:00,16.50915186,13.85634501,18.85357312,39.95366953,5,22,6,0,0,0,0,0,0,0,1,3.7,10.33,1017,83,3.13,129,6.035290302,7.324054031,45.34277569,40.61867754
2021-05-22 06:15:00-07:00,16.4858414,13.84908762,18.8698946,39.97853578,5,22,6,15,0,0,0,0,0,0,1,3.7,10.33,1017,83,3.13,129,7.444993147,6.046240349,46.19428322,40.61867754
2021-05-22 06:30:00-07:00,16.46249122,13.84171035,18.88620366,40.00323022,5,22,6,30,0,0,0,0,0,0,1,3.7,10.33,1017,83,3.13,129,8.826662128,7.885045403,45.98140634,39.3023315
2021-05-22 06:45:00-07:00,16.4391013,13.8342137,18.90249976,40.02775305,5,22,6,45,0,0,0,0,0,0,1,3.7,10.33,1017,83,3.13,129,10.37453187,7.43703146,45.76852946,40.9947764
2021-05-22 07:00:00-07:00,16.41567161,13.82659816,18.91878235,40.05210447,5,22,7,0,0,0,0,0,0,0,1,2.7,10.65,1018,82,3.13,121,10.85511239,9.014819695,55.40765948,50.19619711
2021-05-22 07:15:00-07:00,16.39220215,13.81886425,18.93505088,40.0762847,5,22,7,15,0,0,0,0,0,0,1,2.7,10.65,1018,82,3.13,121,8.674478298,7.012392157,56.66692446,49.97110205
2021-05-22 07:30:00-07:00,16.36869288,13.81101245,18.9513048,40.10029392,5,22,7,30,0,0,0,0,0,0,1,2.7,10.65,1018,82,3.13,121,11.55796139,10.97049795,56.91877746,49.52091194
2021-05-22 07:45:00-07:00,16.3451438,13.80304327,18.96754356,40.12413236,5,22,7,45,0,0,0,0,0,0,1,2.7,10.65,1018,82,3.13,121,9.86791991,10.09979259,57.92618945,49.07072184
2021-05-22 08:00:00-07:00,16.32155488,13.79495722,18.98376661,40.14780021,5,22,8,0,0,0,0,0,0,0,1,2.3,12.28,1018,74,3.58,122,12.49509339,13.34886763,67.09357003,57.18656004
2021-05-22 08:15:00-07:00,16.29792611,13.78675478,18.99997341,40.17129768,5,22,8,15,0,0,0,0,0,0,1,2.3,12.28,1018,74,3.58,122,13.08380452,15.94150484,65.3508799,56.6713658
2021-05-22 08:30:00-07:00,16.27425747,13.77843647,19.01616339,40.19462498,5,22,8,30,0,0,0,0,0,0,1,2.3,12.28,1018,74,3.58,122,15.7950796,15.10001778,66.80312167,57.70175427
2021-05-22 08:45:00-07:00,16.25054894,13.77000278,19.03233601,40.21778231,5,22,8,45,0,0,0,0,0,0,1,2.3,12.28,1018,74,3.58,122,17.42905335,19.67560366,66.80312167,64.39927932
2021-05-22 09:00:00-07:00,16.2268005,13.76145422,19.04849073,40.24076987,5,22,9,0,0,0,0,0,0,0,1,2.5,13.9,1019,65,3.13,136,19.77789062,20.65733856,70.65118932,62.26401437
2021-05-22 09:15:00-07:00,16.20301214,13.75279128,19.06462699,40.26358787,5,22,9,15,0,0,0,0,0,0,1,2.5,13.9,1019,65,3.13,136,19.00295454,20.460602,71.26554749,63.67270247
2021-05-22 09:30:00-07:00,16.17918383,13.74401447,19.08074424,40.28623652,5,22,9,30,0,0,0,0,0,0,1,2.5,13.9,1019,65,3.13,136,23.58048394,22.6889844,73.108622,63.10922723
2021-05-22 09:45:00-07:00,16.15531556,13.73512428,19.09684193,40.30871601,5,22,9,45,0,0,0,0,0,0,1,2.5,13.9,1019,65,3.13,136,20.46071543,20.86186667,71.87990566,76.06915782
2021-05-22 10:00:00-07:00,16.13140731,13.72612123,19.11291952,40.33102656,5,22,10,0,0,0,0,0,0,0,1,2.8,16.04,1018,55,1.79,14,18.23803055,29.04299085,73.73795668,80.9470674
2021-05-22 10:15:00-07:00,16.10745906,13.7170058,19.12897645,40.35316837,5,22,10,15,0,0,0,0,0,0,1,2.8,16.04,1018,55,1.79,14,23.16798567,34.60810318,77.17489534,84.52304227
2021-05-22 10:30:00-07:00,16.0834708,13.7077785,19.14501218,40.37514165,5,22,10,30,0,0,0,0,0,0,1,2.8,16.04,1018,55,1.79,14,32.41515574,36.69818562,74.67530359,83.87286502
2021-05-22 10:45:00-07:00,16.0594425,13.69843983,19.16102615,40.39694659,5,22,10,45,0,0,0,0,0,0,1,2.8,16.04,1018,55,1.79,14,28.79878737,34.01789351,74.05040565,84.52304227
2021-05-22 11:00:00-07:00,16.03537416,13.68899029,19.17701781,40.41858341,5,22,11,0,0,0,0,0,0,0,1,2.8,18.03,1018,48,2.24,213,27.38708211,34.99768052,79.77139024,84.01514492
2021-05-22 11:15:00-07:00,16.01126589,13.67943038,19.19298662,40.44005231,5,22,11,15,0,0,0,0,0,0,1,2.8,18.03,1018,48,2.24,213,26.43192833,36.53845891,83.09519817,89.30743752
2021-05-22 11:30:00-07:00,15.98711779,13.6697606,19.20893203,40.4613535,5,22,11,30,0,0,0,0,0,0,1,2.8,18.03,1018,48,2.24,213,24.23527489,38.61490614,81.10091341,87.65359608
2021-05-22 11:45:00-07:00,15.96292998,13.65998146,19.22485348,40.48248717,5,22,11,45,0,0,0,0,0,0,1,2.8,18.03,1018,48,2.24,213,25.95134782,38.18247529,80.10377104,94.59973011
2021-05-22 12:00:00-07:00,15.93870257,13.65009346,19.24075043,40.50345354,5,22,12,0,0,0,0,0,0,0,1,2.7,19.23,1018,43,1.79,218,35.38274043,35.89176052,80.2733112,86.49967516
2021-05-22 12:15:00-07:00,15.91443568,13.64009708,19.25662232,40.52425281,5,22,12,15,0,0,0,0,0,0,1,2.7,19.23,1018,43,1.79,218,30.77317232,51.77093298,78.97333855,87.16505727
2021-05-22 12:30:00-07:00,15.89012941,13.62999285,19.27246861,40.54488518,5,22,12,30,0,0,0,0,0,0,1,2.7,19.23,1018,43,1.79,218,27.66942316,53.09939172,80.92329753,81.50930928
2021-05-22 12:45:00-07:00,15.86578389,13.61978125,19.28828875,40.56535087,5,22,12,45,0,0,0,0,0,0,1,2.7,19.23,1018,43,1.79,218,30.77517474,36.08654919,85.47320181,81.17661822
2021-05-22 13:00:00-07:00,15.84139922,13.60946278,19.30408219,40.58565006,5,22,13,0,0,0,0,0,0,0,1,2.3,20.08,1017,41,2.68,195,29.93215642,40.79653926,76.07687904,81.46125033
2021-05-22 13:15:00-07:00,15.81697553,13.59903796,19.31984837,40.60578298,5,22,13,15,0,0,0,0,0,0,1,2.3,20.08,1017,41,2.68,195,35.30664851,42.56132462,79.534919,75.531121
2021-05-22 13:30:00-07:00,15.79251291,13.58850728,19.33558675,40.62574983,5,22,13,30,0,0,0,0,0,0,1,2.3,20.08,1017,41,2.68,195,31.6542366,36.23069281,79.534919,85.20659517
2021-05-22 13:45:00-07:00,15.7680115,13.57787123,19.35129679,40.6455508,5,22,13,45,0,0,0,0,0,0,1,2.3,20.08,1017,41,2.68,195,33.91296502,38.80190327,80.47802081,84.58237103
2021-05-22 14:00:00-07:00,15.74347139,13.56713033,19.36697792,40.66518611,5,22,14,0,0,0,0,0,0,0,1,2.4,21.65,1017,36,1.79,227,31.73032851,38.01495704,85.80528253,104.9186871
2021-05-22 14:15:00-07:00,15.71889271,13.55628507,19.3826296,40.68465595,5,22,14,15,0,0,0,0,0,0,1,2.4,21.65,1017,36,1.79,227,27.01262979,39.30445804,82.57952003,99.00777517
2021-05-22 14:30:00-07:00,15.69427557,13.54533595,19.39825128,40.70396055,5,22,14,30,0,0,0,0,0,0,1,2.4,21.65,1017,36,1.79,227,23.6926194,39.76026353,81.28921503,107.2830519
2021-05-22 14:45:00-07:00,15.66962008,13.53428347,19.41384241,40.72310009,5,22,14,45,0,0,0,0,0,0,1,2.4,21.65,1017,36,1.79,227,29.00303409,34.49707364,81.61179128,90.14140725
2021-05-22 15:00:00-07:00,15.64492635,13.52312814,19.42940244,40.74207479,5,22,15,0,0,0,0,0,0,0,1,2.4,22.88,1017,34,2.68,311,31.66024385,33.97504,83.87138614,92.09416817
2021-05-22 15:15:00-07:00,15.62019451,13.51187045,19.44493082,40.76088484,5,22,15,15,0,0,0,0,0,0,1,2.4,22.88,1017,34,2.68,311,23.61252264,26.68604793,82.88077922,95.39503441
2021-05-22 15:30:00-07:00,15.59542466,13.50051091,19.460427,40.77953047,5,22,15,30,0,0,0,0,0,0,1,2.4,22.88,1017,34,2.68,311,24.86203198,32.27258702,82.55057691,89.7835618
2021-05-22 15:45:00-07:00,15.57061691,13.48905001,19.47589044,40.79801186,5,22,15,45,0,0,0,0,0,0,1,2.4,22.88,1017,34,2.68,311,26.61014361,42.51067956,82.55057691,98.0357274
2021-05-22 16:00:00-07:00,15.54577138,13.47748826,19.49132057,40.81632923,5,22,16,0,0,0,0,0,0,0,1,2.6,21.43,1017,43,3.13,243,23.43630979,35.66970144,85.26022611,97.27374884
2021-05-22 16:15:00-07:00,15.52088819,13.46582616,19.50671686,40.83448277,5,22,16,15,0,0,0,0,0,0,1,2.6,21.43,1017,43,3.13,243,22.64735677,32.30180532,84.92189188,85.28578684
2021-05-22 16:30:00-07:00,15.49596745,13.45406421,19.52207875,40.85247271,5,22,16,30,0,0,0,0,0,0,1,2.6,21.43,1017,43,3.13,243,32.27899127,30.91880575,84.24522342,90.76599804
2021-05-22 16:45:00-07:00,15.47100927,13.44220291,19.5374057,40.87029923,5,22,16,45,0,0,0,0,0,0,1,2.6,21.43,1017,43,3.13,243,17.40902916,42.75221752,83.90688919,87.34086604
2021-05-22 17:00:00-07:00,15.44601376,13.43024276,19.55269714,40.88796254,5,22,17,0,0,0,0,0,0,0,1,3.2,20.1,1017,49,2.68,172,21.5640482,33.29717542,84.04589884,88.7478388
2021-05-22 17:15:00-07:00,15.42098104,13.41818426,19.56795255,40.90546286,5,22,17,15,0,0,0,0,0,0,1,3.2,20.1,1017,49,2.68,172,21.44590549,35.09702275,83.37083138,88.7478388
2021-05-22 17:30:00-07:00,15.39591123,13.40602792,19.58317135,40.92280038,5,22,17,30,0,0,0,0,0,0,1,3.2,20.1,1017,49,2.68,172,30.09435234,36.86959965,83.03329765,89.08657101
2021-05-22 17:45:00-07:00,15.37080443,13.39377422,19.59835301,40.93997531,5,22,17,45,0,0,0,0,0,0,1,3.2,20.1,1017,49,2.68,172,26.14358002,31.90054065,82.69576392,92.13516089
2021-05-22 18:00:00-07:00,15.34566076,13.38142369,19.61349698,40.95698786,5,22,18,0,0,0,0,0,0,0,1,4.5,19,1017,51,2.68,205,31.89853169,32.62320662,83.12697976,96.36663979
2021-05-22 18:15:00-07:00,15.32048033,13.3689768,19.6286027,40.97383823,5,22,18,15,0,0,0,0,0,0,1,4.5,19,1017,51,2.68,205,25.48278181,31.2928,82.4538868,92.60765738
2021-05-22 18:30:00-07:00,15.29526326,13.35643407,19.64366963,40.99052662,5,22,18,30,0,0,0,0,0,0,1,4.5,19,1017,51,2.68,205,25.05626661,39.17394963,81.44424737,90.21557767
2021-05-22 18:45:00-07:00,15.27000966,13.343796,19.65869721,41.00705324,5,22,18,45,0,0,0,0,0,0,1,4.5,19,1017,51,2.68,205,26.72027664,37.74030501,79.42496851,87.82349796
2021-05-22 19:00:00-07:00,15.24471965,13.33106309,19.6736849,41.0234183,5,22,19,0,0,0,0,0,0,0,1,4.7,17.56,1018,56,2.24,251,27.16481362,32.16350536,74.90442075,78.97415267
2021-05-22 19:15:00-07:00,15.21939334,13.31823583,19.68863214,41.03962199,5,22,19,15,0,0,0,0,0,0,1,4.7,17.56,1018,56,2.24,251,27.96377872,30.91880575,73.64552292,75.22834306
2021-05-22 19:30:00-07:00,15.19403083,13.30531473,19.70353839,41.05566453,5,22,19,30,0,0,0,0,0,0,1,4.7,17.56,1018,56,2.24,251,31.17365608,30.08316235,73.33079846,75.54049386
2021-05-22 19:45:00-07:00,15.16863226,13.29230029,19.7184031,41.07154612,5,22,19,45,0,0,0,0,0,0,1,4.7,17.56,1018,56,2.24,251,30.1323983,35.43205926,73.96024738,74.60404146
2021-05-22 20:00:00-07:00,15.14319772,13.27919302,19.73322572,41.08726697,5,22,20,0,0,0,0,0,0,0,1,5.1,15.96,1019,62,1.34,178,24.68581913,28.15865028,69.89705999,69.5121345
